Mean Temperature (Degrees C) - Observed Records - Anomalies relative to 1971-2000 mean
Refer to Accompanying Documentation
NaN indicates insufficient data is available
1970-1999 Climatology
YEAR   Annual      JF     MAM    JJAS     OND
      25.9138      25.8412      27.3568      25.1644      25.5183
Timeseries in Anomalies relative to 1970-1999 mean (degrees C)
YEAR   Annual      JF     MAM    JJAS     OND
1960      NaN     NaN     NaN     NaN     NaN
1961    -0.35   -0.55    0.01   -0.64   -0.21
1962    -0.35    0.02   -0.35   -0.56   -0.31
1963    -0.02    0.24   -0.06    0.08   -0.30
1964    -0.36    0.25   -0.24   -0.73   -0.41
1965    -0.50   -0.89   -0.43   -0.48   -0.32
1966    -0.24   -0.39   -0.02   -0.21   -0.38
1967    -0.35   -0.31   -0.18   -0.53   -0.32
1968    -0.25   -0.33   -0.66    0.04   -0.16
1969     0.03    0.51    0.34   -0.26   -0.22
1970    -0.06    0.36    0.00   -0.18   -0.24
1971    -0.47   -0.44   -0.53   -0.50   -0.36
1972    -0.15   -0.28   -0.58    0.09    0.05
1973     0.22    0.39    0.22    0.35   -0.05
1974    -0.18   -0.10   -0.17   -0.26   -0.13
1975    -0.32   -0.13   -0.29   -0.51   -0.23
1976    -0.54   -0.12   -0.66   -0.51   -0.75
1977    -0.02   -0.01   -0.00   -0.16    0.14
1978    -0.07    0.86   -0.22   -0.36   -0.15
1979     0.20    0.51    0.17    0.15    0.11
1980     0.09    0.64   -0.04    0.13   -0.18
1981    -0.03   -0.30   -0.11    0.06    0.11
1982    -0.10   -0.15   -0.07    0.06   -0.29
1983     0.34    0.15    0.68    0.22    0.28
1984    -0.01   -0.29   -0.15    0.22   -0.01
1985    -0.08    0.03    0.04   -0.14   -0.19
1986    -0.36   -0.85   -0.21   -0.04   -0.60
1987     0.39    0.04    0.21    0.67    0.44
1988     0.02   -0.32    0.54   -0.10   -0.12
1989    -0.09   -0.42   -0.20    0.01    0.13
1990     0.17   -0.44    0.28    0.21    0.42
1991     0.15    0.65    0.02    0.22   -0.15
1992    -0.05   -0.04   -0.11   -0.23    0.23
1993     0.11    0.06   -0.09    0.12    0.34
1994    -0.15   -0.44   -0.17    0.02   -0.14
1995     0.04   -1.32    0.27    0.19    0.49
1996     0.04    0.66   -0.17    0.01   -0.14
1997     0.24    0.70   -0.33    0.17    0.58
1998     0.82    1.10    1.42    0.39    0.59
1999    -0.17   -0.48    0.25   -0.30   -0.19
2000     0.17    0.65    0.54   -0.13   -0.13
2001     0.47    0.18    0.48    0.22    1.00
2002     0.66    0.53    0.84    0.64    0.61
2003     0.56    0.47    0.99    0.03    0.90
2004     0.79    0.76    0.81    0.64    0.99
2005     0.69    0.60    0.76    0.40    1.07
2006      NaN     NaN     NaN     NaN     NaN
