Mean monthly rainfall (mm) - Model Simulations
Refer to Accompanying Documentation
NaN indicates insufficient data is available
Model Climatology 1970-1999
 Year  Annual     NDJ     FMA     MJJ     ASO
        166.8   127.4   171.0   159.1   209.6
Timeseries in anomalies relative to 1970-1999 mean (mm per month)
20th Century Model Run
 1960   -9.64  -73.13    0.01  -12.22  -21.80
 1961  -16.03   -4.78   -2.63  -27.73  -28.99
 1962   21.65   13.27   21.96   21.57   29.79
 1963    0.96    4.95   50.19  -36.10  -15.19
 1964  -28.39  -18.80  -23.69   -8.44  -62.62
 1965  -30.95  -44.75   30.64  -64.02  -45.67
 1966   17.01  -17.30   40.66   -3.76   48.45
 1967   25.97   13.08   40.57    9.63   40.61
 1968   -5.62    6.24  -26.27  -22.86   20.41
 1969  -22.70  -20.72    6.02  -45.69  -30.42
 1970   33.28  -17.22   -6.12   64.08   92.38
 1971   -5.45   43.65  -17.00  -12.59  -35.85
 1972   18.32   19.95   23.62  -26.92   56.61
 1973   -9.56    7.02   36.87  -25.01  -57.12
 1974  -29.47  -23.80  -34.05  -39.40  -20.60
 1975   -8.09   25.37   23.56  -38.70  -42.59
 1976   55.17   -7.31   20.16   68.06  139.79
 1977   -1.52   16.96   48.07  -46.28  -24.81
 1978  -18.21   16.20  -25.34  -26.15  -37.53
 1979    9.08   41.30   24.23  -10.50  -18.70
 1980  -28.44   -1.92    3.94  -55.56  -60.24
 1981   -8.91  -22.52  -20.77   22.35  -14.69
 1982   21.96    2.45  -24.27    1.91  107.74
 1983   18.63   22.78   25.31   43.04  -16.62
 1984    7.01    5.59    0.11  -15.34   37.67
 1985  -21.89  -12.05  -31.24   -0.42  -43.87
 1986  -18.65  -18.25   -0.18  -25.69  -30.48
 1987   -4.15  -15.47    7.66   -4.50   -4.31
 1988    0.44   -0.64   15.06   26.59  -39.26
 1989   -1.73  -26.78   31.38   -9.05   -2.47
 1990   43.18   -1.95  -10.89   85.35  100.21
 1991   -2.51   -4.39   20.26  -20.02   -5.88
 1992   -5.83   14.74  -26.46  -26.45   14.85
 1993  -25.89  -13.16   -1.38  -22.18  -66.85
 1994   -0.67    6.47    0.14  -10.19    0.89
 1995  -23.51  -28.06  -28.36   15.29  -52.90
 1996   -1.60   -2.89  -40.61   -5.64   42.72
 1997    5.39    9.20   -1.52   40.97  -27.11
 1998  -41.13  -50.36   -0.39  -33.95  -79.80
 1999   44.75   15.09  -11.79   86.89   88.79
 2000   21.46   37.18   25.18   15.65    7.83
Projections under SRES A2 scenario
 2000     NaN     NaN     NaN     NaN     NaN
 2001     NaN     NaN    1.78   49.59   32.14
 2002   12.16   -6.26   28.94   18.75    7.22
 2003  -21.71    8.22  -23.94  -10.81  -60.31
 2004  -12.21   -3.17   42.59  -34.24  -54.03
 2005   10.14   -2.82   35.74   -3.12   10.74
 2006   25.33  -10.52  -27.73   64.05   75.53
 2007   -0.41   10.67   -5.19   -1.12   -6.01
 2008    2.85  -11.75  -12.91   45.21   -9.15
 2009   13.10   -8.98   -6.45    3.63   64.20
 2010    9.38  -38.76   17.18    2.06   57.03
 2011    3.64  -32.13   -6.01   21.02   31.67
 2012  -21.18    4.88  -46.35   -3.67  -39.60
 2013   29.74   14.34    1.45   23.55   79.63
 2014  -12.70  -29.27  -40.69   16.71    2.43
 2015  -39.82  -30.53  -23.63  -11.52  -93.62
 2016   21.88   26.04  -13.59    0.25   74.83
 2017  -15.07   58.72  -39.91  -36.84  -42.27
 2018  -22.40  -30.84  -24.65   32.14  -66.24
 2019   -7.50   14.38    0.05  -30.24  -14.21
 2020  -26.94  -34.37  -20.53   -5.39  -47.49
 2021  -12.42  -31.75  -34.57   56.81  -40.18
 2022  -18.57  -36.31   -9.22    9.41  -38.15
 2023   -1.97  -18.30  -35.16  -14.16   59.72
 2024   26.77    8.95   20.03   25.86   52.25
 2025  -10.65  -22.41   35.67  -47.00   -8.86
 2026  -14.55  -23.75  -12.90  -23.10    1.53
 2027    1.68   -3.23  -34.32    9.13   35.12
 2028   22.52  -16.22   -9.68   23.11   92.87
 2029   13.33    9.79   57.88  -22.11    7.75
 2030  -14.85  -33.33  -22.34  -11.00    7.26
 2031    5.81  -29.08   -6.87   29.96   29.22
 2032   10.12  -25.54   -0.59    0.04   66.56
 2033  -19.76  -39.34  -20.95  -25.49    6.76
 2034   52.05   18.94    4.68   62.82  121.77
 2035    3.83  -15.38   17.66  -30.53   43.56
 2036   -6.74   20.37   12.92   19.71  -79.97
 2037  -19.82  -37.22   -7.65  -12.48  -21.94
 2038  -14.43  -36.91    2.88    0.75  -24.45
 2039    2.54  -35.07   46.46   13.53  -14.76
 2040   -7.84    0.89  -33.30    7.21   -6.14
 2041   21.77    5.30  -12.94    0.17   94.57
 2042   16.56   -9.56  -11.07   41.59   45.27
 2043  -38.63  -38.37  -24.94  -60.66  -30.54
 2044   -4.10  -41.74  -20.28   15.10   30.50
 2045   20.85   10.61  -10.68   20.50   62.96
 2046   21.26    5.69  -31.54   20.31   90.56
 2047   13.61   -5.51  -12.46   -3.67   76.09
 2048   11.70  -13.23   -1.94   21.24   40.75
 2049   -2.82  -26.22  -11.84   17.26    9.51
 2050    9.15   -4.31   22.78   -8.04   26.16
 2051  -23.03    0.71  -28.26    5.02  -69.60
 2052   -8.50  -12.58  -62.90  -15.44   56.92
 2053    6.39   -6.81   -6.75   12.73   26.38
 2054   -0.03    5.31   10.43   -6.40   -9.47
 2055  -13.42  -58.93  -16.50    3.29   18.48
 2056    5.47  -18.09   14.52    9.09   16.36
 2057    8.73   14.71   14.32   -8.97   14.85
 2058   18.77    9.10   15.79   -3.82   54.03
 2059  -16.23  -16.92   -0.53  -45.92   -1.53
 2060   25.48  -26.41   -8.66   49.83   87.17
 2061   43.92   31.92   19.58   44.51   79.67
 2062  -23.94  -10.59   -7.28  -35.28  -42.59
 2063   18.91  -22.15    3.16   49.10   45.53
 2064   22.05   26.09  -20.85  -28.84  111.80
 2065  -12.17   -3.88  -19.25  -24.97   -0.58
 2066   37.15   -5.21  -40.50   73.60  120.72
 2067   53.53  -17.20   39.21   28.40  163.72
 2068   42.13    6.93   17.07   32.62  111.89
 2069   -3.82  -13.74  -29.46   16.17   11.74
 2070   14.31  -31.71   21.80    8.21   58.94
 2071   53.02  -20.23   -1.22   70.13  163.38
 2072   -0.47   35.15  -12.71    8.16  -32.47
 2073   14.06  -23.07   -9.76   -0.58   89.63
 2074   26.11  -19.32  -24.37   17.17  130.97
 2075  -10.34    8.91  -31.13  -28.58    9.46
 2076    2.47  -25.86   16.14   52.80  -33.19
 2077   35.73    0.36   -2.13   42.76  101.92
 2078    5.07   40.19  -41.80   17.60    4.29
 2079   -5.61  -10.46  -12.60   -6.88    7.52
 2080   38.20    6.35   20.10   13.96  112.40
 2081    8.60   18.58  -18.37  -11.31   45.50
 2082   14.03   -5.34  -19.02   39.33   41.15
 2083    6.15   -2.69  -23.56   35.38   15.46
 2084    5.91    3.16  -41.80   13.52   48.76
 2085   29.90   62.14  -13.23   53.70   17.00
 2086    5.44  -20.69  -34.97    6.59   70.83
 2087    9.67   21.14   -6.57    5.50   18.60
 2088   18.72   11.03  -38.92   49.18   53.60
 2089   12.72  -22.22   -1.23   17.25   57.11
 2090   -0.03  -19.98   21.44    7.02   -8.60
 2091    2.44  -11.01  -63.73   -4.29   88.79
 2092   17.87  -31.68  -16.52   30.89   88.78
 2093   50.86   19.28   11.41   81.87   90.86
 2094    3.48   11.41   20.22   10.01  -27.72
 2095   -0.14  -18.51   -3.06  -12.80   33.80
 2096   10.28  -12.00  -42.13    3.23   92.04
 2097   25.97  -38.88   12.05   -9.60  140.30
 2098   13.51   -5.84   -2.84   40.06   22.64
 2099   29.44    4.26  -15.17   38.95   89.70
 2100   28.86   65.60  -32.40   29.79   52.46
Projections under SRES A1B scenario
 2000     NaN     NaN     NaN     NaN     NaN
 2001     NaN     NaN   32.99   14.87    4.67
 2002   -9.22    3.46   10.21   22.51  -73.06
