Mean temperature (Degrees C) - Model Simulations
Refer to Accompanying Documentation
NaN indicates insufficient data is available
Model Climatology 1970-1999
       Annual     NDJ     FMA     MJJ     ASO
        24.15   23.60   24.73   24.47   23.79
Timeseries in Anomalies relative to 1970-1999 mean (Degrees C)
 Year  Annual     NDJ     FMA     MJJ     ASO
20th Century Model Run
 1960   -0.18   -0.34   -0.14   -0.54   -0.15
 1961    0.09   -0.41    0.25    0.39    0.12
 1962   -0.77   -0.61   -0.75   -0.97   -0.74
 1963   -0.72   -0.49   -1.01   -1.00   -0.37
 1964   -0.52   -0.93   -0.23   -0.51   -0.41
 1965   -0.52   -0.56   -0.36   -0.75   -0.42
 1966   -0.68   -0.47   -0.71   -0.85   -0.69
 1967    0.03   -0.66    0.20    0.22    0.36
 1968   -0.26   -0.26   -0.11   -0.27   -0.39
 1969   -0.68   -0.76   -0.50   -0.75   -0.72
 1970   -0.37   -0.22    0.14   -0.14   -1.25
 1971   -0.64   -0.90   -0.78   -0.61   -0.29
 1972   -0.28   -0.07   -0.42   -0.56   -0.09
 1973    0.01    0.13   -0.05   -0.18    0.15
 1974    0.07    0.04    0.47    0.05   -0.26
 1975   -0.51   -0.81   -0.83   -0.45    0.04
 1976   -0.57   -0.62   -0.50   -0.75   -0.40
 1977    0.27   -0.10    0.34    0.28    0.54
 1978    0.23    0.13    0.24    0.41    0.14
 1979   -0.41   -0.22   -0.29   -0.63   -0.48
 1980   -0.47   -0.47   -0.63   -0.56   -0.22
 1981    0.13   -0.23    0.45    0.52   -0.24
 1982   -0.17   -0.20   -0.33   -0.11   -0.03
 1983   -0.27   -0.26   -0.66   -0.08   -0.08
 1984    0.18   -0.14    0.11    0.38    0.38
 1985   -0.25    0.03   -0.21   -0.52   -0.30
 1986   -0.14   -0.48   -0.31    0.16    0.06
 1987    0.47   -0.10    0.82    0.62    0.52
 1988    0.10    0.56    0.13   -0.08   -0.23
 1989   -0.15    0.09   -0.18   -0.24   -0.25
 1990    0.15   -0.14    0.42    0.51   -0.20
 1991    0.08    0.00   -0.04    0.07    0.28
 1992    0.16    0.40    0.28   -0.22    0.19
 1993    0.85    0.89    0.62    0.79    1.12
 1994    0.77    0.86    0.88    0.70    0.63
 1995    0.12    0.38    0.06   -0.06    0.09
 1996    0.23    0.41    0.07    0.24    0.21
 1997    0.25    0.30    0.24    0.84   -0.38
 1998    0.00    0.18   -0.12   -0.09    0.03
 1999    0.18    0.57    0.09   -0.29    0.34
 2000     NaN     NaN     NaN     NaN     NaN
Projections under SRES A2 scenario
 2000    0.70    0.96    0.60    0.23    0.82
 2001    0.94    0.88    1.25    1.27    0.36
 2002    0.09   -0.07   -0.02    0.12    0.35
 2003    0.04   -0.16   -0.24   -0.12    0.66
 2004    0.63    0.37    0.63    0.75    0.79
 2005    0.63    0.90    0.77    0.38    0.46
 2006    0.79    0.24    0.96    1.43    0.53
 2007    0.71    0.58    0.84    0.76    0.65
 2008    0.25    0.36    0.28    0.07    0.26
 2009    0.77    0.74    0.54    0.61    1.21
 2010    1.03    1.33    1.32    0.79    0.68
 2011    0.41    0.58    0.28    0.10    0.68
 2012    0.79    0.98    0.57    0.67    0.93
 2013    1.11    1.23    1.44    1.02    0.77
 2014    0.34    0.44    0.38    0.08    0.47
 2015    0.63    0.59    0.69    0.87    0.35
 2016    0.91    0.68    1.26    1.36    0.35
 2017    0.59    0.45    0.60    0.53    0.79
 2018    0.50    0.96    0.50    0.13    0.40
 2019    0.53    0.07    0.96    0.78    0.32
 2020    0.82    0.53    1.00    0.90    0.84
 2021    0.95    0.68    1.08    1.03    0.99
 2022    0.94    0.92    0.79    0.93    1.10
 2023    0.98    1.15    0.74    0.79    1.23
 2024    1.19    1.13    1.49    1.22    0.91
 2025    1.42    0.97    1.59    1.68    1.43
 2026    0.85    1.31    0.72    0.57    0.78
 2027    0.74    1.15    0.43    0.26    1.10
 2028    1.23    1.56    1.59    0.75    1.01
 2029    1.11    1.44    1.21    0.81    0.98
 2030    1.01    0.98    1.14    0.85    1.08
 2031    0.86    0.66    0.92    0.76    1.11
 2032    1.23    1.20    1.26    1.24    1.22
 2033    1.40    1.34    1.48    1.35    1.42
 2034    0.81    0.99    0.74    0.63    0.88
 2035    0.91    1.01    0.56    0.72    1.37
 2036    1.53    1.33    1.96    1.62    1.22
 2037    0.89    0.90    1.04    0.57    1.06
 2038    1.43    1.31    1.18    1.36    1.87
 2039    1.84    2.05    2.14    1.43    1.76
 2040    1.43    2.29    1.36    0.78    1.27
 2041    1.34    1.33    1.39    1.00    1.65
 2042    1.84    2.00    1.80    1.83    1.73
 2043    1.17    1.34    1.41    0.93    0.99
