Mean temperature (Degrees C) - Model Simulations
Refer to Accompanying Documentation
NaN indicates insufficient data is available
Model Climatology 1970-1999
       Annual     NDJ     FMA     MJJ     ASO
        24.29   24.35   25.06   24.13   23.60
Timeseries in Anomalies relative to 1970-1999 mean (Degrees C)
 Year  Annual     NDJ     FMA     MJJ     ASO
20th Century Model Run
 1960   -0.16   -0.09   -0.38   -0.14    0.06
 1961   -0.15   -0.31   -0.36   -0.00    0.08
 1962    0.07   -0.07    0.10   -0.07    0.33
 1963    0.02    0.29    0.20   -0.09   -0.34
 1964   -0.53   -0.56   -0.97   -0.42   -0.19
 1965   -0.04   -0.24   -0.03    0.16   -0.05
 1966   -0.15   -0.03   -0.01   -0.09   -0.48
 1967   -0.33   -0.30   -0.56   -0.31   -0.15
 1968    0.01    0.28    0.08   -0.17   -0.13
 1969    0.03   -0.00    0.38   -0.19   -0.08
 1970    0.07    0.07   -0.31    0.27    0.23
 1971    0.11    0.59    0.23   -0.04   -0.34
 1972   -0.40   -0.34   -0.72   -0.38   -0.16
 1973   -0.02    0.02   -0.08   -0.19    0.16
 1974   -0.23   -0.16   -0.32   -0.33   -0.11
 1975   -0.09   -0.00    0.03   -0.10   -0.28
 1976   -0.10   -0.39    0.14    0.04   -0.18
 1977    0.25    0.17    0.34    0.33    0.17
 1978    0.02   -0.03    0.32   -0.06   -0.17
 1979    0.20   -0.04    0.49    0.18    0.16
 1980    0.04   -0.27    0.25    0.08    0.10
 1981    0.20    0.15    0.37    0.20    0.06
 1982   -0.24   -0.14    0.03   -0.46   -0.38
 1983   -0.12   -0.17   -0.13   -0.10   -0.06
 1984   -0.12    0.06   -0.33    0.03   -0.26
 1985   -0.03   -0.15    0.17   -0.15    0.02
 1986   -0.08    0.21   -0.12   -0.17   -0.23
 1987   -0.11   -0.26    0.12   -0.16   -0.12
 1988    0.13   -0.19    0.30    0.17    0.22
 1989    0.33    0.17    0.63    0.24    0.30
 1990    0.09    0.26   -0.29    0.10    0.29
 1991    0.54    1.12    0.54    0.23    0.29
 1992   -0.15   -0.08   -0.34    0.14   -0.32
 1993   -0.45   -0.94   -0.95   -0.22    0.32
 1994    0.05    0.47    0.22   -0.16   -0.35
 1995   -0.14   -0.31   -0.75    0.06    0.45
 1996    0.34    0.62    0.59    0.15   -0.03
 1997   -0.20   -0.38   -0.72    0.08    0.22
 1998    0.06    0.06    0.02    0.04    0.15
 1999    0.04   -0.12    0.26    0.18   -0.16
 2000    0.44    0.42    0.79    0.38    0.18
Projections under SRES A2 scenario
 2000     NaN     NaN     NaN     NaN     NaN
 2001     NaN     NaN    0.43    0.64    0.50
 2002    0.48    0.40    0.79    0.36    0.36
 2003    0.28    0.24   -0.06    0.51    0.44
 2004    0.36    0.33    0.25    0.22    0.62
 2005    0.55    0.71    0.75    0.43    0.31
 2006    0.22   -0.00    0.10    0.34    0.43
 2007    0.39    0.46    0.51    0.14    0.45
 2008    0.26   -0.08   -0.08    0.48    0.71
 2009    0.32    0.64    0.33    0.17    0.16
 2010    0.29    0.21    0.25    0.24    0.46
 2011    0.92    0.96    1.25    0.70    0.77
 2012    0.74    1.17    0.50    0.57    0.70
 2013    0.67    0.77    0.72    0.64    0.56
 2014    0.67    0.61    0.99    0.76    0.34
 2015    0.35    0.39    0.13    0.29    0.59
 2016    0.76    0.90    0.98    0.65    0.53
 2017    0.55    0.52    0.31    0.58    0.79
 2018    0.57    0.71    0.89    0.48    0.19
 2019    0.48    0.54    0.14    0.64    0.59
 2020    0.75    0.50    0.83    0.75    0.91
 2021    0.84    1.07    1.00    0.70    0.61
 2022    0.45    0.46    0.31    0.54    0.49
 2023    0.75    0.84    0.80    0.62    0.73
 2024    0.71    0.48    0.81    0.74    0.80
 2025    0.97    0.86    1.21    0.87    0.95
 2026    0.69    0.70    0.44    0.65    0.97
 2027    0.82    0.85    0.98    0.83    0.61
 2028    0.41    0.14    0.31    0.30    0.90
 2029    1.01    1.61    1.33    0.56    0.51
 2030    0.41    0.34   -0.07    0.61    0.78
 2031    1.16    1.46    1.65    0.98    0.57
