Mean monthly rainfall (mm) - Model Simulations
Refer to Accompanying Documentation
NaN indicates insufficient data is available
Model Climatology 1970-1999
 Year  Annual     NDJ     FMA     MJJ     ASO
        182.6   128.3   134.7   272.8   194.6
Timeseries in anomalies relative to 1970-1999 mean (mm per month)
20th Century Model Run
 1960    5.33  -45.79    9.15   -6.19   -6.18
 1961   14.46   28.68   -0.08   24.84    4.40
 1962  -11.14    2.69  -13.33  -37.18    3.27
 1963    0.76    8.95  -16.56   22.72  -12.09
 1964    8.14  -13.56   30.57   -1.54   17.09
 1965   -4.71   -8.98   -0.31  -20.72   11.16
 1966   -5.54   -4.54   -7.43   15.27  -25.45
 1967    2.34   -8.08   17.99  -16.83   16.27
 1968    5.39  -38.20    1.71   32.39   25.67
 1969    6.61    5.29   -0.10    6.93   14.31
 1970    1.56  -11.15  -22.57   47.13   -7.17
 1971   21.30    2.84  -18.83   88.16   13.03
 1972   -4.57    7.79    4.04    2.44  -32.56
 1973   -1.32   -2.24    1.44   -3.58   -0.90
 1974   11.40   24.99   16.14   -4.91    9.37
 1975   -6.82  -24.81    8.61   -9.58   -1.50
 1976  -16.97  -18.69   -8.16  -24.69  -16.35
 1977   19.91   17.93   -2.34   27.45   36.62
 1978   -5.51  -17.88   19.72  -11.53  -12.34
 1979   -4.14    9.17  -12.54  -41.33   28.13
 1980   -2.80   27.02   -6.28  -36.32    4.36
 1981  -11.08  -28.24  -18.55    0.62    1.83
 1982   -2.06    6.13  -23.41   17.15   -8.10
 1983    4.80  -13.96   16.41  -14.61   31.35
 1984   -2.54  -10.56    8.35   -7.91   -0.02
 1985  -13.10  -43.88  -10.16    4.65   -3.01
 1986   17.48  -17.78  -14.91   74.64   27.98
 1987  -14.60  -26.95   -9.28  -19.44   -2.72
 1988  -17.12   14.85   -1.46  -57.05  -24.81
 1989   10.90   16.92    6.16   23.44   -2.91
 1990  -10.82   20.11  -10.90  -15.12  -37.36
 1991   20.69  -16.28   34.29   30.72   34.02
 1992   -6.92   19.33  -20.42  -45.53   18.95
 1993    5.30   35.07   17.84    0.16  -31.88
 1994    1.82  -24.41    9.67    3.22   18.82
 1995  -20.08   -9.10   -5.94  -46.29  -19.00
 1996    7.77   -4.78   38.79   17.35  -20.29
 1997   -4.91    6.34    3.04  -20.35   -8.65
 1998   17.91   60.87  -17.72   13.60   14.87
 1999    4.51    1.35   18.97    7.50   -9.78
 2000   -2.31  -37.29   25.45  -17.35   19.94
Projections under SRES A2 scenario
 2000     NaN     NaN     NaN     NaN     NaN
 2001     NaN     NaN    1.36  -38.29   -9.01
 2002   14.93    8.24   15.04   45.15   -8.73
 2003   13.18   10.36  -12.43   40.98   13.81
 2004   -1.08  -27.05  -21.14   42.76    1.11
 2005    1.96    5.38   18.29    9.17  -24.99
 2006  -11.79   10.84  -20.07  -27.22  -10.71
 2007    3.72   -2.06    5.78    9.14    2.03
 2008    9.42   52.64   -2.01  -10.74   -2.19
 2009    9.33   12.34   18.69   38.36  -32.06
 2010   10.48   38.73  -26.30   41.05  -11.57
 2011    1.66  -16.94    4.95   13.18    5.46
 2012   -0.71   -5.31   27.97  -35.09    9.58
 2013   12.20  -30.76   33.00   28.69   17.85
 2014   -1.89  -14.64   -9.64   45.91  -29.20
 2015  -16.25   12.18  -18.88  -44.14  -14.15
 2016  -15.82   10.09   -7.01  -45.51  -20.83
 2017   -2.27   32.90   -8.92  -28.42   -4.64
 2018  -12.29  -19.49  -14.51  -18.96    3.81
 2019  -19.44  -12.34   -7.43  -40.13  -17.86
 2020   -6.12   41.47    1.08  -50.58  -16.43
 2021   -5.59  -10.90   24.78  -48.69   12.46
 2022  -15.60  -21.04   29.16  -22.64  -47.88
 2023  -20.20  -16.51   18.72  -77.86   -5.14
 2024    6.11   13.91   23.39   -1.59  -11.28
 2025   20.56   19.74   -6.53   48.41   20.61
 2026   -0.07   10.38    1.44  -25.54   13.46
 2027   14.44   19.95   11.95   18.71    7.15
 2028  -16.37  -15.91   23.34  -41.80  -31.09
 2029    2.65  -25.16   33.92   -5.51    7.34
 2030  -10.57    0.72   12.27  -43.18  -12.08
 2031   11.83  -23.33   35.84   44.94  -10.15
 2032   -0.60  -14.57    7.10   12.11   -7.03
 2033   21.80   12.93   -1.03   56.57   18.72
 2034   -6.44  -36.01    6.36    2.20    1.69
 2035   24.83   18.86   37.87   46.21   -3.61
 2036  -10.15   -9.40    2.74  -19.51  -14.41
 2037    4.21   41.66  -11.16    5.00  -18.67
 2038   -4.71    2.43    5.18   -6.72  -19.74
 2039   -9.83  -10.96   13.38  -16.19  -25.54
 2040   11.28   12.50   13.19    5.79   13.62
 2041  -12.20  -10.80   15.69  -46.61   -7.09
 2042  -15.04   -4.90  -13.91  -23.38  -17.95
 2043    1.79  -30.41   28.81  -14.63   23.39
 2044   20.11    1.58   45.19    9.34   24.33
 2045   -1.14  -27.60    2.59   11.27    9.17
 2046   -5.81   -3.93   22.16  -50.67    9.21
 2047   -9.93   32.97   -1.36  -38.16  -33.17
 2048    6.16   15.51   22.33  -16.73    3.53
 2049   -1.17   -8.65  -21.32  -20.11   45.39
 2050   -1.59   22.88   -5.22  -10.92  -13.11
 2051    0.70   20.05   -1.60  -16.67    1.01
 2052    7.92  -20.94   36.38   10.86    5.36
 2053  -12.52  -37.62   -0.82  -35.23   23.58
 2054   11.83   21.59    8.31   18.41   -1.01
 2055   -3.90   -1.92   -3.55  -33.19   23.05
 2056   18.73  -18.07   20.09    3.52   69.41
 2057    0.52    8.92   -9.17    3.72   -1.41
 2058  -14.62  -14.12  -10.68  -20.08  -13.60
 2059   11.61   -3.26   27.57   31.28   -9.14
 2060    4.72  -13.48   -2.63   40.95   -5.94
 2061    2.00    1.59   15.71  -17.30    7.98
 2062    3.75   19.06  -15.45    2.55    8.83
 2063    6.18   40.63  -12.51  -25.55   22.17
 2064   28.46    0.77   20.79   43.93   48.35
 2065   19.51   -3.99   17.94   20.16   43.94
 2066  -19.73  -12.37   -0.20  -87.89   21.53
 2067   11.68  -20.37    0.72   22.67   43.69
 2068   -3.19    5.06   42.40  -27.28  -32.92
 2069  -12.66  -16.31  -21.56  -12.38   -0.41
 2070    4.56   35.93   -8.45  -10.97    1.73
 2071   13.55  -11.77   43.08   10.62   12.26
 2072   18.41   34.09  -24.65   11.53   52.66
 2073   16.78  -20.61   18.83   60.54    8.36
 2074    6.76  -20.13   15.49   29.37    2.30
 2075   12.69   23.44  -12.35   27.94   11.74
 2076   -2.02   -2.84   10.24  -60.37   44.90
 2077   20.50   21.34    4.02   26.23   30.42
 2078   -7.56    1.65   24.44  -51.96   -4.35
 2079  -10.16  -19.87   -1.25  -68.04   48.53
 2080  -14.40   -3.19    9.39  -59.39   -4.43
 2081    2.65    6.16   -9.54   14.89   -0.91
 2082    8.61   -2.24    8.37   16.38   11.95
 2083   -0.42  -11.90   29.27  -47.32   28.27
 2084   13.94   27.77   26.84  -12.00   13.16
 2085    4.28   11.64    7.72    4.12   -6.36
 2086    8.27   -1.76   41.64   -0.11   -6.67
 2087   14.53  -10.47    6.50   47.91   14.18
 2088   -5.14  -59.46    6.15   18.47   14.31
 2089    6.87   13.01   16.64   36.92  -39.10
 2090    0.99  -16.64    5.71  -11.96   26.84
 2091    5.56   -2.55   17.59   40.06  -32.85
 2092  -10.99  -18.60   -4.24  -12.27   -8.85
 2093   12.64   22.39   15.89    4.20    8.08
 2094   18.66  -10.46   17.97   18.44   48.68
 2095   -8.89   -4.50   -8.84  -13.58   -8.64
 2096   -6.45   24.93  -18.07  -23.23   -9.43
 2097   -0.41   -5.20   29.49    6.10  -32.01
 2098   10.30   20.45   -3.08   20.50    3.34
 2099   18.10    9.93    7.43   25.82   29.22
 2100    9.43  -34.58    9.16   50.80   12.32
Projections under SRES A1B scenario
 2000     NaN     NaN     NaN     NaN     NaN
 2001     NaN     NaN    4.56  -62.25   -1.69
 2002   -1.77   -7.79   -6.52   -4.37   11.59
 2003    2.50   37.80   16.78  -58.49   13.90
 2004    4.05   30.97   27.66   -8.09  -34.34
 2005  -11.45  -28.67  -19.88   -2.15    4.91
 2006   -0.99  -30.24    9.57   -7.70   24.40
 2007   -7.82  -21.51   -4.33  -16.34   10.91
 2008    1.10   -2.11  -20.13   33.91   -7.28
 2009   12.21   27.29    0.00   23.98   -2.44
 2010  -19.61   -0.75    4.41  -49.32  -32.77
 2011    3.63   10.77   -9.05   13.47   -0.68
 2012   25.97   -6.22    3.25   70.91   35.95
 2013    2.59  -20.97    1.83   45.03  -15.52
 2014   16.73  -13.56   33.72   40.55    6.21
 2015    8.11  -15.26    5.97   28.68   13.06
 2016   21.06    7.12   28.73   25.73   22.68
 2017   -3.25   -2.44    0.61  -12.28    1.12
 2018   -2.56  -21.48   -0.34   26.74  -15.15
 2019  -13.00  -29.00   11.58  -10.88  -23.71
 2020   17.60   -1.66   38.47   23.87    9.72
 2021   -7.89  -32.64    5.62  -13.40    8.85
 2022   -0.34   -7.45   -9.64   12.11    3.63
 2023    8.05   -9.76    4.40   35.80    1.78
 2024    0.30   -2.64   73.40  -28.02  -41.54
 2025   -6.16  -28.42   20.55   -0.52  -16.26
 2026    3.68   27.26   -8.69   -9.75    5.88
 2027   24.38   47.59   10.55   27.74   11.65
 2028   -4.29  -29.31    7.17   13.81   -8.82
 2029    7.22   -0.07   26.25    2.74   -0.03
 2030   -9.64  -10.10   22.17  -24.82  -25.82
 2031   -5.33  -13.71    6.04   -4.08   -9.57
 2032  -10.84  -35.31    2.73    2.40  -13.19
 2033   -1.68  -38.45   17.11   26.49  -11.87
 2034   -0.77   23.45   -0.62   -2.22  -23.70
 2035    2.41   -3.79  -13.89   12.55   14.76
 2036   -5.80  -18.81    3.75  -12.32    4.20
 2037    5.64   11.19   16.20   -5.29    0.44
 2038   -7.18   13.13   26.74  -45.35  -23.25
 2039   12.86  -29.03   73.66   22.21  -15.39
 2040    2.67   -2.80   22.00   22.58  -31.09
 2041  -16.30   -6.95  -17.08  -50.91    9.74
 2042    9.09    3.90   22.35   23.07  -12.98
 2043  -13.39  -43.33   15.92  -20.79   -5.36
 2044   -4.67   -3.46    0.35  -11.46   -4.09
 2045   -1.62  -15.37   -2.72   41.23  -29.60
 2046    0.39  -33.40    4.21  -22.94   53.70
 2047    4.05  -21.24  -11.14   40.60    7.98
 2048  -17.63  -23.44  -19.42   -7.86  -19.78
 2049    0.27  -26.46   13.96    6.90    6.66
 2050  -12.10  -25.39   33.30  -80.32   24.00
 2051    0.44  -23.44    7.19    1.73   16.26
 2052  -19.90  -30.46    4.37  -20.20  -33.32
 2053   13.11  -26.07    8.46   30.74   39.28
 2054   -4.37  -18.48   60.95  -49.96  -10.02
 2055   -2.70  -43.87  -18.00   62.36  -11.28
 2056   -0.29   33.81  -37.89  -19.14   22.05
 2057   19.57   -0.84   18.25   28.28   32.58
 2058    8.01  -13.55   31.24    5.90    8.46
 2059   -2.99   -3.82   -7.75    0.01   -0.42
 2060    2.48   10.44   15.33  -36.50   20.65
 2061   25.00    5.27   -2.92   73.38   24.28
 2062   18.97   20.31    1.07   47.01    7.47
 2063   -3.30    4.38   30.81  -25.43  -22.97
 2064    8.52  -25.84   17.05   11.31   31.56
 2065   14.11   20.08   14.33   18.55    3.48
 2066   17.85   11.43   -4.22   40.57   23.62
 2067    2.87   -3.13   16.89   22.96  -25.25
 2068   10.12   17.65   15.81   21.24  -14.23
 2069   -1.22   -8.76   15.74  -27.67   15.81
 2070   -3.65   -5.97  -10.60    4.38   -2.41
 2071   10.80    8.06   31.39   -4.80    8.53
 2072   -5.34  -46.17   -2.27   35.53   -8.44
 2073   31.03    0.20   54.88   58.56   10.49
 2074    9.42   26.27    2.31    1.34    7.76
 2075    5.62    4.45  -25.19    5.28   37.92
 2076    2.53  -17.61    2.01   22.53    3.17
 2077   -1.36   -7.84   -4.02  -18.06   24.46
 2078  -10.29   11.58    1.60  -41.09  -13.28
 2079   10.77    7.91   15.08  -18.67   38.78
 2080   -4.64  -22.62   39.22  -17.02  -18.13
 2081   24.29   33.32   -7.68   35.70   35.84
 2082    3.92  -21.54   18.82   -1.08   19.48
 2083   26.01   21.14   32.64   14.05   36.22
 2084    8.24  -12.88   35.93  -14.45   24.38
 2085   16.04   46.13   -3.84   44.33  -22.44
 2086    5.88  -21.36   31.56   29.74  -16.42
 2087   12.53   11.03   21.46    3.53   14.10
 2088   10.70  -22.94    4.31   48.60   12.83
 2089  -17.89  -17.01  -19.63  -65.77   30.87
 2090  -19.17  -13.09  -27.39  -17.89  -18.29
 2091   29.97   73.30   10.72    9.81   26.04
 2092   -6.34  -53.40  -30.50   18.06   40.50
 2093   -9.61  -25.31  -11.85  -25.62   24.35
 2094    3.63   12.66  -12.86   17.09   -2.34
 2095   26.34   -0.50   67.82   42.66   -4.62
 2096   18.26    1.29   -8.85   45.85   34.75
 2097    9.43  -30.07   -3.11   62.11    8.78
 2098    7.28   -2.78   -5.06   39.30   -2.36
 2099   48.55   41.65   27.55  101.82   23.16
 2100   12.10    2.01   35.15  -19.07   30.29
Projections under SRES B1 scenario
 2000     NaN     NaN     NaN     NaN     NaN
 2001     NaN     NaN   66.58  -50.27  -11.01
 2002   18.80    5.34   -7.31   40.62   36.58
 2003   -6.02   -3.49   -3.87  -32.74   16.03
 2004   -5.91  -19.80   20.72    3.16  -27.71
 2005   18.90   17.29   -0.80   46.57   12.56
 2006   10.82    1.66   20.18   26.47   -5.03
 2007   10.32   58.44   32.64  -24.72  -25.10
 2008   -1.51    8.74   11.80    4.60  -31.16
 2009    3.68  -15.03   -3.16   17.25   15.66
 2010   20.94    9.65    6.76   23.34   44.00
 2011   21.89   64.52   -9.40   14.65   17.81
 2012   12.02   -5.30   32.64   11.61    9.11
 2013  -18.14  -65.85   18.41   -0.60  -24.53
 2014  -27.26  -27.13  -11.69  -22.54  -47.69
 2015  -13.34   -5.06    2.91  -37.44  -13.74
 2016  -12.45  -14.15  -11.67  -11.26  -12.72
 2017   -7.53   10.91   21.20  -52.58   -9.66
 2018    7.51    8.91  -21.14   23.73   18.55
 2019   -3.25   19.44   28.17  -42.60  -18.01
 2020    6.40   20.68    7.87  -11.64    8.70
