Mean temperature (Degrees C) - Model Simulations
Refer to Accompanying Documentation
NaN indicates insufficient data is available
Model Climatology 1970-1999
       Annual     NDJ     FMA     MJJ     ASO
        26.42   26.29   27.16   26.33   25.90
Timeseries in Anomalies relative to 1970-1999 mean (Degrees C)
 Year  Annual     NDJ     FMA     MJJ     ASO
20th Century Model Run
 1960    0.09   -0.09    0.26   -0.12    0.10
 1961   -0.15   -0.10    0.01   -0.19   -0.29
 1962   -0.43   -0.27   -0.55   -0.36   -0.54
 1963   -0.52   -0.81   -0.58   -0.34   -0.36
 1964   -0.24   -0.44   -0.01   -0.16   -0.37
 1965   -0.35   -0.47   -0.27   -0.19   -0.48
 1966   -0.24   -0.37   -0.35   -0.37    0.14
 1967    0.03   -0.05    0.13    0.05    0.01
 1968   -0.31    0.01   -0.32   -0.44   -0.51
 1969   -1.02   -1.11   -0.93   -0.80   -1.25
 1970   -0.58   -0.96   -0.64   -0.27   -0.44
 1971   -0.13   -0.09   -0.17   -0.25   -0.02
 1972    0.05   -0.14    0.07    0.25    0.03
 1973   -0.27   -0.29   -0.10   -0.22   -0.48
 1974   -0.53   -0.63   -0.72   -0.49   -0.27
 1975   -0.39   -0.44   -0.47   -0.51   -0.12
 1976   -0.05   -0.01   -0.17   -0.09    0.08
 1977    0.11    0.16    0.05   -0.07    0.30
 1978    0.17    0.50    0.36   -0.30    0.13
 1979   -0.05    0.05   -0.04   -0.28    0.09
 1980    0.45    0.35    0.62    0.58    0.26
 1981   -0.10    0.09   -0.03   -0.28   -0.17
 1982    0.00   -0.03    0.10   -0.25    0.20
 1983    0.49    0.49    0.84    0.67   -0.03
 1984   -0.12   -0.09   -0.22   -0.15   -0.03
 1985   -0.04    0.27   -0.05   -0.16   -0.20
 1986   -0.12    0.16   -0.29   -0.33   -0.01
 1987   -0.07    0.06   -0.10   -0.15   -0.11
 1988    0.18    0.16   -0.02    0.20    0.37
 1989    0.15    0.36    0.38    0.16   -0.29
 1990   -0.28   -0.46   -0.28   -0.32   -0.06
 1991    0.48    0.27    0.41    0.70    0.52
 1992   -0.07    0.33   -0.08    0.05   -0.56
 1993   -0.30   -0.53   -0.25    0.05   -0.47
 1994    0.07   -0.41    0.02    0.42    0.25
 1995    0.11    0.45   -0.02   -0.18    0.20
 1996   -0.12   -0.18   -0.16    0.02   -0.18
 1997    0.25   -0.05   -0.01    0.45    0.63
 1998    0.80    0.95    1.22    0.80    0.23
 1999   -0.10   -0.32   -0.23   -0.04    0.17
 2000     NaN     NaN     NaN     NaN     NaN
Projections under SRES A2 scenario
 2000    0.03    0.53   -0.18   -0.08    0.10
 2001    0.31    0.29    0.14    0.74    0.07
 2002    0.16   -0.23   -0.12    0.58    0.43
 2003    0.72    0.66    0.84    1.04    0.32
 2004    0.20    0.50    0.31    0.11   -0.12
