Mean monthly rainfall (mm) - Model Simulations
Refer to Accompanying Documentation
NaN indicates insufficient data is available
 2049   13.48   36.20   19.42   14.38  -16.06
 2050    7.75  -29.86   41.80   17.80    1.25
 2051    1.98   -6.45    1.96    3.31    9.11
 2052   13.06    2.18   25.19    1.30   23.58
 2053   -3.38   18.80  -46.85   12.04    2.50
 2054   10.10    2.69    3.26   14.38   20.07
 2055   20.45    1.51   26.99   19.16   34.15
 2056    1.25   -5.77    0.95   10.35   -0.54
 2057   14.84   -9.41   17.69   13.07   37.99
 2058   10.37  -31.55    6.10   -9.01   75.95
 2059   11.16   43.57   35.60   -0.40  -34.12
 2060    6.22  -14.07   -4.98   31.16   12.75
 2061   36.82   79.65   28.13   26.88   12.64
 2062  -32.29   25.09  -41.46  -13.49  -99.29
 2063    0.60    0.69  -16.62   11.48    6.84
 2064   31.76   35.08   62.85   -6.81   35.93
 2065   13.24   38.27   37.24   -3.10  -19.44
 2066   18.93  -21.46   22.90   48.65   25.61
 2067    2.70   -4.44   29.72  -15.69    1.20
 2068  -13.97  -21.88   -0.37   -9.12  -24.53
 2069   11.93    7.29   17.90    4.52   18.01
 2070  -12.64   36.88  -27.33  -21.80  -38.31
 2071   18.89   50.54   -8.97   -1.65   35.62
 2072  -33.11   37.26   48.28  -79.40 -138.59
 2073   17.65  -21.39   34.49   50.15    7.36
 2074   37.53   71.41   50.31    9.17   19.25
 2075    7.16   73.66  -42.90   14.38  -16.49
 2076  -40.36  -33.75  -26.41  -41.67  -59.61
 2077   31.91   50.25   16.82   34.05   26.53
 2078   10.12   20.49   34.54   19.53  -34.08
 2079   -7.76    0.22   15.03  -20.40  -25.88
 2080   16.08   45.65    3.70   55.60  -40.64
 2081   23.78   38.42   12.29   23.73   20.70
 2082   22.93   44.61   19.66   58.47  -31.00
 2083   37.65   95.15   37.62    8.76    9.08
 2084  -14.74   12.63  -22.62   -8.02  -40.94
 2085   -6.47   26.38    0.99   13.28  -66.54
 2086   23.93   53.24   37.23   17.40  -12.15
 2087   -0.94    1.05  -14.88   28.14  -18.09
 2088   30.89   52.72   -8.11   23.25   55.72
 2089   -3.20   -9.94  -15.00   11.82    0.34
 2090   -0.91   21.07   28.20   29.39  -82.30
 2091  -19.77   13.52   -9.18  -28.94  -54.47
 2092   -9.28  -19.73   46.71    1.51  -65.60
 2093  -20.94   60.87  -18.25   -1.31 -125.08
 2094   -3.36   47.99   12.24  -12.40  -61.27
 2095    9.61   29.70   56.60  -16.25  -31.60
 2096   21.83   11.01   29.83   55.10   -8.62
 2097  -35.17    3.48  -13.75    0.89 -131.31
 2098  -34.81    5.74  -21.23  -19.24 -104.49
 2099  -23.21  -13.94  -10.16  -18.21  -50.53
 2100     NaN     NaN     NaN     NaN     NaN
Projections under SRES A1B scenario
 2000  -14.36  -68.12   -9.41  -23.28  -33.56
 2001    2.07    8.30    2.72   -4.27    1.53
 2002    3.83   22.19  -21.65  -12.05   26.82
 2003   13.80   -2.58   31.62    8.59   17.56
 2004   20.30   40.50    9.62   -1.55   32.62
 2005   -2.38  -21.03   29.72  -12.53   -5.66
 2006   -4.76   43.83  -47.60    2.40  -17.67
 2007   27.79   25.12   55.78  -19.72   49.97
 2008    8.63    6.09   25.24    4.70   -1.50
 2009   20.54  -14.52   53.37   22.16   21.15
 2010  -10.30  -26.68  -23.01   17.77   -9.27
 2011    3.08  -20.60    8.38  -15.70   40.24
 2012   17.89   14.63   17.23   30.28    9.43
 2013   28.07   38.07    6.97   23.55   43.67
 2014   16.53   16.47   27.73    8.76   13.18
 2015  -21.53  -34.27    0.43  -21.91  -30.36
 2016   -8.12    2.05   -8.32   36.79  -62.98
 2017  -10.05  -26.45    0.46   -3.72  -10.49
 2018   17.11   13.35   -6.13   73.61  -12.41
 2019  -22.66  -45.74   -6.82  -36.28   -1.79
 2020  -14.49  -21.90  -22.23   11.87  -25.69
 2021   13.76   63.35  -17.80  -14.02   23.51
 2022   16.65   40.12   -1.08   -3.98   31.53
 2023  -23.65   -6.25  -33.73    7.62  -62.21
 2024    7.53   82.28  -11.52  -28.30  -12.32
 2025   25.02   45.62   18.64   -5.79   41.60
 2026    5.51   40.73  -16.75    9.49  -11.43
 2027   16.75   28.20   37.11   11.32   -9.62
 2028   12.56    0.23   10.44   36.50    3.07
 2029    1.13    5.06    0.34    8.27   -9.15
 2030    7.93   31.64  -41.60   30.92   10.74
 2031    3.99  -19.12   16.71    7.99   10.38
 2032  -19.93   -0.24  -45.58  -35.27    1.36
 2033   28.88   44.12   34.02   17.16   20.23
 2034   41.92   43.06   68.48    9.24   46.90
 2035    9.97   24.71   17.22  -23.28   21.24
 2036    2.99   -3.30    6.33   -6.72   15.65
 2037   -2.49   25.70  -16.00   -5.17  -14.48
 2038   -5.96  -16.64   13.57  -47.50   26.76
 2039    0.64  -10.27   18.54  -31.97   26.25
 2040   -3.47    9.27  -28.05   27.66  -22.77
 2041   24.51   20.36   50.74  -31.00   57.95
 2042    5.88  -26.81   68.98  -27.18    8.55
 2043   -1.81  -23.15   14.32   21.19  -19.59
 2044  -24.34  -15.31   -0.56  -63.03  -18.47
 2045   23.14   47.63   30.73   -3.96   18.16
 2046  -17.77  -37.14  -53.29   42.06  -22.70
 2047    9.40   33.45  -45.77   23.50   26.40
 2048  -39.32    0.43  -19.46  -36.88 -101.37
 2049   -7.16   10.86   40.05  -12.73  -66.83
 2050  -37.26  -30.57  -10.80  -66.95  -40.70
 2051   -3.14  -52.08   13.22  -15.34   41.65
 2052   -3.00  -24.70  -54.64   39.66   27.69
 2053    8.89   24.11   -1.34   11.31    1.46
 2054  -11.81   -0.36    1.75   15.74  -64.35
 2055    7.76    6.12   35.16    5.00  -15.25
 2056   16.67    5.39    8.95   59.23   -6.91
 2057  -26.52  -24.12  -11.59   -8.78  -61.59
 2058    3.36   86.02  -17.70  -23.60  -31.28
 2059    9.70   -0.35   25.31    6.86    6.96
 2060   -8.83   34.53  -21.59  -29.52  -18.72
 2061  -28.22  -39.30    0.14  -10.27  -63.47
 2062  -24.67   10.78  -50.14   46.61 -105.91
 2063   -4.67   -9.27   31.98  -21.49  -19.90
 2064   24.45   36.13   38.54   20.34    2.78
 2065    1.64   13.81    1.10   24.28  -32.62
 2066   16.55   48.55   15.91   12.97  -11.24
 2067    3.38   18.28   -7.83    1.40    1.67
 2068  -31.63   14.63  -13.60  -21.74 -105.81
 2069    7.77    1.84   -1.59   12.65   18.19
 2070   -0.66    2.81   32.16  -12.19  -25.44
 2071   11.56   -8.43   59.29   11.94  -16.54
 2072   26.50   28.40    1.57   39.87   36.15
 2073  -10.09  -16.16   -1.09  -22.14   -0.97
 2074   16.55   15.81   27.49    3.03   19.85
 2075    4.10   13.57   26.96  -15.24   -8.90
 2076    5.83   21.91  -10.66   39.17  -27.09
 2077  -18.82   17.78    7.73   -5.40  -95.41
 2078   -6.39   23.09  -23.66   -0.06  -24.94
 2079    7.66   22.91    7.33   41.03  -40.64
 2080  -20.22   15.90   -1.70  -37.76  -57.31
 2081    8.85    3.52   47.92  -11.21   -4.84
 2082    4.55  -25.63   -3.20   20.61   26.43
 2083   26.07   39.35   38.01    6.95   19.97
 2084  -17.98  -40.07   25.21   -3.54  -53.50
 2085    1.42   18.55   -1.18  -16.65    4.95
 2086   -4.52  -26.49   16.02   92.25  -99.88
 2087  -11.26  -30.29   12.14   -1.52  -25.39
 2088   16.40   58.91   20.79   11.51  -25.61
 2089   12.60   -7.49    4.51   25.29   28.09
 2090   21.44   32.50   -1.78    0.79   54.26
 2091   31.25   23.15   64.51   29.97    7.36
 2092  -12.92   96.64   12.08   -9.53 -150.86
 2093  -22.55   -2.50  -23.60  -39.90  -24.20
 2094   18.73   34.12   32.33   23.76  -15.28
 2095   38.88   59.49   53.59   24.23   18.22
 2096    7.21   55.35   49.88   12.25  -88.62
 2097   22.53   40.59   36.56    9.38    3.58
 2098   25.94   54.21   -5.73   41.50   13.78
 2099  -31.54  -16.32  -23.81   -8.30  -77.75
 2100    3.46   42.16   40.04  -15.01  -53.36
Projections under SRES B1 scenario
 2000    3.25  -73.91    2.03  -20.24   12.58
 2001   -4.61   -7.11    3.89   22.27  -37.49
 2002    6.92   26.02    0.42  -25.77   27.02
 2003   10.70   33.56   -8.31   11.13    6.42
 2004   26.72   32.22   57.15   24.31   -6.82
 2005   11.59   36.03    3.35  -17.07   24.04
 2006    2.32   23.21   -3.61    8.37  -18.68
 2007   -6.35  -13.04  -21.78    3.95    5.47
 2008   -1.99    4.78   47.90  -28.44  -32.19
 2009    8.14   37.70   22.48  -11.93  -15.71
 2010   -1.79  -12.17    2.80    7.29   -5.06
 2011    8.22   42.06   24.81  -45.86   11.86
 2012   14.30   37.28  -51.80    9.16   62.55
 2013   20.67   -5.25   16.45   50.43   21.05
 2014    8.95   26.58    2.68   -9.41   15.95
 2015    0.37   20.32  -22.50    5.36   -1.71
 2016  -19.51  -33.68  -26.16  -18.78    0.59
 2017    1.55   34.30   -0.66   -2.42  -25.04
 2018   18.29   38.77   17.21    5.18   12.01
 2019   13.52   -2.74   52.94   -3.07    6.96
 2020    3.93   33.67    3.91  -45.81   23.94
 2021    6.48  -33.60   28.50   -0.31   31.34
 2022    0.57    8.14   10.26   -4.87  -11.25
 2023   19.84   19.37    1.56   22.68   35.73
 2024   18.89   28.67  -14.36   28.78   32.46
 2025  -23.32  -11.49  -10.36   30.97 -102.41
 2026  -29.38  -36.31  -33.53  -21.80  -25.88
 2027    4.39   26.66  -24.11  -15.42   30.43
 2028   -8.50   -2.14   -4.26  -51.35   23.74
 2029   23.33   -2.56   13.79   22.67   59.43
 2030   23.83   73.57   18.25   -5.59    9.09
 2031   -8.84    6.29   -5.78    7.62  -43.49
 2032  -30.10  -42.39   35.76  -41.88  -71.86
 2033   -9.48    1.37   15.75  -28.89  -26.16
 2034   20.55   -3.31   40.13   18.01   27.36
 2035  -50.40    6.47  -47.38  -50.32 -110.36
 2036   -0.98   -2.99   15.65   -8.26   -8.30
 2037   -7.93   24.96   13.33  -18.76  -51.25
 2038    3.65  -13.42  -13.40    7.35   34.08
 2039    6.96    3.73   35.90    9.46  -21.24
 2040    4.28    0.57   -2.75   14.84    4.44
 2041   17.36   27.03    2.76   41.54   -1.88
 2042   11.57   32.10    7.76  -14.65   21.06
 2043    8.97    7.35   14.96  -14.41   27.99
 2044   11.63   -2.88  -15.62   34.78   30.24
 2045   -7.26  -12.90  -18.22   23.03  -20.96
 2046   -8.15   11.31   -5.09  -20.94  -17.88
 2047   -4.31   43.47   -9.45  -53.34    2.08
 2048   21.35   31.21   59.85  -24.36   18.71
 2049   21.03   21.61    5.91   -1.12   57.72
 2050    9.39  -18.32   21.90    8.46   25.54
 2051    7.22   20.97  -44.21   14.57   37.56
 2052   24.48   17.17   30.66  -18.46   68.57
 2053   11.39   37.47   14.81    1.62   -8.34
 2054   21.23   30.47   10.46   39.27    4.71
 2055  -31.72   -3.68  -19.06  -28.67  -75.48
 2056   21.31   12.72    9.54   43.98   19.01
 2057  -18.03  -15.96   -7.27   32.93  -81.83
 2058   -6.82    5.86   -6.19  -23.83   -3.12
 2059  -21.65   15.13  -20.08    7.17  -88.81
 2060  -28.05  -27.25  -58.27  -31.66    4.97
 2061    1.44   -1.90    7.02  -24.72   25.35
 2062    6.12    8.14   -1.48   13.05    4.77
 2063  -38.60  -24.54   -6.95  -46.37  -76.53
 2064    2.70   34.34   -6.69  -21.31    4.45
 2065   10.51    6.36    2.30   -4.70   38.08
 2066   31.51   47.63   44.96   -3.25   36.71
 2067  -10.20    8.23  -32.19  -22.35    5.50
 2068   11.10   28.91    0.34   31.46  -16.33
 2069   -2.44   -3.55   31.28  -21.74  -15.77
 2070   -1.72   16.45   -0.39  -18.36   -4.59
 2071   35.22   54.60   15.59   23.39   47.32
 2072   -2.42    9.41   14.43    9.63  -43.16
 2073   -2.23  -25.86    8.28   -3.16   11.84
 2074    2.32   45.71  -27.17  -12.86    3.59
 2075  -11.38   -7.13  -30.22   -2.58   -5.59
 2076    0.45   20.56   12.54  -41.92   10.63
 2077    4.84   53.84   14.80  -31.29  -17.98
 2078   37.91  104.53   11.14   13.30   22.69
 2079   39.95   50.80   59.54   20.38   29.06
 2080   41.59   61.78   72.13  -10.90   43.34
 2081   -4.77  -21.48   -4.77    2.29    4.90
 2082   25.16   50.29   20.69    8.29   21.36
 2083    6.61   52.93  -17.22  -28.34   19.08
 2084   -6.45    8.31    5.48   -3.08  -36.51
 2085  -14.47  -18.44   38.97    6.92  -85.32
 2086   18.96   29.20  -14.79   22.44   39.00
 2087   34.23   51.58   59.86    0.83   24.63
 2088   15.64   40.86    3.33   35.81  -17.45
 2089    8.26   11.68  -18.57   22.14   17.79
 2090    2.04   41.14   16.25  -18.32  -30.89
 2091    1.63   24.25  -15.99   24.37  -26.11
 2092   26.63   21.41   20.84   54.13   10.15
 2093   -7.64  -38.09    1.84   52.86  -47.16
 2094  -21.45   -8.52  -25.21   21.19  -73.26
 2095  -41.34   -0.76  -29.30  -10.57 -124.75
 2096   -6.47  -21.27    6.66   22.52  -33.79
 2097   26.80   47.47   27.09    5.37   27.26
 2098   28.04   -0.03   48.80   56.10    7.28
 2099   20.35   36.86    3.78   39.25    1.50
 2100  -23.15  -48.51  -33.47   27.73  -38.35
