Mean temperature (Degrees C) - Model Simulations
Refer to Accompanying Documentation
NaN indicates insufficient data is available
Model Climatology 1970-1999
       Annual     NDJ     FMA     MJJ     ASO
        25.59   25.47   26.44   25.58   24.85
Timeseries in Anomalies relative to 1970-1999 mean (Degrees C)
 Year  Annual     NDJ     FMA     MJJ     ASO
20th Century Model Run
 1960   -0.31    0.08   -0.40   -0.28   -0.46
 1961    0.03   -0.38    0.11    0.36    0.03
 1962   -0.29    0.05   -0.18   -0.38   -0.63
 1963   -0.90   -0.61   -1.21   -1.00   -0.77
 1964   -0.46   -0.42   -0.50   -0.41   -0.51
 1965   -0.16   -0.01   -0.17   -0.29   -0.17
 1966    0.24    0.15    0.22    0.45    0.14
 1967   -0.05   -0.27    0.17    0.25   -0.36
 1968   -0.92   -0.64   -0.96   -1.18   -0.88
 1969   -0.52   -0.87   -0.57   -0.38   -0.25
 1970    0.47   -0.12    0.78    1.02    0.18
 1971   -0.73   -0.80   -0.84   -0.68   -0.58
 1972   -0.47   -0.49   -0.46   -0.62   -0.30
 1973   -0.35   -0.19   -0.22   -0.38   -0.62
 1974   -0.07   -0.58   -0.35    0.53    0.12
 1975    0.51    0.45    1.22    0.57   -0.18
 1976   -0.62   -0.06   -0.87   -0.86   -0.67
 1977   -0.52   -0.74   -0.70   -0.59   -0.06
 1978    0.15    0.35    0.34    0.08   -0.16
 1979   -0.22   -0.12   -0.34   -0.30   -0.13
 1980   -0.26   -0.17   -0.27   -0.40   -0.20
 1981   -0.41   -0.10   -0.49   -0.61   -0.45
 1982   -0.18   -0.13   -0.34   -0.32    0.09
 1983    0.27   -0.11   -0.00    0.60    0.57
 1984    0.63    0.37    0.88    0.94    0.32
 1985    0.12    0.30    0.41   -0.25    0.01
 1986   -0.30   -0.35   -0.36   -0.39   -0.08
 1987    0.10    0.04    0.09   -0.05    0.33
 1988    0.37    0.59    0.12    0.45    0.31
 1989   -0.10    0.30   -0.12   -0.38   -0.20
 1990   -0.16   -0.18   -0.13   -0.37    0.03
 1991    0.39    0.54    0.27    0.46    0.27
 1992    0.13    0.23    0.26    0.02    0.01
 1993   -0.16   -0.12   -0.21   -0.27   -0.03
 1994    0.52    0.26    0.49    0.70    0.62
 1995    0.21    0.54    0.30    0.06   -0.06
 1996   -0.45   -0.49   -0.83   -0.50    0.02
 1997    0.59    0.24    0.68    0.83    0.61
 1998    0.41    0.38    0.40    0.67    0.18
 1999    0.14    0.17    0.28    0.05    0.06
 2000   -0.07    0.26   -0.38   -0.11   -0.08
Projections under SRES A2 scenario
