Mean monthly rainfall (mm) - Model Simulations
Refer to Accompanying Documentation
NaN indicates insufficient data is available
Model Climatology 1970-1999
 Year  Annual     NDJ     FMA     MJJ     ASO
        114.0   135.7   133.0   104.6    82.9
Timeseries in anomalies relative to 1970-1999 mean (mm per month)
20th Century Model Run
 1960   -1.34   26.32    5.77  -17.85   13.26
 1961  -13.79  -21.62    0.55   -2.45  -31.64
 1962    1.52   19.34    9.02   -7.39  -14.90
 1963   -2.91  -20.53   11.69    3.91   -6.73
 1964  -10.83   11.74  -30.78  -13.57  -10.72
 1965   -7.87   -8.54   -5.00   -7.20  -10.76
 1966    5.12    3.76    0.68   15.47    0.57
 1967    4.40   -5.99   13.90    1.76    7.93
 1968  -22.21  -25.22  -14.31  -26.67  -22.63
 1969   20.05   43.59   29.53   -0.54    7.63
 1970  -13.77  -22.31    4.85  -24.14  -13.46
 1971    3.40   27.73  -19.64   -1.50    7.01
 1972  -18.87  -29.17    0.28  -23.16  -23.41
 1973  -10.03  -12.39   14.83  -16.29  -26.28
 1974    2.69   20.72    6.31    2.51  -18.78
 1975    6.08   -2.66   17.05    4.17    5.75
 1976    7.61   19.73    4.63    2.92    3.15
 1977  -10.96  -27.34  -10.52   -2.05   -3.94
 1978    6.39   23.94   12.46   -4.98   -5.84
 1979   14.26   28.80   16.90    9.92    1.44
 1980   -3.76  -24.45    9.57  -14.28   14.12
 1981   14.11   18.58   22.10  -10.54   26.30
 1982   -2.81  -38.85   -7.06   15.89   18.79
 1983   -9.88  -29.03   -3.98    0.16   -6.64
 1984    2.50    9.38    3.07    0.31   -2.78
 1985   -0.36  -11.00    6.33    0.34    2.90
 1986    7.83   15.58    4.84   -1.82   12.73
 1987    2.39   17.65   -8.41    1.96   -1.63
 1988   -4.88    0.92  -16.52   -8.78    4.86
 1989  -18.09  -20.81  -37.47   13.86  -27.95
 1990    6.23   -2.00   -7.40   19.15   15.16
 1991   -2.59  -28.54   -2.85   13.66    7.39
 1992    5.63   23.69   -6.45   -2.21    7.49
 1993   -2.36    8.47   -6.23   -2.07   -9.61
 1994   -0.32   -2.83  -27.60    7.28   21.89
 1995   10.30   23.39   12.80    5.63   -0.63
