Mean temperature (Degrees C) - Model Simulations
Refer to Accompanying Documentation
NaN indicates insufficient data is available
Model Climatology 1970-1999
       Annual     NDJ     FMA     MJJ     ASO
        24.46   23.94   25.13   24.56   24.18
Timeseries in Anomalies relative to 1970-1999 mean (Degrees C)
 Year  Annual     NDJ     FMA     MJJ     ASO
20th Century Model Run
 1960   -0.77   -0.84   -0.69   -0.77   -1.16
 1961   -0.72   -0.76   -0.70   -0.63   -0.78
 1962   -0.64   -0.53   -0.60   -0.89   -0.53
 1963   -0.62   -0.58   -0.69   -0.54   -0.66
 1964   -0.56   -0.51   -0.61   -0.74   -0.38
 1965   -0.80   -0.71   -0.59   -0.93   -0.96
 1966   -0.63   -0.67   -0.64   -0.47   -0.75
 1967   -0.60   -0.66   -0.77   -0.48   -0.51
 1968   -0.52   -0.60   -0.50   -0.41   -0.58
 1969   -0.35   -0.30   -0.28   -0.22   -0.59
 1970   -0.38   -0.56   -0.41   -0.27   -0.29
 1971   -0.41   -0.51   -0.46   -0.21   -0.44
 1972   -0.45   -0.65   -0.30   -0.29   -0.55
 1973   -0.29   -0.23   -0.30   -0.41   -0.23
 1974   -0.33   -0.30   -0.57   -0.25   -0.19
 1975   -0.28   -0.13   -0.33   -0.47   -0.17
 1976   -0.09   -0.00   -0.08   -0.09   -0.18
 1977   -0.23   -0.41   -0.24   -0.15   -0.13
 1978   -0.08    0.00   -0.18   -0.14   -0.01
 1979   -0.11    0.09   -0.01   -0.28   -0.25
 1980   -0.28   -0.23   -0.12   -0.43   -0.35
 1981   -0.14   -0.15   -0.25   -0.05   -0.12
 1982    0.03    0.07    0.20   -0.04   -0.10
 1983   -0.01    0.04   -0.17    0.02    0.07
 1984   -0.19   -0.13   -0.34    0.09   -0.39
 1985   -0.09   -0.15   -0.13   -0.10    0.01
 1986   -0.16   -0.15   -0.36   -0.11   -0.01
 1987    0.17    0.11    0.30    0.07    0.21
 1988    0.22    0.16    0.33    0.09    0.30
 1989    0.18    0.20    0.15    0.26    0.10
 1990    0.34    0.40    0.40    0.53    0.03
 1991    0.14    0.12    0.34   -0.19    0.30
 1992    0.24    0.28    0.40    0.15    0.13
 1993    0.11    0.24    0.28    0.15   -0.22
 1994    0.17   -0.02    0.15    0.21    0.33
 1995    0.44    0.31    0.53    0.53    0.38
 1996    0.40    0.33    0.35    0.51    0.39
 1997    0.46    0.50    0.39    0.42    0.50
 1998    0.25    0.37    0.26    0.21    0.17
 1999    0.38    0.41    0.19    0.24    0.69
 2000    0.65    0.48    0.75    0.85    0.52
Projections under SRES A2 scenario
 2000     NaN     NaN     NaN     NaN     NaN
 2001     NaN     NaN    0.27    0.56    0.42
 2002    0.37    0.30    0.62    0.27    0.28
 2003    0.48    0.36    0.46    0.52    0.57
 2004    0.19    0.35    0.14    0.18    0.10
 2005    0.47    0.34    0.62    0.31    0.61
 2006    0.50    0.48    0.71    0.34    0.48
 2007    0.84    0.90    0.83    0.61    1.01
 2008    0.78    0.98    0.58    0.81    0.77
 2009    0.53    0.67    0.56    0.59    0.29
 2010    0.54    0.60    0.57    0.47    0.50
 2011    0.59    0.61    0.56    0.66    0.53
 2012    0.46    0.60    0.66    0.26    0.34
 2013    0.54    0.32    0.52    0.66    0.65
 2014    0.78    0.79    0.94    0.81    0.58
 2015    0.85    0.90    0.71    0.97    0.80
 2016    0.84    0.99    1.00    0.58    0.76
 2017    0.79    0.61    0.72    0.72    1.12
 2018    0.84    0.92    1.00    0.79    0.67
 2019    1.00    0.97    1.09    1.06    0.88
 2020    0.94    0.78    0.92    1.04    1.04
 2021    0.88    0.87    1.06    0.96    0.64
 2022    1.00    0.85    0.87    1.01    1.26
 2023    0.72    0.86    0.87    0.56    0.57
 2024    1.01    0.98    0.98    0.87    1.22
 2025    1.09    1.14    1.01    1.06    1.15
 2026    1.19    1.00    1.17    1.37    1.22
 2027    1.21    1.32    1.27    1.07    1.16
 2028    1.24    1.31    1.11    1.36    1.16
 2029    1.16    1.10    0.90    1.12    1.54
 2030    1.27    1.49    1.27    1.14    1.17
 2031    1.26    1.39    1.31    1.37    0.96
 2032    1.26    1.08    1.13    1.47    1.35
 2033    1.04    1.25    1.15    1.19    0.59
 2034    1.29    1.22    1.40    1.13    1.42
 2035    1.53    1.37    1.31    1.69    1.76
 2036    1.33    1.41    1.19    1.36    1.37
 2037    1.38    1.23    1.13    1.38    1.77
 2038    1.31    1.32    1.38    1.22    1.34
 2039    1.63    1.53    1.72    1.55    1.70
 2040    1.57    1.36    1.63    1.50    1.80
 2041    1.59    1.89    1.68    1.41    1.39
 2042    1.69    1.69    1.81    1.70    1.55
 2043    1.49    1.62    1.49    1.42    1.45
 2044    1.58    1.57    1.66    1.56    1.51
 2045    1.52    1.58    1.51    1.41    1.58
 2046    1.65    1.60    1.53    1.63    1.85
 2047    1.65    1.78    1.63    1.59    1.59
 2048    1.64    1.78    1.76    1.39    1.62
 2049    1.71    1.87    1.67    1.66    1.63
 2050    1.91    1.94    1.99    1.87    1.86
 2051    1.80    1.97    1.71    1.64    1.89
 2052    1.80    2.15    1.85    1.47    1.73
 2053    1.82    1.99    1.85    1.71    1.72
 2054    1.87    1.98    1.89    1.73    1.90
 2055    1.81    1.81    1.77    1.72    1.94
 2056    1.86    1.84    1.75    1.92    1.91
 2057    2.01    2.17    2.08    1.91    1.88
 2058    2.08    1.93    2.12    1.96    2.31
 2059    2.26    2.21    2.29    2.28    2.26
 2060    2.29    2.26    2.35    2.32    2.22
 2061    2.09    2.09    2.33    2.13    1.83
 2062    2.17    2.16    2.34    2.27    1.89
 2063    2.31    2.18    2.44    2.61    2.01
 2064    2.36    2.30    2.56    2.42    2.15
 2065    2.46    2.48    2.42    2.54    2.40
 2066    2.34    2.28    2.32    2.43    2.34
 2067    2.40    2.32    2.47    2.39    2.43
 2068    2.41    2.50    2.45    2.19    2.51
 2069    2.55    2.57    2.50    2.61    2.52
 2070    2.69    2.59    2.87    2.54    2.74
 2071    2.66    2.82    2.64    2.89    2.28
 2072    2.70    2.56    2.90    2.69    2.64
 2073    2.68    2.59    2.73    2.59    2.81
 2074    2.84    2.94    2.81    2.76    2.87
 2075    2.94    3.01    2.96    2.87    2.90
 2076    2.93    3.06    3.11    2.67    2.89
 2077    3.13    2.88    3.21    3.30    3.12
 2078    2.91    3.06    2.84    2.87    2.89
 2079    3.01    2.88    2.84    3.17    3.15
 2080    3.03    3.16    2.90    2.87    3.18
 2081    3.20    3.13    3.21    3.43    3.02
 2082    3.26    3.30    3.18    3.35    3.23
 2083    3.38    3.28    3.41    3.68    3.15
 2084    3.16    3.30    3.15    2.98    3.21
 2085    3.41    3.28    3.54    3.58    3.25
 2086    3.35    3.45    3.37    3.21    3.36
 2087    3.23    3.24    3.28    3.27    3.12
 2088    3.16    3.26    3.24    2.97    3.16
 2089    3.52    3.63    3.23    3.53    3.68
 2090    3.51    3.76    3.50    3.54    3.23
 2091    3.68    3.77    3.53    3.76    3.67
 2092    3.60    3.77    3.60    3.34    3.69
 2093    3.70    3.90    3.74    3.68    3.46
 2094    3.62    3.77    3.69    3.57    3.46
 2095    3.93    3.83    4.06    3.98    3.84
 2096    3.93    4.18    3.69    3.93    3.91
 2097    3.95    3.97    3.98    4.22    3.64
 2098    4.10    4.07    4.32    3.94    4.09
 2099    4.03    3.93    3.96    4.11    4.11
 2100    3.93    3.98    4.00    3.87    3.89
Projections under SRES A1B scenario
 2000     NaN     NaN     NaN     NaN     NaN
 2001     NaN     NaN    0.31    0.11    0.21
 2002    0.42    0.24    0.45    0.44    0.55
 2003    0.50    0.40    0.58    0.49    0.53
 2004    0.50    0.60    0.56    0.39    0.46
 2005    0.49    0.48    0.60    0.50    0.39
 2006    0.45    0.37    0.51    0.12    0.81
 2007    0.71    0.79    0.70    0.83    0.52
 2008    0.45    0.63    0.62    0.34    0.20
 2009    0.88    0.65    0.90    1.13    0.83
 2010    0.80    0.66    0.98    0.49    1.07
 2011    0.80    0.86    0.94    0.65    0.73
 2012    0.71    0.74    0.73    0.63    0.73
 2013    1.05    1.23    1.01    0.97    1.00
 2014    0.90    1.02    0.75    0.76    1.08
 2015    0.85    0.77    0.92    0.85    0.86
 2016    0.83    0.84    0.77    0.94    0.76
 2017    0.70    0.66    0.89    0.86    0.38
 2018    0.48    0.80    0.57    0.14    0.43
 2019    0.83    0.85    0.87    0.91    0.67
 2020    0.88    0.67    1.02    0.99    0.85
 2021    0.95    1.00    0.96    0.85    0.99
 2022    0.96    0.91    1.14    0.84    0.94
 2023    1.07    1.22    1.21    0.90    0.94
 2024    1.05    1.07    0.93    1.25    0.96
 2025    1.11    1.28    0.97    1.28    0.92
 2026    0.87    1.06    0.89    0.88    0.64
 2027    0.93    0.93    0.89    0.84    1.04
 2028    1.13    1.16    1.10    1.17    1.09
 2029    1.13    1.19    1.19    1.14    1.00
 2030    1.20    1.21    1.33    1.09    1.16
 2031    1.24    1.29    1.25    1.09    1.33
 2032    1.45    1.40    1.48    1.37    1.56
 2033    1.16    1.45    1.19    1.09    0.92
 2034    1.10    1.28    1.31    0.91    0.89
 2035    1.14    1.30    1.02    1.17    1.09
 2036    1.08    1.07    1.10    0.97    1.18
 2037    1.37    1.19    1.29    1.45    1.54
 2038    1.40    1.47    1.48    1.42    1.22
 2039    1.17    1.43    1.09    1.24    0.92
 2040    1.18    1.12    1.25    1.20    1.13
 2041    1.29    1.19    1.47    1.19    1.33
 2042    1.56    1.43    1.54    1.51    1.75
 2043    1.42    1.58    1.33    1.51    1.25
 2044    1.54    1.48    1.46    1.44    1.78
 2045    1.50    1.56    1.72    1.37    1.35
 2046    1.40    1.60    1.46    1.21    1.35
 2047    1.67    1.76    1.60    1.86    1.47
 2048    1.63    1.74    1.59    1.81    1.39
 2049    1.65    1.70    1.74    1.57    1.58
 2050    1.91    1.77    1.71    2.06    2.09
 2051    1.68    1.76    1.91    1.73    1.32
 2052    1.60    1.87    1.66    1.38    1.48
 2053    1.91    1.93    2.06    1.58    2.08
 2054    1.89    2.02    1.97    1.89    1.69
 2055    1.96    1.99    1.99    1.92    1.97
 2056    1.87    1.99    2.00    1.79    1.72
 2057    1.97    1.79    2.01    2.10    2.00
 2058    1.95    2.05    1.85    1.94    1.94
 2059    2.00    2.17    2.10    1.88    1.85
 2060    1.98    2.11    2.18    1.97    1.67
 2061    2.03    1.89    2.10    2.06    2.06
 2062    2.06    2.17    2.10    2.05    1.94
 2063    1.94    2.08    2.12    1.95    1.63
 2064    2.09    2.05    2.20    2.13    1.99
 2065    2.06    2.15    1.89    2.14    2.04
 2066    2.19    2.03    2.39    2.16    2.17
 2067    2.24    2.04    2.18    2.34    2.38
 2068    2.38    2.56    2.32    2.23    2.42
 2069    2.18    2.26    2.25    2.20    2.01
 2070    2.28    2.42    2.51    1.95    2.24
 2071    2.18    2.24    2.33    1.88    2.28
 2072    2.40    2.39    2.46    2.48    2.28
 2073    2.39    2.38    2.24    2.38    2.56
 2074    2.40    2.41    2.48    2.41    2.31
 2075    2.70    2.56    2.81    2.70    2.72
 2076    2.50    2.54    2.50    2.44    2.53
 2077    2.55    2.42    2.31    2.63    2.81
 2078    2.47    2.65    2.45    2.34    2.46
 2079    2.57    2.69    2.53    2.63    2.43
 2080    2.62    2.48    2.71    2.64    2.63
 2081    2.54    2.62    2.76    2.33    2.44
 2082    2.74    2.79    2.82    2.87    2.47
 2083    2.61    2.74    2.68    2.50    2.54
 2084    2.62    2.79    2.54    2.62    2.56
 2085    2.56    2.68    2.53    2.53    2.50
 2086    2.70    2.56    2.67    2.65    2.91
 2087    2.72    2.80    2.56    2.93    2.58
 2088    2.53    2.70    2.48    2.47    2.47
 2089    2.66    2.68    2.73    2.84    2.38
 2090    2.54    2.52    2.74    2.51    2.38
 2091    2.75    2.96    2.80    2.82    2.43
 2092    2.73    2.80    2.67    2.78    2.67
 2093    2.81    2.92    2.96    2.69    2.66
 2094    3.02    3.05    2.91    2.81    3.30
 2095    2.85    3.12    3.09    2.69    2.50
 2096    2.98    2.84    2.95    3.03    3.09
 2097    3.03    2.96    2.92    3.35    2.88
 2098    2.74    2.80    2.80    2.79    2.55
 2099    2.66    2.81    2.62    2.82    2.37
 2100    2.83    2.78    2.96    2.74    2.84
Projections under SRES B1 scenario
 2000     NaN     NaN     NaN     NaN     NaN
 2001     NaN     NaN    0.53    0.21    0.39
 2002    0.23    0.37    0.42    0.14    0.00
 2003    0.50    0.41    0.57    0.46    0.55
 2004    0.50    0.55    0.75    0.32    0.40
 2005    0.59    0.64    0.84    0.43    0.44
 2006    0.57    0.62    0.58    0.52    0.57
 2007    0.55    0.46    0.75    0.60    0.39
 2008    0.64    0.53    0.60    0.63    0.79
 2009    0.66    0.68    0.81    0.66    0.48
 2010    0.68    0.78    0.81    0.64    0.47
 2011    0.55    0.56    0.53    0.39    0.72
 2012    0.65    0.64    0.73    0.51    0.71
 2013    0.80    0.83    0.93    0.68    0.75
 2014    0.78    0.73    0.79    0.82    0.79
 2015    0.71    0.77    0.56    0.72    0.81
 2016    0.91    0.82    0.85    0.94    1.04
 2017    1.09    1.10    1.02    1.14    1.11
 2018    0.91    0.81    0.86    0.88    1.09
 2019    1.11    1.13    1.02    1.32    0.96
 2020    0.62    0.58    0.55    0.53    0.81
 2021    0.83    0.80    0.88    0.71    0.93
 2022    0.98    0.97    1.04    0.78    1.13
 2023    0.79    0.88    0.84    0.67    0.75
 2024    0.97    0.91    0.96    0.78    1.23
 2025    0.92    0.87    0.95    0.88    0.99
 2026    1.01    1.04    0.92    0.98    1.10
 2027    1.10    1.27    1.04    0.84    1.25
 2028    1.09    0.98    1.22    1.16    1.00
 2029    1.25    1.22    1.14    1.26    1.37
 2030    1.05    1.13    0.80    1.38    0.90
 2031    1.09    1.21    0.95    0.97    1.24
 2032    1.20    1.24    1.17    1.37    1.02
 2033    1.03    1.08    1.12    0.85    1.06
 2034    1.08    1.04    1.09    0.89    1.28
 2035    1.15    1.15    1.31    0.98    1.18
 2036    1.16    1.22    1.19    1.20    1.02
 2037    1.03    1.12    1.01    0.98    1.00
 2038    1.10    1.03    1.17    0.99    1.20
 2039    1.26    1.30    1.34    1.21    1.18
 2040    1.12    1.22    1.17    0.90    1.21
 2041    1.30    1.37    1.27    1.31    1.24
 2042    1.25    1.35    1.25    1.04    1.38
 2043    1.09    1.40    1.00    0.96    1.01
 2044    1.08    1.25    1.28    1.05    0.76
 2045    1.01    1.15    1.16    0.69    1.05
 2046    1.11    1.05    0.96    1.07    1.37
 2047    1.35    1.30    1.37    1.38    1.33
 2048    1.37    1.29    1.36    1.60    1.22
 2049    1.43    1.63    1.48    1.41    1.22
 2050    1.44    1.45    1.38    1.39    1.55
 2051    1.49    1.72    1.50    1.36    1.37
 2052    1.29    1.24    1.40    1.21    1.33
 2053    1.39    1.18    1.52    1.39    1.48
 2054    1.48    1.52    1.62    1.55    1.21
 2055    1.36    1.22    1.44    1.42    1.34
 2056    1.45    1.45    1.36    1.52    1.47
 2057    1.48    1.72    1.55    1.29    1.35
 2058    1.66    1.68    2.00    1.60    1.38
 2059    1.66    1.64    1.64    1.93    1.43
 2060    1.44    1.55    1.44    1.40    1.36
 2061    1.32    1.31    1.35    1.36    1.25
 2062    1.43    1.43    1.48    1.19    1.60
 2063    1.59    1.55    1.76    1.48    1.59
 2064    1.77    1.82    1.69    1.63    1.95
 2065    1.59    1.56    1.74    1.67    1.37
 2066    1.59    1.66    1.75    1.79    1.15
 2067    1.76    1.66    1.81    1.94    1.62
 2068    1.70    1.84    1.87    1.44    1.66
 2069    1.87    1.78    2.03    2.15    1.52
 2070    1.86    1.88    1.92    1.67    1.99
 2071    1.68    2.02    1.88    1.36    1.46
 2072    1.60    1.66    1.64    1.46    1.66
 2073    1.69    1.73    1.61    1.56    1.87
 2074    1.83    2.07    1.81    1.69    1.75
 2075    1.82    1.81    1.81    1.70    1.95
 2076    1.77    1.91    1.78    1.51    1.89
 2077    1.65    1.74    1.71    1.51    1.66
 2078    1.81    1.78    1.84    1.72    1.89
 2079    1.59    1.66    1.63    1.55    1.52
 2080    1.91    1.69    1.94    1.90    2.11
 2081    1.92    1.88    2.06    1.81    1.92
 2082    1.90    1.74    2.05    1.83    1.97
 2083    1.73    1.89    1.73    1.53    1.77
 2084    2.01    1.89    1.97    1.91    2.26
 2085    1.93    1.97    1.91    1.89    1.94
 2086    2.07    1.97    2.22    2.05    2.05
 2087    1.95    2.04    1.91    1.80    2.03
 2088    1.92    1.89    2.20    1.73    1.85
 2089    2.00    1.93    2.13    1.98    1.96
 2090    1.98    1.95    2.00    2.06    1.92
 2091    1.83    1.97    1.78    1.89    1.66
 2092    1.93    1.92    1.81    1.82    2.19
 2093    2.02    2.06    1.80    2.09    2.12
 2094    1.83    1.87    1.75    1.95    1.74
 2095    1.86    1.80    1.89    1.78    1.99
 2096    1.80    1.96    1.79    1.59    1.86
 2097    2.07    1.87    2.05    2.29    2.08
 2098    2.00    2.09    1.75    1.89    2.26
 2099    2.01    2.12    2.07    1.99    1.85
 2100    1.93    1.96    1.92    2.12    1.72
