Mean monthly rainfall (mm) - Model Simulations
Refer to Accompanying Documentation
NaN indicates insufficient data is available
 2067  -24.85  -20.37  -35.61 -105.45  -15.81
 2068  -18.32  -28.31  -36.34  -27.28  -43.20
 2069  -13.26  -23.30  -29.46  -40.19  -21.36
 2070  -25.91  -32.16  -27.33  -74.84  -38.31
 2071  -11.28  -27.29  -42.76  -35.24  -43.61
 2072  -39.39  -40.19  -61.05  -79.40 -138.59
 2073  -30.19  -38.30  -73.58  -23.35  -16.78
 2074  -10.38  -20.13  -33.81  -30.11  -28.42
 2075  -39.60  -41.62  -57.13  -57.79  -58.41
 2076  -40.36  -33.75  -42.23  -60.37  -59.61
 2077  -10.78   -6.55  -39.21  -32.63  -51.56
 2078  -17.82  -28.65  -64.48  -51.96  -39.52
 2079  -25.87  -36.54  -40.43  -68.04  -26.05
 2080  -16.70  -50.31  -46.55  -59.39  -40.64
 2081  -22.69  -52.78  -43.70  -30.23  -22.63
 2082  -21.98  -42.78  -37.35  -52.96  -31.00
 2083  -13.30  -41.37  -42.05  -47.32  -17.47
 2084  -14.74  -58.82  -41.80  -30.23  -40.94
 2085   -9.94  -38.88  -32.53  -21.85  -66.54
 2086  -28.65  -50.54  -39.14  -78.87  -21.40
 2087  -23.26  -57.70  -36.21  -50.55  -58.78
 2088  -15.96  -59.46  -48.52  -48.17   -5.53
 2089  -24.69  -51.07  -55.26   -5.69  -61.50
 2090  -41.31  -33.06  -52.28  -38.02  -82.30
 2091  -39.49  -44.22  -63.73  -54.70  -57.55
 2092  -10.99  -43.31  -21.47  -38.01  -65.60
 2093  -30.30  -38.82  -43.25  -75.11 -125.08
 2094  -18.60  -37.97  -47.78  -46.65  -61.27
 2095  -17.62  -24.87  -31.02  -28.72  -56.13
 2096  -19.71  -57.64  -42.13  -57.98  -20.59
 2097  -35.17  -38.88  -57.60  -60.39 -131.31
 2098  -34.81  -58.33  -50.99  -40.93 -104.49
 2099  -25.18  -38.16  -45.74  -32.15  -73.16
 2100  -34.12  -34.58  -51.83  -54.84  -48.26
Projections under SRES A1B scenario
 2000  -14.36  -75.22   -9.41  -74.20  -33.56
 2001  -16.23  -31.10  -54.87  -62.25  -48.09
 2002   -9.22  -13.41  -21.65  -40.62  -73.06
 2003  -20.58  -46.46  -24.49  -58.49  -25.04
 2004  -50.05  -41.79  -29.88 -107.97  -77.36
 2005  -11.45  -43.55  -45.16  -20.39  -16.19
 2006  -25.89  -49.95  -47.60  -19.01  -79.26
 2007  -19.23  -41.18  -32.69  -22.19  -21.21
 2008  -20.42  -50.90  -86.20  -36.00  -22.11
 2009  -21.20  -40.27  -14.54  -77.96  -32.94
 2010  -19.61  -29.61  -52.27  -55.41  -41.33
 2011  -17.26  -20.60  -20.88  -47.77  -65.25
 2012  -37.03  -45.36  -27.41  -61.97  -50.42
 2013  -12.82  -33.50  -40.15  -23.24  -31.86
 2014  -13.18  -27.57  -17.23  -43.86  -13.21
 2015  -21.53  -34.27  -43.74  -57.60  -36.56
 2016  -18.98  -56.51  -39.14  -23.04  -62.98
 2017  -44.72  -61.58  -53.77  -35.77  -98.27
 2018  -16.39  -46.72  -16.62  -69.26  -45.48
 2019  -23.86  -45.74  -38.83  -36.28  -23.71
 2020  -44.25  -36.54  -41.23  -62.20  -91.07
 2021  -29.84  -32.64  -56.43  -44.65  -92.83
 2022  -45.93  -55.34  -35.51  -65.82  -79.37
 2023  -25.65  -23.10  -33.73  -81.35  -62.21
 2024  -24.30  -46.20  -45.62  -32.52  -63.59
 2025  -18.53  -40.65  -15.60  -59.16  -30.94
 2026  -34.44  -38.98  -49.70  -23.15  -80.91
 2027  -16.78  -26.86  -64.00  -22.56  -55.78
 2028  -17.08  -38.28  -42.03  -40.09  -28.60
 2029  -30.36  -53.29  -43.34  -80.96  -53.73
 2030  -14.74  -51.21  -41.60  -36.74  -25.82
 2031  -26.04  -60.85  -25.75  -51.33  -11.46
 2032  -19.93  -35.31  -45.58  -47.04  -42.54
 2033  -33.21  -38.45  -47.28  -25.36 -140.79
 2034  -26.17  -75.34  -37.17  -44.22  -33.87
 2035  -36.60  -51.95  -70.93  -85.51  -91.43
 2036  -19.00  -25.23  -27.56  -21.33  -30.81
 2037  -19.82  -44.51  -54.87  -51.36  -16.95
 2038  -14.06  -21.07  -50.03  -47.50  -23.25
 2039  -32.39  -29.03  -48.87  -54.77 -103.35
 2040  -20.85  -45.55  -44.26  -46.19  -56.10
 2041  -16.30  -28.31  -39.76  -50.91  -21.32
 2042  -13.11  -26.81  -57.77  -48.84  -12.98
 2043  -13.39  -48.48  -25.56  -20.79  -19.59
 2044  -31.33  -37.06  -52.34  -63.03  -18.47
 2045   -8.52  -33.87  -30.05  -52.01  -29.60
 2046  -22.67  -47.90  -53.29  -31.92  -32.55
 2047  -23.91  -44.64  -45.77  -37.15  -39.60
 2048  -39.32  -31.27  -47.72  -50.94 -101.37
 2049  -14.18  -34.68  -42.37  -28.04  -66.83
 2050  -37.26  -40.44  -36.29  -80.32  -49.96
 2051  -19.59  -52.08  -29.87  -44.27  -19.31
 2052  -34.67  -35.49  -64.03  -72.58  -33.32
 2053  -24.00  -42.90  -30.04  -35.03  -18.11
 2054  -32.95  -49.61  -63.02  -57.69  -64.35
 2055  -36.13  -43.87  -35.63  -44.84  -85.22
 2056  -52.77  -65.51  -43.74  -60.85  -98.07
 2057  -26.52  -24.12  -32.54  -19.65  -61.59
 2058  -19.92  -15.77  -66.08  -50.50  -31.28
 2059  -31.29  -42.41  -57.32  -46.25  -42.36
 2060  -12.17  -36.60  -21.59  -61.64  -19.96
 2061  -28.22  -39.30  -25.35  -29.61  -63.47
 2062  -24.67  -32.59  -50.14 -115.73 -105.91
 2063  -41.62  -70.38  -40.03  -70.47  -22.97
 2064  -34.90  -44.76  -43.04  -29.74  -56.14
 2065  -18.79  -36.00  -33.88  -72.50  -32.62
 2066  -19.35  -33.09  -51.31  -27.07  -19.67
 2067  -24.30  -37.38  -51.69  -56.52  -25.25
 2068  -31.63  -21.46  -25.32  -40.78 -105.81
 2069  -26.67  -36.98  -32.00  -37.94  -53.29
 2070  -15.07  -41.02  -24.43  -20.47  -25.44
 2071  -36.72  -49.43  -62.68  -30.59  -42.63
 2072  -15.00  -46.17  -43.19  -39.14  -11.94
 2073  -13.03  -46.46  -23.81  -46.16  -14.16
 2074  -27.91  -37.31  -45.90  -53.37  -74.45
 2075  -13.41  -29.05  -27.57  -15.24  -39.47
 2076  -13.80  -39.40  -23.31  -31.99  -27.09
 2077  -18.82  -29.20  -45.51  -29.07  -95.41
 2078  -29.08  -23.31  -35.85  -61.79  -33.89
 2079  -21.45  -41.05  -45.31  -38.74  -40.64
 2080  -20.22  -39.97  -41.88  -37.76  -57.31
 2081  -20.04  -60.18  -38.54  -16.58   -4.84
 2082  -16.87  -28.56  -50.37  -52.90  -19.14
 2083  -15.30  -36.22  -36.72  -51.66  -31.07
 2084  -17.98  -40.07  -56.82  -40.18  -78.70
 2085  -19.98  -30.02  -50.26  -43.84  -22.44
 2086  -22.34  -26.49  -50.62  -37.31  -99.88
 2087  -16.44  -30.29  -36.44  -28.39  -25.39
 2088  -15.36  -45.66  -41.23  -55.92  -39.29
 2089  -21.12  -40.48  -26.97  -65.77  -17.10
 2090  -31.18  -49.81  -42.45  -40.97  -70.32
 2091  -27.31  -50.33  -49.26  -37.78  -12.57
 2092  -39.55  -74.11  -57.91  -92.21 -150.86
 2093  -31.03  -25.31  -56.47  -75.45  -31.92
 2094  -52.12  -56.82  -69.62  -62.35  -56.73
 2095  -17.88  -35.43  -44.80  -27.51  -12.68
 2096  -22.06  -49.17  -28.11  -54.56  -88.62
 2097  -15.75  -31.33  -48.42  -37.22  -35.52
 2098  -20.72  -58.46  -29.73  -44.64  -32.33
 2099  -31.54  -46.34  -41.38  -60.64  -77.75
 2100  -30.06  -44.49  -49.01  -91.67  -53.36
Projections under SRES B1 scenario
 2000   -7.50  -73.91  -11.10  -74.20  -12.32
 2001  -13.74   -7.11  -49.36  -50.27  -58.22
 2002  -27.88  -41.86  -28.87  -34.79  -38.03
 2003  -18.60  -28.75  -74.05  -32.74  -36.38
 2004  -48.25  -38.23  -64.94  -71.21 -103.17
 2005  -28.14  -44.80  -42.66  -45.14  -62.81
 2006  -16.84  -51.19  -43.51  -33.24  -63.58
 2007  -17.66  -19.17  -38.59  -40.99  -77.30
 2008  -35.50  -31.97  -43.63  -51.52 -105.14
 2009  -12.94  -33.75  -20.82  -41.05  -68.33
 2010  -17.35  -33.31  -35.72  -35.78  -39.70
 2011  -26.62  -45.48  -32.56  -45.86  -38.96
 2012  -12.24  -27.85  -51.80  -46.07  -16.07
 2013  -30.07  -65.85  -32.56  -48.83  -29.62
 2014  -27.26  -27.13  -44.77  -22.54  -47.69
 2015  -32.72  -31.42  -37.03  -39.57  -47.62
 2016  -19.51  -42.84  -26.16  -46.74  -51.29
 2017  -33.01  -46.31  -31.83  -52.58  -63.22
 2018  -30.69  -42.09  -35.74  -84.41  -26.68
 2019  -26.67  -41.73  -49.45  -43.09  -50.20
 2020  -22.00  -88.55  -20.43  -45.81  -29.35
 2021   -7.94  -33.60  -35.65  -67.52   -8.93
 2022  -25.00  -42.27  -19.95  -38.86  -66.04
 2023  -19.11  -30.59  -36.01  -75.94  -35.59
 2024  -19.08  -41.57  -14.36  -47.01  -63.80
 2025  -23.32  -39.16  -19.90  -34.50 -102.41
 2026  -29.38  -36.31  -33.53  -30.40  -38.94
 2027  -21.45  -43.83  -34.54  -27.21  -42.67
 2028  -34.44  -44.23  -40.96  -51.61  -21.65
 2029  -34.33  -35.20  -45.82  -44.90  -39.97
 2030  -19.41  -61.85  -33.53  -44.13  -26.74
 2031  -35.51  -22.75  -36.55 -100.72  -49.83
 2032  -30.10  -57.78  -66.35  -41.88  -71.86
 2033  -10.19  -36.47  -15.67  -39.06  -63.07
 2034  -17.06  -37.95  -41.65  -72.84  -41.57
 2035  -50.40  -30.45  -66.09  -53.07 -110.36
 2036  -19.31  -23.53  -36.04  -39.55  -45.83
 2037  -24.01  -34.13  -37.88  -33.80  -78.87
 2038  -35.01  -40.09  -36.82  -70.63  -74.48
 2039  -23.40  -44.72  -58.62  -42.80  -22.69
 2040  -50.50  -35.64  -26.53  -48.83 -141.95
 2041  -18.11  -35.42  -41.13  -43.03  -32.58
 2042  -11.43  -30.30  -30.79  -28.57  -36.81
 2043  -14.95  -23.52  -35.94  -15.44  -43.28
 2044  -18.96  -48.40  -37.25  -42.19  -35.85
 2045   -7.60  -32.56  -30.53  -26.32  -29.37
 2046  -12.28  -37.10  -36.82  -27.43  -60.03
 2047   -9.22  -55.01  -43.22  -53.34  -30.94
 2048  -21.87  -41.96  -44.96  -56.98  -45.13
 2049  -19.41  -31.00  -68.65  -46.25  -36.95
 2050  -21.13  -34.20  -36.70  -25.53  -52.14
 2051  -22.64  -44.14  -46.12  -28.11  -55.95
 2052  -32.53  -31.55  -47.59  -65.82  -29.00
 2053  -22.24  -36.49  -38.82  -42.36  -56.13
 2054  -24.84  -45.03  -48.75  -37.66  -50.57
 2055  -31.72  -21.77  -46.95  -38.69  -75.48
 2056  -24.56  -28.44  -48.07  -70.72  -35.18
 2057  -18.03  -26.09  -27.45   -2.80  -81.83
 2058  -32.07  -32.77  -53.65  -55.38 -107.31
 2059  -21.65  -34.48  -20.73  -49.50  -88.81
 2060  -28.05  -47.72  -58.27  -31.66  -18.41
 2061  -25.92  -45.84  -44.94  -37.72  -25.87
 2062  -11.39  -33.76  -24.33  -21.02  -17.74
 2063  -38.60  -45.97  -18.91  -80.91  -76.53
 2064  -24.99  -54.24  -35.65  -30.40  -40.14
 2065  -24.14  -46.92  -44.56  -73.75  -48.52
 2066  -22.52  -33.64  -28.56  -51.65  -24.40
 2067  -17.12  -51.01  -32.56  -33.63  -38.06
 2068  -13.57  -23.48  -50.60  -44.68  -39.89
 2069  -21.11  -40.08  -52.48  -46.88  -32.63
 2070  -24.27  -49.13  -24.08  -24.43  -33.79
 2071  -20.38  -38.35  -48.00  -46.13  -34.19
 2072  -28.56  -42.60  -57.64  -21.53  -43.16
 2073  -25.82  -25.86  -45.84  -35.71  -64.06
 2074  -15.50  -29.51  -43.94  -43.34  -27.63
 2075  -31.31  -53.79  -68.91  -39.39  -48.62
 2076  -16.43  -27.66  -33.78  -75.35  -52.91
 2077   -2.50  -31.46  -29.98  -38.24  -20.86
 2078  -29.81  -40.16  -26.01  -55.87  -18.39
 2079  -32.85  -53.89  -65.10  -32.57  -10.23
 2080  -32.26  -21.92  -47.94  -27.39 -100.80
 2081  -30.03  -66.74  -48.94  -58.56  -24.62
 2082  -23.73  -29.13  -60.82  -34.82  -13.59
 2083  -24.67  -45.93  -63.36  -46.18  -69.88
 2084  -42.60  -28.28  -55.09  -30.34  -70.50
 2085  -14.47  -30.61  -35.55  -25.67  -85.32
 2086  -18.40  -38.55  -36.76  -44.08  -26.05
 2087  -14.88  -35.71  -33.41  -23.93  -46.10
 2088  -24.69  -50.29  -31.01  -29.12  -45.41
 2089  -43.75  -41.24  -43.70 -110.33   -2.38
 2090  -33.30  -11.08  -38.93  -46.49  -77.95
 2091  -25.19  -27.63  -26.21  -33.25  -67.65
 2092  -17.45  -39.96  -34.03  -40.39  -13.62
 2093  -24.09  -38.09  -49.26  -58.85  -47.16
 2094  -31.77  -34.40  -52.85  -44.34  -73.26
 2095  -41.34  -69.68  -44.58  -70.37 -124.75
 2096   -6.47  -61.36  -38.10  -29.87  -33.79
 2097  -12.60  -48.75  -53.45  -75.10   -2.63
 2098  -16.28  -44.01  -29.70  -19.55  -33.44
 2099  -37.02  -44.43  -71.62  -23.09  -27.87
 2100  -26.08  -48.51  -33.47  -15.26  -48.46
