Mean monthly rainfall (mm) - Model Simulations
Refer to Accompanying Documentation
NaN indicates insufficient data is available
 2035   10.95   11.84   -5.22   17.55   17.73
 2036   10.31   33.03   -1.88   12.99    3.77
 2037   -1.83   23.01    9.91  -10.34  -18.80
 2038  -41.50    7.34  -13.22  -98.32  -26.58
 2039    4.84    8.00    7.78   10.19   -7.33
 2040   17.76   -1.05   27.18   33.35    0.10
 2041  -11.69   58.85    2.50  -51.17  -20.26
 2042  -30.28  -56.65  -31.82  -47.43   11.72
 2043   13.82  -13.20   19.56   25.93    9.95
 2044  -22.28   -1.46    3.56  -62.83   -7.94
 2045   -2.25    5.81   19.89  -29.34    6.36
 2046  -10.97    9.33    1.97  -22.33  -22.30
 2047   -8.99  -13.30   29.73  -25.96  -22.20
 2048   20.46    6.39   15.51   19.07   36.66
 2049    9.04  -32.92  -12.98   39.37   18.60
 2050   27.25    0.15  -15.68   52.95   54.00
 2051  -21.64  -12.63   38.02  -82.67   -5.92
 2052  -10.19    3.88    1.79  -21.74  -16.16
 2053    9.32   -4.62    1.61   21.03   10.73
 2054    2.86  -43.98   10.07   18.76    5.67
 2055   16.44  -21.86   16.20   26.68   28.57
 2056  -25.97  -12.48   33.63  -91.99   -6.55
 2057    9.75    6.76  -29.34   13.35   46.04
 2058    1.97   21.69   32.14  -45.26   21.65
 2059   10.63    4.44  -35.02   42.24   18.25
 2060   -6.09   56.80    5.73  -38.71  -16.35
 2061    2.65  -26.67  -28.67   11.99   41.09
 2062   -2.49  -12.14   20.36  -24.18   10.02
 2063   -7.46   -9.07   -9.50  -15.49    6.38
 2064  -30.77   20.94   -1.16 -105.34    4.59
 2065   -0.79   -2.85   15.02  -34.69   29.98
 2066   17.22   26.59  -16.67   13.40   49.95
 2067   -7.40   36.34   -5.70  -45.65   12.73
 2068   15.72  -14.65    2.93   24.61   36.90
 2069   -2.35   25.73   10.05  -33.53    8.08
 2070   20.09   48.69   -0.00    5.05   41.16
 2071    0.18   18.69   22.81  -27.63    2.30
 2072   19.44   34.86   14.16   23.05    9.64
 2073   10.92   -5.55   50.67  -54.35   69.19
 2074  -44.09  -11.03  -32.40  -66.42  -48.07
 2075   -7.76  -53.24  -25.01   12.29   13.06
 2076   35.26   41.53   14.98   63.41   13.83
 2077   -6.92   46.88   10.86  -50.42   -2.57
 2078  -34.69   -8.19  -33.45  -63.50  -15.19
 2079   24.40  -20.50   13.93   25.24   63.67
 2080    3.35   48.01   13.65  -43.24   25.38
 2081   -8.49   50.26    0.27  -57.55    9.00
 2082    1.37   -6.54   22.47  -24.90   20.56
 2083  -20.00   12.74  -12.20  -50.72   -8.64
 2084    3.03   -8.19   10.22    4.77    1.02
 2085   -0.22  -13.34  -18.90  -42.45   83.52
 2086    5.04   54.34   11.74  -21.74    1.19
 2087    0.29  -18.19   22.46  -28.10   28.31
 2088    0.35   -9.34    4.31  -21.29   31.69
 2089   41.66   56.78   -7.78   47.51   73.23
 2090   -1.27   57.14    5.92  -33.20   -4.85
 2091  -31.39    7.45  -16.99 -103.76   24.81
 2092  -16.61   -8.30   25.92  -50.20  -19.91
 2093   19.37   28.42   53.67  -24.58   37.63
 2094   -2.41   -5.62    9.61  -28.95   23.08
 2095   -4.31  -63.05   37.72  -30.76   28.09
 2096    7.89   21.84   18.97  -31.93   40.61
 2097  -27.60  -10.30   32.41 -102.02    0.09
 2098   26.85   15.08   30.25   34.11   21.62
 2099    4.03  -20.40   36.06   -1.32   -4.59
 2100    1.54   17.38   -7.48  -25.33   35.82
Projections under SRES A1B scenario
 2000     NaN     NaN     NaN     NaN     NaN
 2001   16.62   36.30  -33.03   42.93   18.08
 2002  -16.66  -26.25    8.24  -18.02  -33.37
 2003  -23.08   41.28  -33.25  -46.33  -24.81
 2004    9.10   -6.55  -10.99   36.63    2.91
 2005    4.27   31.80   -0.05    9.25  -16.38
 2006    1.76   -2.78    5.22   19.58  -22.44
 2007   -0.53    2.85   19.16  -10.95   -8.59
 2008  -23.67  -29.23  -15.30  -48.43    4.69
 2009   12.08    4.08  -18.45   39.16   11.84
 2010   13.02  -28.41   28.01    6.94   33.73
 2011    3.83  -18.35   16.51    8.50   -0.29
 2012  -14.35   -7.53  -13.99  -19.29  -12.67
 2013    9.08  -42.10   13.37   11.09   36.24
 2014  -10.12  -28.29  -19.01   -7.58    7.48
 2015    4.34  -31.59   29.62    1.50    6.79
 2016  -27.30   32.76  -17.29  -44.97  -53.78
 2017  -19.03  -14.26  -28.72  -12.02  -21.87
 2018   23.32   11.73   41.87   28.74    5.25
 2019    2.33   45.05    0.06   -4.46  -14.82
 2020  -40.08  -39.17   -5.77  -86.13  -13.61
 2021   13.93    1.86   18.91   42.61  -21.26
 2022   18.64   20.23   13.83   15.64   26.37
 2023    8.51    9.81   -2.47   18.91    4.76
 2024  -44.01  -44.58  -19.73  -79.22  -20.97
 2025   23.59  -12.08    6.44   48.66   31.11
 2026   13.28  -14.67   -2.76   40.61   11.50
 2027    1.99   72.96    6.57  -28.07   -9.84
 2028   -7.78   49.83   24.90  -53.73  -17.59
 2029   -0.47  -22.68   10.80   20.42  -24.79
 2030    4.42  -13.65   -2.31   20.48    1.79
 2031   -1.88   29.77    8.04  -28.44    2.50
 2032  -27.15   -5.79  -18.39  -47.85  -22.55
 2033    7.23   -1.71    6.93    8.59   11.69
 2034   19.22   83.26   17.20   31.28  -37.55
 2035  -27.34   -6.16    1.23  -84.83    6.61
 2036   -3.83   36.90  -21.31  -11.65   -3.08
 2037   19.82   34.61   -7.54   31.48   21.78
 2038  -18.82   25.71   17.82  -67.74  -19.92
 2039   -1.79  -38.38    8.01    3.10    6.27
 2040   19.22   19.87   16.78   26.99   10.85
 2041   -7.51    4.21  -14.67  -24.23   14.13
 2042  -19.14   23.11   12.72  -58.45  -26.74
 2043   -6.40   -3.20   -6.23  -28.23   20.41
 2044    8.39  -23.27   32.06    2.19   14.09
 2045   -7.69    5.64   -7.34  -35.34   19.95
 2046  -11.28   23.41   -7.79  -33.51   -8.24
 2047   -8.66  -29.58    7.06  -43.24   35.69
 2048    0.00  -33.64   22.80   10.90  -14.89
 2049   -2.60   17.88    3.52  -38.87   26.01
 2050   -2.10   39.06  -25.86  -19.49   17.40
 2051   -5.45    8.59   -4.77  -50.65   44.77
 2052   -7.94  -22.87   17.91  -39.09   17.70
 2053   19.99   33.40   13.20   29.18    5.58
 2054   -8.33  -11.94    5.27  -37.38   19.23
 2055  -46.24    9.18  -28.82  -60.69  -81.35
 2056  -20.16   -7.03  -17.16  -50.06    7.95
 2057   26.89    7.98   47.64   31.14   13.11
 2058    7.41   13.24    4.61    4.67    9.96
 2059   -3.17  -13.47   20.98  -36.60   24.12
 2060    6.54  -20.82   23.05  -22.27   46.68
 2061    7.03  -12.28    8.04   -4.20   33.87
 2062  -22.15   39.80  -14.27  -62.98  -16.90
 2063  -19.30  -18.14    3.88  -57.14    7.18
 2064    1.57  -45.00    8.74   15.68    6.62
 2065    6.91   58.94   25.10  -39.54   15.95
 2066    8.70    0.94   38.10  -45.72   57.01
 2067   -6.81  -29.52   36.60  -42.53   12.54
 2068   16.07    8.11   18.94   -4.12   45.42
 2069    3.41   13.93   33.17   -8.60  -17.36
 2070   18.93   25.33    1.42   18.09   33.30
 2071   34.45  -13.63   35.10   50.59   44.32
 2072   11.79   23.24   23.63    6.75   -0.98
 2073  -18.99   -2.15   10.36  -45.23  -24.59
 2074   -5.39   42.70   11.50  -60.71   19.43
 2075   26.64  -38.88   43.61   49.19   23.30
 2076    0.67  -10.91    8.41    8.23   -9.43
 2077    3.81  -17.54   45.00  -28.76   20.30
 2078   23.64    5.34   31.82    1.66   56.98
 2079  -12.75  -41.57  -11.55   -6.66   -2.87
 2080   24.74  -19.90   40.11   33.24   27.79
 2081   30.79  -29.33   51.59   28.13   53.63
 2082   13.00    0.65   18.96   -6.84   41.72
 2083   18.36   43.29   38.99   -0.87    6.75
 2084   15.03   11.21   16.39   11.67   20.71
 2085    8.09    3.67   28.64  -12.91   18.50
 2086  -30.14  -42.19   15.49  -95.00   18.74
 2087   32.69   22.73    6.77   31.72   66.54
 2088  -22.13   55.62    5.32  -89.79  -11.20
 2089   13.33   -7.76   24.53  -12.13   50.12
 2090  -43.01  -48.21   -9.11  -69.16  -38.56
 2091   14.58  -14.12   17.31    6.58   41.65
 2092   20.35   15.71   26.96   18.17   19.76
 2093  -26.02   48.14  -11.94 -102.88   12.92
 2094   10.56  -12.41   34.15  -29.28   55.42
 2095    5.20    2.01   18.34   -8.74   12.78
 2096    6.36   25.52   39.58  -54.01   40.87
 2097   -5.32  -52.05   -5.26   -2.23   21.67
 2098   -2.42   -7.35   17.64  -48.90   42.79
 2099  -13.97    8.52   19.80  -54.99   -8.02
 2100  -12.04    6.45   13.71  -62.19   16.75
Projections under SRES B1 scenario
 2000     NaN     NaN     NaN     NaN     NaN
 2001   13.56   -1.52   12.89   13.60   24.23
 2002   -7.09   -9.61    3.01  -19.23    0.67
 2003    8.29  -11.78    8.31    5.20   25.77
 2004   14.35   29.74   -1.78   28.55    1.28
 2005  -33.91   -6.27    1.86  -70.33  -39.53
 2006   -4.51  -30.77   -3.58  -21.84   35.19
 2007    1.92   31.65   -0.52  -31.53   29.14
 2008   -3.12   30.56   11.34  -37.82    6.23
 2009   -5.52   43.79    2.44  -21.22  -25.41
 2010    4.85  -18.81   10.89    7.26   11.38
 2011  -24.09  -41.84    8.42  -49.63  -10.72
 2012    4.83  -15.02   25.80   24.23  -28.79
 2013   23.64   41.67   32.82   28.53   -4.06
 2014  -11.42   -1.67  -15.49   -8.44  -17.81
 2015  -14.03   37.85  -15.20  -74.06   32.58
 2016   10.04   37.90    3.89    5.88    3.15
 2017   15.53   56.25  -15.07   12.18   23.43
 2018  -20.74   42.58   -1.26  -67.24  -20.43
 2019    1.92  -12.69   -0.25   18.96   -8.88
 2020   24.61   20.30   21.23   41.76    7.98
 2021   -0.53   47.71   -7.00  -13.26   -9.26
 2022    2.02    6.98   33.22  -22.14   -0.26
 2023   -7.01  -32.95  -31.57   18.35    1.03
 2024  -15.34  -42.36   12.53  -30.28   -5.26
 2025    3.90   10.58   -9.06    0.06   17.54
 2026   11.19   43.55   -5.39   -2.85   24.90
 2027  -16.66  -24.40  -21.49  -14.17   -9.99
 2028   14.98    2.87   11.01   38.46   -4.27
 2029    0.77   16.55   -5.12   18.89  -28.03
 2030    4.30   29.63  -15.18   12.18   -3.60
 2031  -21.67    5.60   -3.54  -77.42   16.36
 2032    2.07  -32.60   -1.07   12.42   14.51
 2033  -11.06   -8.34  -19.33  -24.88   13.80
 2034  -24.60   14.02  -12.30  -64.37   -9.64
 2035  -21.41  -18.34  -37.94  -26.50   -0.13
 2036   12.93   50.32    1.36   13.05   -0.60
 2037    4.23   24.96  -27.56   14.95    7.91
 2038   -5.82   20.15  -23.21   -6.24   -5.19
 2039  -34.91  -18.15  -35.14  -54.48  -19.78
 2040    6.12  -19.96   47.85  -33.90   35.15
 2041   13.02    3.87   -8.07   14.04   38.86
 2042   -6.53   19.70   21.46  -28.29  -23.01
 2043    4.60   -2.28   -6.00   11.45   10.67
 2044  -41.38  -46.70   -7.96  -89.41   -7.21
 2045    7.90  -19.14    8.12   14.95   16.32
 2046    9.62   10.53   35.41  -25.89   30.58
 2047  -34.16    7.74    2.64  -90.63  -23.61
 2048   -1.16  -63.32  -18.68    4.69   49.99
 2049  -23.37  -25.60  -19.75   -9.48  -44.00
 2050  -10.74   -4.03  -12.06  -21.53    0.49
 2051    2.75   15.83    1.77   -7.18    8.24
 2052   16.97   45.79   -8.80   36.28   -2.22
 2053  -28.60  -16.40   -0.19  -61.79  -20.87
 2054   12.12   15.94   32.85  -14.27   24.04
 2055   22.20   33.50   22.17   27.90    7.08
 2056   12.46   52.55   -0.66    1.33   13.70
 2057   -1.08   22.24   17.64    1.13  -38.29
 2058   11.48   -0.83   17.72    1.21   27.15
 2059   -4.31   -7.74   -7.73  -35.19   42.56
 2060  -17.76  -27.60   29.67  -27.70  -45.39
 2061   -3.39   12.92   12.10  -18.16  -10.08
 2062   22.83   53.44  -12.98   45.46    8.06
 2063  -18.82   49.16   -6.14  -78.95    3.37
 2064   -8.59  -54.83   -1.90    0.37    3.62
 2065   20.08   14.14   26.75   -0.47   44.79
 2066  -13.87    3.68   -0.65  -51.12   10.89
 2067   13.13   17.88   24.86    5.73    8.09
 2068    6.04    1.65   21.57   -7.50   11.48
 2069  -22.60  -25.05   -0.15  -67.20   16.06
 2070    9.04   13.96   15.31   18.18  -12.69
 2071   -3.52   -3.69  -20.21  -10.20   22.21
 2072    0.02    2.00   -9.00  -14.20   26.68
 2073   -9.36   -6.05   25.50  -41.36   -3.75
 2074   14.35   36.90   20.66    9.02    0.10
 2075   12.34   17.03   13.56   14.75    4.77
 2076   -3.10    2.11   23.76  -46.13   23.94
 2077    0.24   -0.37   11.81   -9.60    2.20
 2078  -15.75   16.69   25.92  -72.93   -2.79
 2079   -1.81    5.93   46.80  -48.03    6.06
 2080    3.70  -34.30   -1.48   15.96   17.87
 2081   21.01   61.25    8.39    2.79   31.09
 2082    7.83   39.44   25.10  -36.48   28.56
 2083    6.55  -14.23   50.43  -39.31   37.69
 2084    7.17   -7.90   -3.77    3.94   32.46
 2085  -26.29   -3.43   23.30  -50.50  -58.84
 2086  -13.43   -4.87   28.20  -69.55   14.05
 2087   17.30   -9.18   32.08   25.57    9.16
 2088    0.05   20.20    9.41  -17.77    1.02
 2089  -17.21  -51.85    5.14  -42.14   16.78
 2090   21.82   38.97   26.78    2.47   31.24
 2091   15.27  -16.81    4.02   44.02    9.57
 2092  -26.84   40.66  -14.93  -64.40  -33.69
 2093  -29.55  -39.24   14.70  -64.63  -20.56
 2094   23.97   47.13    9.81   15.14   34.47
 2095   -6.70   72.73    5.24  -52.92   -9.98
 2096  -20.12   20.88   15.10  -71.93  -13.60
 2097    4.16  -34.13    5.38   -1.93   36.59
 2098   21.80   12.11    7.16   38.35   20.85
 2099    5.18   32.99   32.10  -30.51    7.31
 2100  -25.44   -7.21  -20.75  -64.72   10.11
