Mean monthly rainfall (mm) - Model Simulations
Refer to Accompanying Documentation
NaN indicates insufficient data is available
Timeseries in anomalies relative to 1970-1999 mean (mm per month)
 YEARAnnualJFMAMJJASOND
20th Century Model Run
 1960  -33.87  -19.22  -39.90  -75.86  -35.74
 1961  -25.92  -22.34  -26.58  -34.35  -47.00
 1962  -43.45  -62.53  -59.96  -26.54  -44.34
 1963  -32.56  -37.19  -23.58  -47.11  -77.23
 1964  -38.00  -50.09  -38.73  -42.98  -67.08
 1965  -20.44  -41.71  -20.94  -36.16  -33.76
 1966  -26.02  -21.71  -75.47  -49.32  -23.92
 1967  -18.00  -29.02  -45.49  -37.46  -40.86
 1968  -34.72  -58.51  -27.57  -50.66  -39.87
 1969  -42.77  -33.07  -47.25  -82.52  -48.44
 1970  -52.66  -47.24  -82.82  -58.78  -47.29
 1971  -22.90  -49.23  -31.54  -33.23  -25.74
 1972  -20.10  -23.85  -25.33  -31.36  -30.30
 1973  -10.22  -31.75  -17.39  -33.31  -38.15
 1974  -45.35  -25.09  -31.54  -60.95  -52.80
 1975  -28.62  -39.18  -28.45  -39.12  -44.00
 1976  -43.12  -18.94  -78.70  -37.36  -34.29
 1977  -17.22  -32.79  -36.55  -16.25  -31.51
 1978  -25.49  -34.26  -31.00  -35.72  -37.09
 1979   -9.45  -36.14  -38.89  -14.14  -23.27
 1980  -22.38  -22.15  -44.64  -43.39  -43.27
 1981  -18.43  -13.81  -33.45  -56.39  -39.14
 1982  -18.08  -37.62  -31.32  -25.03  -38.62
 1983  -32.09  -33.00  -31.03  -44.10  -78.54
 1984  -31.34  -37.89  -41.59  -50.02  -45.71
 1985  -24.05  -54.94  -11.10  -20.59  -61.32
 1986  -21.23  -22.62  -50.84  -21.63  -44.84
 1987  -37.93  -24.91  -65.51  -75.03  -44.97
 1988  -17.06  -28.12  -30.17  -39.22  -44.84
 1989  -18.41  -38.79  -20.37  -27.51  -37.00
 1990  -44.47  -41.87  -78.03  -31.79  -53.73
 1991  -31.62  -14.14  -63.41  -35.31  -35.69
 1992  -43.20  -22.46  -55.18  -65.12  -54.26
 1993  -34.93  -22.53  -24.14  -54.22  -64.64
 1994  -30.65  -35.47  -23.29  -43.34  -65.56
 1995  -27.41  -31.71  -37.50  -29.42  -33.66
 1996  -36.56  -35.04  -50.15  -45.54  -39.63
 1997  -25.77  -32.51  -27.86  -62.60  -49.48
 1998  -27.43  -26.57  -38.88  -51.55  -43.61
 1999  -35.57  -53.47  -50.80  -73.32  -54.83
 2000  -30.71  -19.16  -37.22  -27.73  -43.73
Projections under SRES A2 scenario
 2000   -5.42  -10.51  -49.12  -34.95  -31.37
 2001  -27.26  -18.13  -52.14  -39.18  -48.86
 2002  -23.67  -54.88  -22.39  -49.47  -40.57
 2003  -45.66  -38.72  -40.90  -61.76  -55.55
 2004  -25.65  -29.93  -24.98  -78.27  -27.07
 2005  -18.75  -26.87  -18.69  -45.90  -33.18
 2006  -23.48  -41.75  -40.86  -56.62  -18.58
 2007  -11.79  -34.90  -21.91  -25.86  -45.67
 2008  -44.01  -37.81  -15.62  -51.97  -67.86
 2009  -57.86  -52.47  -82.38  -68.41  -85.85
 2010  -38.74  -28.13  -35.26  -63.64  -53.87
 2011  -34.26  -38.78  -35.54  -59.24  -34.37
 2012  -33.67  -26.69  -43.98  -47.35  -53.38
 2013  -14.74  -44.51  -53.38  -35.91  -44.46
 2014  -21.66  -50.75  -26.87  -29.51  -31.95
 2015  -28.21  -36.48  -35.68  -29.31  -47.45
 2016  -25.40  -59.96  -86.94  -37.93  -24.54
 2017  -44.28  -43.28  -33.24  -32.92  -71.61
 2018  -22.08  -45.03  -56.26  -18.47  -57.14
 2019  -29.13  -25.58  -34.13  -47.54  -86.99
 2020  -29.88  -33.19  -58.64  -51.29  -45.10
 2021  -38.04  -29.46  -51.30  -59.99  -31.85
 2022  -55.84  -33.94  -85.91  -68.00  -60.89
 2023  -23.14  -35.05  -37.30  -62.37  -45.68
 2024  -22.70   -8.39  -25.35  -28.52  -58.68
 2025  -33.03  -43.35  -40.13  -52.58  -48.95
 2026  -19.98  -26.33  -63.18  -22.05  -20.45
 2027  -13.68  -43.60  -41.47  -30.56  -38.58
 2028  -24.76  -29.58  -25.50  -58.86  -41.51
 2029  -29.44  -30.96  -53.29  -55.52  -51.62
 2030  -54.72  -62.59  -62.08  -54.41  -42.53
 2031  -33.98  -33.18  -33.82  -52.39  -41.65
 2032  -45.53  -49.54  -26.90  -91.41  -45.05
 2033  -41.12  -35.07  -47.84  -43.23  -43.32
 2034  -25.49  -35.65  -82.58  -18.91  -62.65
 2035  -20.78  -47.99  -49.27  -55.32  -22.57
 2036  -20.46  -36.03  -34.68  -41.58  -59.14
 2037  -25.41  -62.16  -61.20  -30.66  -37.27
 2038  -41.50  -26.42  -20.82  -98.32  -67.96
 2039  -21.26  -30.56  -26.99  -47.26  -33.74
 2040  -21.55  -34.43  -31.02  -54.89  -21.08
 2041  -38.29  -25.11  -34.21  -54.90  -66.78
 2042  -40.66  -56.65  -44.75  -49.15  -42.81
 2043  -26.58  -42.93  -49.12  -39.50  -40.35
 2044  -22.28  -33.77  -15.75  -69.94  -31.53
 2045  -48.69  -10.39  -44.95  -89.82  -68.88
 2046  -27.92  -34.44  -35.37  -57.74  -32.08
