Percentage of total rainfall ocurring in 'heavy' rainfall events - Model Simulations
NaN indicates insufficient data is available
Refer to accompanying documentation
Model Climatology 1970-1999
Year    Annual      DJF      MAM      JJA      SON
         20.02    38.08    16.94    13.45    19.21
Timeseries in anomalies relative to 1970-1999 mean (% of total rainfall)
Year    Annual      DJF      MAM      JJA      SON
20th Century Model Run
1960    -19.43    -4.62      NaN      NaN      NaN
1961     -5.21   -13.69    -9.32    -0.53     0.47
1962     -2.49    12.85    -2.93    -1.67    -6.51
1963     -2.64   -15.50    -1.92    -3.01    -4.34
1964      2.72    -4.99    -1.65     1.80     3.15
1965      2.21     4.32    -2.60     2.48    10.65
1966     -1.82    -0.70    -4.42     2.27    -5.43
1967      6.27   -17.92     3.62    11.85    -4.19
1968      2.57     0.46     6.53     3.75    -4.07
1969     -3.51    10.05    -1.20    -0.27   -11.84
1970     -0.91   -17.29     2.83    -0.13    -5.24
1971     -2.27    13.58    -1.45    -3.58    -4.48
1972     -0.08    17.39    -4.90     6.24     1.22
1973     -3.49   -10.09    -1.61    -2.93    -4.08
1974      4.60   -22.73     2.10     6.34     8.61
1975     -2.36    -4.46    -7.19     1.73     0.83
1976      3.48    13.89     8.23    -3.59     4.83
1977      5.61    -3.28     6.46     3.61     1.59
1978     -1.80   -21.79     0.17    -4.12    -5.79
1979     -0.09    -9.60    -8.07     6.74    -0.68
1980     -5.73    20.16    -3.44    -3.40    -6.97
1981      3.16     1.74     2.20    -1.17    12.07
1982      2.46    -4.61    10.17    -3.41    -7.17
1983      6.30     5.82     9.37     3.71    10.82
1984     -4.09     2.70    -4.83    -1.26    -3.67
1985      3.73   -12.10     3.89     7.17    -0.74
1986      2.29    -3.98     6.46    -3.16     8.63
1987     -1.11     9.23   -11.07     0.60     2.24
1988      3.71     5.81     6.86     2.28    -1.53
1989      0.89   -12.02     4.54     0.34    -5.93
1990      0.41     7.53     3.75    -5.54     6.13
1991     -2.92    22.13    -2.13    -7.02    -1.52
1992     -2.26     1.60    -5.56    -3.29     6.62
1993     -1.00   -15.28    -3.09     4.98    -6.81
1994     -0.82     2.66    -2.42     6.33    -4.37
1995     -0.66    -7.15     4.59    -0.23   -10.18
