Maximum 5-day rainfall - Model Simulations
NaN indicates insufficient data is available
Refer to accompanying documentation
Model Climatology 1970-1999
Year    Annual      DJF      MAM      JJA      SON
         87.79    82.96    47.97     2.29    20.74
Timeseries in anomalies relative to 1970-1999 mean (mm)
Year    Annual      DJF      MAM      JJA      SON
20th Century Model Run
1960       NaN      NaN      NaN      NaN      NaN
1961      1.93     6.13   -11.12     1.94    15.19
1962     -2.40     1.99    -3.80    -0.97    10.03
1963     21.52    25.80    -9.04     3.91     1.67
1964     11.91    16.50   -14.60     4.00    -0.52
1965      0.60     3.20    -3.96    -1.05     8.49
1966    -24.14   -19.39   -15.66    -0.99     4.94
1967    -31.06   -27.61    -9.87    -1.08    -2.36
1968      1.95     6.78   -17.05    -1.08    -5.32
1969     -1.22     0.37    -8.14    -1.11    -3.33
1970     19.79    11.07    19.25    -1.13    -7.18
1971    -20.61   -25.89     3.40     0.15    -2.32
1972    -33.64   -28.81   -33.34     0.13    -2.69
1973    -11.14   -11.62     5.28    -0.48     5.57
1974    -11.65    -7.01    -4.17    -0.10    -4.04
1975      7.28     3.80     1.24    -1.51    -4.40
1976     -1.64    -0.91     0.57    -1.44    -3.19
1977     -6.25    -4.54    -2.58    -0.66    -2.58
1978     -0.83    -7.19    11.65    -0.13    -0.45
1979     17.51    22.21   -17.59     2.74     9.24
1980      3.53     2.01    25.05    -0.54     0.27
1981    -11.30    -9.83    -1.05     0.89     1.56
1982     37.08    32.03    16.06     0.36    13.99
1983    -29.57   -26.46   -14.15    -0.50    -3.38
1984     -4.07     0.57   -14.01    -0.47     4.90
1985      1.67     6.50   -14.58     0.17    -5.19
1986    -18.72   -15.15   -21.45     2.03     8.27
1987     -1.09     3.22    -0.72    -0.98     3.47
1988    -29.72   -24.94   -27.47    -1.59    -1.65
1989     12.85   -15.14    46.34     1.29    -8.33
1990    -21.67   -22.15    -0.55     0.14    -4.41
1991     -2.86     1.97    -8.01    -0.65    -3.62
1992      5.83    10.58    -1.57    -0.78     0.70
1993    -14.78   -11.79     4.62    -0.77    -4.72
1994      9.58     4.07    29.32     6.65     7.65
1995     35.03    39.25     6.69    -0.37     3.11
1996     49.92    53.81    -3.23    -0.46    16.58
1997      4.72     8.33     0.72    -0.74    -0.11
1998     -0.51     4.31   -14.70    -1.01    -5.62
1999     15.26     7.71     8.97    -0.23   -11.44
2000    -29.24   -31.22     1.43    -0.19     7.90
Projections under SRES A2 scenario
2000       NaN      NaN      NaN      NaN      NaN
2001       NaN      NaN      NaN      NaN      NaN
2002       NaN      NaN      NaN      NaN      NaN
2003       NaN      NaN      NaN      NaN      NaN
2004       NaN      NaN      NaN      NaN      NaN
2005       NaN      NaN      NaN      NaN      NaN
2006       NaN      NaN      NaN      NaN      NaN
