Mean temperature (Degrees C) - Model Simulations
Refer to Accompanying Documentation
NaN indicates insufficient data is available
Model Climatology 1970-1999
       Annual      JF     MAM    JJAS     OND
        25.43   25.82   26.68   24.87   24.67
Timeseries in Anomalies relative to 1970-1999 mean (Degrees C)
 Year  Annual      JF     MAM    JJAS     OND
20th Century Model Run
 1960   -0.52   -0.26   -0.71   -0.80   -0.14
 1961   -0.37   -0.65   -0.71   -0.19   -0.10
 1962    0.40    0.46    1.03    0.28   -0.10
 1963    0.16    0.13    0.64    0.17   -0.33
 1964   -0.98   -0.82   -0.79   -1.10   -1.13
 1965   -1.03   -1.62   -1.61   -0.60   -0.63
 1966   -0.44   -0.95   -0.27   -0.23   -0.55
 1967    0.41    0.80    1.24    0.03   -0.17
 1968   -0.51   -0.25   -0.79   -0.48   -0.45
 1969   -0.65   -0.71   -1.11   -0.38   -0.51
 1970    0.05   -0.44    0.00    0.36    0.02
 1971    0.46    0.37    1.01    0.35    0.11
 1972   -0.36   -0.27   -0.57   -0.30   -0.31
 1973   -0.42   -0.44   -1.13   -0.37    0.24
 1974    0.09    0.14   -0.47    0.27    0.37
 1975    0.38    0.67    0.76    0.33   -0.14
 1976   -0.48   -0.37   -0.90   -0.40   -0.24
 1977    0.20    0.08    0.64    0.08   -0.01
 1978    0.28    0.13    0.37    0.27    0.30
 1979   -0.23   -0.55   -0.51   -0.05    0.00
 1980   -0.13   -0.33   -0.35   -0.03    0.10
 1981    0.13   -0.16   -0.46    0.44    0.49
 1982    0.46    0.88    1.36    0.13   -0.30
 1983   -0.87   -0.40   -1.08   -1.17   -0.56
 1984   -0.65   -0.86   -1.24   -0.46   -0.18
 1985   -0.39    0.21   -0.84   -0.38   -0.37
 1986   -0.26   -0.29   -0.36   -0.13   -0.31
 1987    0.16   -0.23    1.10    0.09   -0.43
 1988   -0.12   -0.33   -0.26   -0.03    0.05
 1989   -0.32   -0.29   -0.69   -0.42    0.14
 1990    0.02   -0.28   -0.29    0.32    0.11
 1991    0.17    0.58    0.93    0.02   -0.64
 1992   -0.58   -0.62   -0.61   -0.65   -0.45
 1993   -0.20   -0.20   -0.61   -0.07    0.02
 1994    0.27    0.50    0.52    0.21   -0.03
 1995    0.80    0.24    1.24    0.60    1.00
 1996    0.94    1.24    1.80    0.68    0.21
 1997   -0.26    0.28   -0.54   -0.47   -0.05
 1998    0.01    0.18   -0.23    0.00    0.16
 1999    0.88    0.58    1.40    0.77    0.69
 2000    0.74    1.01    0.90    0.71    0.46
Projections under SRES A2 scenario
 2000     NaN     NaN     NaN     NaN     NaN
 2001   -0.02   -0.40   -0.77    0.21    0.68
 2002    0.62    0.36    0.51    0.69    0.84
 2003    0.38    0.69    0.63   -0.02    0.44
 2004    0.31    0.62   -0.26    0.39    0.55
 2005    0.54    1.03    0.96    0.22    0.21
 2006    0.30    0.30   -0.01    0.60    0.20
 2007    0.09    0.29   -0.24   -0.15    0.58
 2008    0.77    0.21    0.40    1.04    1.15
 2009    0.78    0.91    1.03    0.55    0.75
 2010    0.78    0.70    0.87    0.88    0.60
 2011    0.70    0.76    0.65    0.71    0.71
 2012    1.07    0.81    1.29    1.32    0.70
 2013    0.94    0.88    1.31    0.81    0.75
 2014    0.45    0.56    0.04    0.59    0.60
 2015    0.74    0.71    0.78    0.69    0.78
 2016    1.23    0.93    1.94    1.14    0.86
 2017    0.86    0.93    1.19    0.49    0.97
 2018    0.69    0.77    0.12    0.74    1.16
 2019    1.04    0.98    1.21    1.11    0.82
 2020    1.25    0.85    1.82    1.29    0.88
 2021    0.95    1.42    1.00    0.67    0.96
 2022    0.54    0.23    0.26    0.64    0.91
 2023    0.82    0.73    0.92    0.60    1.07
 2024    0.73    0.93    0.38    0.85    0.79
 2025    0.89    1.37    1.25    0.73    0.43
 2026    1.14    1.15    1.70    1.03    0.72
 2027    0.63    0.82    0.20    0.87    0.62
 2028    0.57    0.88    0.44    0.58    0.49
 2029    1.29    0.50    1.38    1.52    1.43
 2030    1.66    2.07    2.27    1.31    1.23
 2031    0.18    0.23   -0.72    0.25    0.94
 2032    0.75    1.19    0.83    0.70    0.46
 2033    1.26    0.91    1.31    1.13    1.60
 2034    1.78    1.74    2.76    1.16    1.65
 2035    0.78    1.26    0.91    0.45    0.78
