Frequency of Cold Nights - Model Simulations
NaN indicates insufficient data is available
Refer to accompanying documentation
Model Climatology 1970-1999
Year    Annual      NDJ      FMA      MJJ      ASO
          9.99     9.97    10.11    10.00     9.95
Timeseries (% days occurring)
Year    Annual      NDJ      FMA      MJJ      ASO
20th Century Model Run
1960       NaN      NaN      NaN      NaN      NaN
1961     25.76    39.67    26.66    20.22    16.78
1962     28.95    34.39    30.89    36.40    39.25
1963     24.19    31.68    31.33    20.51    28.89
1964     25.35    25.12    25.27    33.23    39.06
1965     25.93    29.53    27.50    25.54    36.83
1966     28.10    41.47    30.53    22.08    26.38
1967     20.74    38.66    30.48    12.52    15.54
1968     19.86    18.93    21.73    20.70    29.15
1969     20.22    32.00    15.01    17.83    17.23
1970     24.36    38.86    24.43    20.44    20.05
1971     23.95    40.97    19.36    12.71    19.82
1972     16.22    14.60    15.33    11.51    22.66
1973     17.59    12.72    17.70    17.68    28.79
1974     10.29     9.33    20.72     9.24     6.16
1975     14.00     6.57    14.17    17.58    17.20
1976     13.53    18.64    17.22    10.06     7.16
1977     13.64     5.54    15.26    19.60    16.96
1978      9.56     6.32     7.73    15.93     7.73
1979     11.84    17.56     9.35     9.09    12.62
1980     12.55     9.41    20.27    19.68    10.55
1981      9.01    10.24    11.72     5.67     9.89
1982      8.45     7.94     6.75    12.22     6.27
1983      6.70     9.68     7.22     5.18     4.14
1984     15.98     4.34    17.10    18.87    34.79
1985      8.49    11.41    12.51     9.78     3.46
1986      9.56     6.87    13.65     8.23     6.38
1987      7.12     5.35     5.45    10.19     5.29
1988      6.45     4.76     2.47    11.12     4.10
1989      5.69     2.64     4.27     5.48     6.93
1990      5.45     4.24     3.64     3.60     4.86
1991      5.18     6.10     3.14     8.27     3.27
1992      7.57     7.75     7.50     6.01     5.83
1993      9.29     4.85     5.05     8.20     9.96
1994      5.53     4.34     6.50     6.93     2.98
1995      5.49     6.78     2.96     1.58     5.44
1996      4.19     4.09     0.95     3.87     6.89
1997      3.21     2.56     3.29     5.15     2.09
1998      5.36     9.69     1.40     3.27     3.31
1999      3.52     4.97     6.09     2.87     2.97
2000      3.17     4.18     2.30     1.00     1.06
Projections under SRES A2 scenario
2000       NaN      NaN      NaN      NaN      NaN
2001       NaN      NaN      NaN      NaN      NaN
2002       NaN      NaN      NaN      NaN      NaN
2003       NaN      NaN      NaN      NaN      NaN
2004       NaN      NaN      NaN      NaN      NaN
2005       NaN      NaN      NaN      NaN      NaN
2006       NaN      NaN      NaN      NaN      NaN
2007       NaN      NaN      NaN      NaN      NaN
