Maximum 5-day rainfall - Model Simulations
NaN indicates insufficient data is available
Refer to accompanying documentation
Model Climatology 1970-1999
Year    Annual      NDJ      FMA      MJJ      ASO
         93.63    69.46    68.29    79.16    65.97
Timeseries in anomalies relative to 1970-1999 mean (mm)
Year    Annual      NDJ      FMA      MJJ      ASO
20th Century Model Run
1960       NaN      NaN      NaN      NaN      NaN
1961    -11.27     9.75    -9.42   -17.35   -13.61
1962     22.20     6.88    14.55    26.99    -1.93
1963      3.19     0.15    27.21   -23.69   -12.40
1964    -21.93   -20.23   -12.78   -12.79   -19.77
1965    -15.04    -5.95     6.63   -38.44    -1.16
1966      3.52     5.84    24.02    -8.34    12.82
1967     -3.94    -1.00     1.86    -4.23    11.14
1968    -20.48   -12.08   -15.61   -18.72     4.56
1969    -10.26    -7.28    11.37   -12.27   -15.55
1970     15.45    18.74    -8.78    29.38    23.84
1971     -9.40     5.25    -6.22   -12.10    -7.03
1972     32.92     0.39    15.67    31.49    13.33
1973    -13.48    -7.46     2.26    -5.54    -7.81
1974    -13.30     4.05   -10.05    -8.77    -5.88
1975     -5.41   -13.71    10.34    -0.53    -2.41
1976     24.09    13.61     5.94    31.64    27.60
1977      1.99     2.77    25.61   -27.74    -3.32
1978    -12.82    10.97   -14.13   -18.05    -6.14
1979     -0.97   -12.11     3.45     8.13    -3.53
1980    -19.99   -10.61    -3.58   -35.05    -1.34
1981      4.01     9.82    11.32     4.50    -9.36
1982     -2.08    10.84    -0.67     0.70    20.92
1983     44.58     0.19    20.77    41.87    -0.12
1984     -0.86    -7.49     9.12   -12.50    17.62
1985     11.10   -11.67    -4.54    20.61   -12.05
1986    -10.91    -6.90    -3.08    -0.08    -8.10
1987    -11.41     8.59    -1.46   -23.57    -3.68
1988    -19.34    -5.12    -5.99   -10.51   -15.30
1989     -7.52    -1.96     5.91    -2.49    -0.97
1990     12.69    15.99   -15.18    15.32    28.61
1991     -4.25     4.35    18.00   -18.75     1.27
1992    -17.91    -7.64   -18.33   -26.83     5.18
1993    -24.48   -12.87    -4.33   -15.15   -20.67
1994     -7.26   -20.75    12.45    -4.43    -9.76
1995    -12.12   -10.79    -7.96    -6.96   -11.61
1996     -0.92     5.12   -22.23     8.29     1.57
1997      1.12    -9.58    -5.74     9.67    -4.64
1998    -20.93    -3.32    -8.92   -26.00   -20.18
1999     67.41    31.30     0.35    53.44    13.99
2000     -3.36    13.22    -0.36    -2.32    -0.86
Projections under SRES A2 scenario
2000       NaN      NaN      NaN      NaN      NaN
2001       NaN      NaN      NaN      NaN      NaN
2002       NaN      NaN      NaN      NaN      NaN
2003       NaN      NaN      NaN      NaN      NaN
2004       NaN      NaN      NaN      NaN      NaN
2005       NaN      NaN      NaN      NaN      NaN
2006       NaN      NaN      NaN      NaN      NaN
2007       NaN      NaN      NaN      NaN      NaN
2008       NaN      NaN      NaN      NaN      NaN
2009       NaN      NaN      NaN      NaN      NaN
2010       NaN      NaN      NaN      NaN      NaN
2011       NaN      NaN      NaN      NaN      NaN
