Percentage of total rainfall ocurring in 'heavy' rainfall events - Model Simulations
NaN indicates insufficient data is available
Refer to accompanying documentation
Year    Annual      NDJ      FMA      MJJ      ASO
20th Century Model Run
1960       NaN      NaN    18.20    -4.63     1.12
1961     -0.03    -2.87    -1.01     0.42    -1.79
1962      1.07     4.13     1.62     1.35    -0.98
1963     -1.52     0.37    -0.91    -0.12    -6.23
1964     -1.11    -1.31    -2.03    -0.65    -3.48
1965     -1.03     0.88     2.09    -2.93    -2.03
1966      0.03     2.47     0.32     0.54     1.00
1967      0.05    -1.99     2.28    -3.13     1.25
1968     -0.51     1.74    -3.72     0.78    -2.32
1969     -0.12    -0.32    -1.49    -1.53    -2.05
1970      1.35     1.35    -1.57    -3.16    -2.37
1971     -2.61    -0.38    -5.34    -0.98    -2.64
1972     -0.15    -2.70    -0.34     1.92    -0.73
1973     -0.25     1.11     2.63    -0.96    -2.73
1974      1.17    -1.94     2.21    -0.41     1.41
1975     -0.84    -2.05     3.45     1.23    -1.93
1976     -0.45    -3.15     0.16     0.31    -1.68
1977      2.89     3.39    -0.55    -1.61     2.51
1978      0.75     2.74     4.05     0.92    -0.81
1979     -0.67    -3.32     4.15    -0.86     1.73
1980      0.50     0.72    -2.21    -1.16    -1.65
1981      1.94     3.02     2.84    -0.56     3.58
1982     -0.77    -1.94     0.89     3.86    -2.15
1983      1.71     1.93     4.16     1.65     2.49
1984      0.23    -2.11    -0.14    -3.84     3.77
1985      0.44    -1.93    -1.28     2.67    -6.59
1986      0.64     2.13     1.15    -0.22     0.33
1987     -0.74     3.36    -3.14    -0.28    -0.46
1988      0.54     2.42     0.62     1.30    -2.71
1989      0.39    -2.74     1.76    -0.12    -0.39
1990     -0.43    -0.92    -3.99     2.33     0.63
1991     -0.41    -0.50     1.65    -0.58    -0.45
1992     -2.11    -2.72    -5.21    -3.01    -0.33
1993     -0.46    -2.67     1.27     1.60    -0.52
1994     -0.13    -0.36     2.25     2.41    -3.68
1995      0.31     1.03    -4.24     1.76     0.39
1996      1.27     3.60     1.57    -0.44     0.11
1997     -1.07    -2.37    -2.27    -1.52    -0.11
1998     -0.24     1.20     0.94    -3.82    -2.35
1999      0.12     7.15    -0.62     1.02     1.04
2000       NaN      NaN     5.04    -2.18     3.83
Projections under SRES A2 scenario
2000       NaN      NaN      NaN      NaN      NaN
2001       NaN      NaN      NaN      NaN      NaN
2002       NaN      NaN      NaN      NaN      NaN
2003       NaN      NaN      NaN      NaN      NaN
