Percentage of total rainfall ocurring in 'heavy' rainfall events - Model Simulations
NaN indicates insufficient data is available
Refer to accompanying documentation
Model Climatology 1970-1999
Year    Annual      NDJ      FMA      MJJ      ASO
         21.70    20.07    15.34    21.95    24.49
Timeseries in anomalies relative to 1970-1999 mean (% of total rainfall)
Year    Annual      NDJ      FMA      MJJ      ASO
20th Century Model Run
1960    -15.28   -14.91      NaN      NaN      NaN
1961      4.53   -10.03    -1.01     0.33    22.19
1962      3.84    -6.42    18.73    -1.03    14.86
1963     -1.97    -3.56     1.73    -6.54     1.00
1964      1.32    10.03    -3.44     7.37   -14.24
1965     -2.62    -3.14     6.07    -7.32    -2.57
1966      1.17    -6.94     0.62   -11.76    10.02
1967     -0.48    -1.99     7.30    -4.19    -0.73
1968     -1.94   -10.29    -9.36     3.75    -1.55
1969      1.75    -1.57     2.20    -4.97     5.38
1970      1.35     2.68    -2.20    -7.40    -4.28
1971     -6.42    -9.31   -10.26    -3.28    -5.00
1972     -1.62    -4.06    -6.48   -13.38     8.73
1973     -1.79     1.67    -2.33     5.32     0.54
1974      1.86     1.50     2.21    -2.98    11.27
1975      3.32     8.71     5.38     4.49    -6.70
1976      4.33    12.00     1.32    -0.56    -0.11
1977     -1.92     4.90    -2.34     5.04   -15.13
1978     -1.18    -6.48    16.80     5.08    -2.95
1979     -0.67    -5.01    -0.40    -5.21     1.73
1980     -2.84    -5.65    -3.20    -7.18    -1.65
1981      2.39     3.02    -1.93     0.08     3.95
1982      0.10     7.78    -7.02     4.46   -13.38
1983     -0.00     1.93    14.18    -5.43    -3.41
1984      0.18   -10.89     5.40     6.98     0.21
1985      0.47     5.08    -3.18     5.50    -8.61
1986      6.61     5.46    15.74     1.61     8.29
1987     -0.74    -2.23    -1.79     2.41     0.10
1988      0.54     2.49    -9.88     7.21    -5.75
1989      3.24    -5.29     5.09    -4.46    13.92
1990     -1.80     0.18    -2.32     5.23    -2.02
1991     -2.75     5.15     4.22    -0.87    -4.96
1992     -6.53    -8.12    -8.85   -13.72     1.49
1993      4.34    -5.07     1.90    13.22    10.94
1994     -2.59    -0.36    -1.44    -3.70    -3.68
1995     -0.25     1.03    -7.98    -0.70     3.70
1996      4.67     4.62     2.70     3.41    11.21
1997     -5.75    -5.29    -7.80    -5.42   -13.13
1998     -0.24    -3.47     9.36   -11.74     8.29
1999      3.71     3.04    -4.87    15.96     6.39
2000     -5.19    11.60    -6.23    -2.65   -17.21
Projections under SRES A2 scenario
2000       NaN      NaN      NaN      NaN      NaN
2001       NaN      NaN      NaN      NaN      NaN
2002       NaN      NaN      NaN      NaN      NaN
2003       NaN      NaN      NaN      NaN      NaN
2004       NaN      NaN      NaN      NaN      NaN
2005       NaN      NaN      NaN      NaN      NaN
2006       NaN      NaN      NaN      NaN      NaN
2007       NaN      NaN      NaN      NaN      NaN
2008       NaN      NaN      NaN      NaN      NaN
2009       NaN      NaN      NaN      NaN      NaN
2010       NaN      NaN      NaN      NaN      NaN
2011       NaN      NaN      NaN      NaN      NaN
2012       NaN      NaN      NaN      NaN      NaN
