Percentage of total rainfall ocurring in 'heavy' rainfall events - Model Simulations
NaN indicates insufficient data is available
Refer to accompanying documentation
Model Climatology 1970-1999
Year    Annual      NDJ      FMA      MJJ      ASO
         24.80    29.05    21.43    22.79    21.04
Timeseries in anomalies relative to 1970-1999 mean (% of total rainfall)
Year    Annual      NDJ      FMA      MJJ      ASO
20th Century Model Run
1960       NaN   -29.05      NaN      NaN      NaN
1961     -2.10   -18.91     1.78     4.50     4.40
1962      4.12     1.80     1.22     7.81    -2.51
1963     -3.05     4.75    -8.29     5.24    -9.93
1964      2.50    20.79    13.29     2.61    -0.17
1965      0.96   -10.84    10.46     1.88     3.82
1966      2.84   -12.42     0.32     3.75     6.65
1967      0.44     1.76    -0.86    -5.84     1.25
1968     -0.51     1.74    -7.32     4.55    -7.67
1969     -0.13    -0.32    -8.55    -1.51     7.64
1970      2.64    -1.05    -0.13     2.27     8.29
1971     -5.14     1.69    -8.25    -2.98   -10.50
1972     -0.17     3.29    -4.85     9.10    -9.94
1973      0.49     6.11    -9.88     2.52    -3.98
1974      1.27     8.89    -2.71    -0.32    -4.87
1975     -4.47   -15.49    -0.21     5.08   -14.35
1976      1.61   -10.39     2.06     9.36     2.03
1977      0.46    -6.15    -1.91     5.16     2.51
1978      0.75    -8.83     6.26     9.64     0.10
1979     -5.53    -0.00     4.75   -14.42    -0.94
1980      2.66     8.79   -10.52     7.13    -2.75
1981      1.00     0.72   -13.79    -5.34     9.71
1982      5.06   -10.00    12.25     8.78     7.83
1983      8.71    17.93    12.12     8.96     2.49
1984      0.42     5.50    17.41    -6.96     6.49
1985      0.73    26.10   -12.05   -12.05    -2.72
1986     -5.35   -19.79     1.15   -13.98     1.13
1987     -1.70     9.15    -3.14    -0.18    -5.70
1988      4.54    -0.69    -5.09    -0.84    11.62
1989      6.16    20.84     5.05     0.15    -0.39
1990     -1.44   -20.07    18.89    -6.30     1.44
1991     -8.49    -6.55   -13.47    -4.39    -3.93
1992      3.23     7.83     1.34     0.42     7.89
1993     -5.31   -12.14     3.44   -11.54    -0.52
1994     -1.80     8.85    10.17    -2.17    -6.13
1995      4.36    11.49   -11.50    12.33    -0.71
1996      1.60   -12.27     5.15     0.69     2.84
1997     -3.28   -15.15     9.38    -9.91     3.77
1998     -2.37    -5.14     1.27     5.35    -2.35
1999     -0.63     6.52   -13.21     4.42     1.64
2000       NaN      NaN      NaN      NaN      NaN
Projections under SRES A2 scenario
2000       NaN      NaN      NaN      NaN      NaN
2001       NaN      NaN      NaN      NaN      NaN
2002       NaN      NaN      NaN      NaN      NaN
2003       NaN      NaN      NaN      NaN      NaN
2004       NaN      NaN      NaN      NaN      NaN
2005       NaN      NaN      NaN      NaN      NaN
