Maximum 5-day rainfall - Model Simulations
NaN indicates insufficient data is available
Refer to accompanying documentation
Model Climatology 1970-1999
Year    Annual      NDJ      FMA      MJJ      ASO
        141.45    74.62    87.05   122.04    82.03
Timeseries in anomalies relative to 1970-1999 mean (mm)
Year    Annual      NDJ      FMA      MJJ      ASO
20th Century Model Run
1960       NaN      NaN      NaN      NaN      NaN
1961    -15.44   -23.37    11.59    -9.03    -4.49
1962     18.72    26.21     2.09    36.37   -16.70
1963    -10.44    49.38    -4.12   -43.09     2.46
1964    -12.77    -6.70    28.88     0.65   -17.06
1965      3.67    14.81    38.61   -11.82   -20.02
1966     10.70   -28.13     8.83    23.25     7.06
1967     -5.25    11.34   -39.35    -3.39   -22.48
1968      9.25     7.01    45.57     5.64    24.99
1969      1.01   -12.80    17.33    19.89   -34.27
1970    -56.00   -21.46   -27.30   -50.65   -27.33
1971    -28.86     8.98   -43.29   -20.10     6.07
1972     -5.24   -22.19   -10.97    11.86    -2.45
1973     68.01     0.94    59.85    41.14    52.84
1974    -12.37   -42.40     3.66   -23.16     6.20
1975    -12.46    -8.69   -25.34     6.79    -6.91
1976    -22.43     1.28     9.61    -4.73   -30.78
1977     -3.39    19.12    -8.08     6.95     8.20
1978     -1.16   -24.12    -9.39    11.24    18.87
1979     35.53    28.79   -24.99    54.67    34.93
1980    -26.61     6.53    11.58   -27.81   -42.72
1981     11.37   -31.60    52.62     6.16   -21.59
1982     26.05   -12.85   -22.79    44.02   -22.19
1983    -19.25    20.14    11.95   -19.55    21.45
1984      2.84   -10.54    -1.93   -18.48   -14.53
1985      1.63   -21.98    39.06   -24.78   -12.52
1986    -14.99   -33.84    -4.03    -1.70    -8.37
1987     -8.62    15.37    -3.43   -15.69    20.23
1988     -4.87    25.66   -33.97   -13.00    37.78
1989     -3.67    -2.74   -13.57     5.11   -34.61
1990    -15.03   -26.89   -30.65     4.34    -9.06
1991    -41.61   -20.53   -27.85   -40.16     2.05
1992     24.70    53.54   -19.83    15.73    -8.98
1993     17.90   -14.56    63.52   -19.57   -19.26
1994     48.69   -18.51    34.49    67.66    14.78
1995     15.40    48.90    55.11   -42.89    44.03
1996    -21.22    22.40   -13.01   -16.83   -27.97
1997     30.90   -16.71    11.77    46.24     5.97
1998    -19.48    17.37   -27.18    -9.45   -16.51
1999     34.24    60.60    -5.61    26.62    32.37
2000     -6.97    -0.02    12.87    -8.29    14.60
Projections under SRES A2 scenario
2000       NaN      NaN      NaN      NaN      NaN
2001       NaN      NaN      NaN      NaN      NaN
2002       NaN      NaN      NaN      NaN      NaN
2003       NaN      NaN      NaN      NaN      NaN
2004       NaN      NaN      NaN      NaN      NaN
2005       NaN      NaN      NaN      NaN      NaN
2006       NaN      NaN      NaN      NaN      NaN
2007       NaN      NaN      NaN      NaN      NaN
2008       NaN      NaN      NaN      NaN      NaN
2009       NaN      NaN      NaN      NaN      NaN
2010       NaN      NaN      NaN      NaN      NaN
2011       NaN      NaN      NaN      NaN      NaN
2012       NaN      NaN      NaN      NaN      NaN
2013       NaN      NaN      NaN      NaN      NaN
2014       NaN      NaN      NaN      NaN      NaN
2015       NaN      NaN      NaN      NaN      NaN
2016       NaN      NaN      NaN      NaN      NaN
2017       NaN      NaN      NaN      NaN      NaN
2018       NaN      NaN      NaN      NaN      NaN
2019       NaN      NaN      NaN      NaN      NaN
2020       NaN      NaN      NaN      NaN      NaN
2021       NaN      NaN      NaN      NaN      NaN
2022       NaN      NaN      NaN      NaN      NaN
2023       NaN      NaN      NaN      NaN      NaN
2024       NaN      NaN      NaN      NaN      NaN
2025       NaN      NaN      NaN      NaN      NaN
2026       NaN      NaN      NaN      NaN      NaN
2027       NaN      NaN      NaN      NaN      NaN
