Percentage of total rainfall ocurring in 'heavy' rainfall events - Model Simulations
NaN indicates insufficient data is available
Refer to accompanying documentation
Model Climatology 1970-1999
Year    Annual      NDJ      FMA      MJJ      ASO
         21.91    29.53    22.42    17.74    19.02
Timeseries in anomalies relative to 1970-1999 mean (% of total rainfall)
Year    Annual      NDJ      FMA      MJJ      ASO
20th Century Model Run
1960    -20.83   -27.94      NaN      NaN      NaN
1961      1.33    -9.29    -7.98     2.19     6.10
1962      0.99    -1.41     3.02     6.74    -0.38
1963     -8.79   -13.37   -13.43    -1.11   -12.34
1964     -5.01   -15.80    -3.97     5.82   -12.56
1965      1.32    -7.28   -14.19    11.48    -1.49
1966      2.29     5.13     0.88     3.82    -0.59
1967      0.83    -4.27     3.01     5.86    -4.27
1968     -2.75   -10.43    -7.16    -1.41    -1.86
1969     -2.28   -12.69   -15.04     7.48    -8.30
1970      3.85    17.39    -1.57    -1.34     5.20
1971     -3.71    12.03    -7.05    -5.16    -3.69
1972     -3.39    11.45    -9.51    -6.92    -4.58
1973     -1.51     7.73    -0.06     5.47   -13.18
1974     -4.04   -17.48     0.04     3.28    -6.00
1975      2.54   -11.16    -0.59    15.80    -5.02
1976     -2.55     4.85     0.16    -5.93    -5.35
1977     -1.12     3.44     4.75    -1.61    -9.67
1978      0.27     7.45     4.05    -3.06    -0.81
1979      1.74     3.76     4.16    -6.05     8.84
1980      2.06    -5.67    -4.54     1.72     9.23
1981     -6.30   -17.07     7.82    -9.63    -5.07
1982     -0.81   -11.24    -2.40     1.20     0.16
1983      1.44     5.17   -10.76     2.36     7.23
1984      0.73    -5.22    -2.14     1.10     3.77
1985      0.52    -1.25     1.74     4.10    -3.86
1986     -2.59     4.73     1.47    -7.17    -1.12
1987      2.50    -7.16    18.12    -1.49    -4.91
1988     -1.90     7.29     0.62    -6.32    -1.73
1989     -4.25    -1.93     1.76    -0.12   -10.12
1990     -2.23    -0.22   -10.10     3.33    -7.28
1991      2.62    -0.50     0.01    -0.58     8.55
1992     -2.96     9.35    -5.21     1.01    -5.18
1993      3.17    -2.67     6.85     1.60     2.67
1994      4.39    -7.23     2.25     5.13     9.58
1995     -1.19     1.17    -4.48     5.24    -3.89
1996      0.65    -6.31    -2.46    -2.72    12.59
