Maximum 1-day rainfall - Model Simulations
NaN indicates insufficient data is available
Refer to accompanying documentation
Model Climatology 1970-1999
Year    Annual      NDJ      FMA      MJJ      ASO
         67.23    38.67    32.71    54.79    52.61
Timeseries in anomalies relative to 1970-1999 mean (mm)
Year    Annual      NDJ      FMA      MJJ      ASO
20th Century Model Run
1960       NaN      NaN      NaN      NaN      NaN
1961    -10.77   -16.12    -2.96    -1.74    -1.44
1962     -5.69    10.15     2.40     0.32    -7.09
1963     -2.66    10.18    -9.18     8.90   -14.95
1964      2.58    -1.16     8.43    14.83    -1.85
1965    -14.43    -7.54     7.02    -6.55    -0.26
1966     -7.02     2.40    -4.89     0.82     1.12
1967     -3.26     3.07    -0.15    -4.57    -0.84
1968     -7.38    14.17    -8.49    -5.25   -14.26
1969     -5.64    -7.16    -8.93    -2.72     4.22
1970     -6.17    -1.47    -8.05    -0.76     0.50
1971    -19.37    -0.18    -8.59   -10.50   -15.76
1972      7.22     8.63    -6.79    15.35   -14.09
1973     13.87    23.80    -7.98    12.00    -1.76
1974     -8.40    10.11    -4.15    -0.78    -5.84
1975      2.40   -15.28     3.11    14.30   -18.36
1976     -8.91    -9.90    -2.61    -2.56     0.56
1977      4.07    -8.66    -8.81     9.64     4.93
1978      0.86   -15.48     2.68    12.32     0.24
1979    -12.00    -4.23     3.70   -17.96    -7.80
1980      4.05    16.92   -14.82    11.35    -2.67
1981      3.91    10.21   -12.03    -8.70    18.33
1982     23.57    -6.35    52.05     2.39    10.35
1983      4.46     6.14    25.30     9.59     5.37
1984      6.70     0.98    16.50    -9.06    11.55
1985      0.32    24.45   -12.58   -14.94    -0.50
1986     -7.20   -12.08    -7.69   -19.39     4.40
1987      5.10    25.59    -2.23    -2.73    -7.57
1988     17.71    -9.19     2.30    -6.56    28.14
1989      5.62    23.95     5.21     8.30     4.65
1990     -9.60   -14.99    19.52   -17.29     0.27
1991     15.34   -10.36   -11.66    15.04    16.07
1992      3.34     5.01     0.52    -0.63    15.85
1993    -13.29   -11.49    -2.13   -20.29    -2.12
1994    -14.44    -0.97     0.15    -2.38   -11.38
1995     -4.13     6.73   -14.23     6.13    -7.15
1996      2.87   -12.50    18.25     8.05   -10.78
1997    -16.12   -15.07    -2.91   -11.50    -4.77
1998     -6.24    -5.97    -8.29     4.92    -8.88
1999      4.45    -8.35   -13.74    16.64    -1.76
2000       NaN      NaN      NaN      NaN      NaN
Projections under SRES A2 scenario
2000       NaN      NaN      NaN      NaN      NaN
2001       NaN      NaN      NaN      NaN      NaN
2002       NaN      NaN      NaN      NaN      NaN
2003       NaN      NaN      NaN      NaN      NaN
2004       NaN      NaN      NaN      NaN      NaN
2005       NaN      NaN      NaN      NaN      NaN
2006       NaN      NaN      NaN      NaN      NaN
2007       NaN      NaN      NaN      NaN      NaN
2008       NaN      NaN      NaN      NaN      NaN
2009       NaN      NaN      NaN      NaN      NaN
2010       NaN      NaN      NaN      NaN      NaN
2011       NaN      NaN      NaN      NaN      NaN
2012       NaN      NaN      NaN      NaN      NaN
2013       NaN      NaN      NaN      NaN      NaN
