Frequency of Hot Nights - Model Simulations
NaN indicates insufficient data is available
Refer to accompanying documentation
Model Climatology 1970-1999
Year    Annual      NDJ      FMA      MJJ      ASO
          9.97     9.93     9.94     9.98    10.02
Timeseries (% days occurring)
Year    Annual      NDJ      FMA      MJJ      ASO
20th Century Model Run
1960       NaN      NaN      NaN      NaN      NaN
1961      2.25     1.18     3.11     1.80     1.57
1962      4.83     5.74     2.60     8.75     3.68
1963      4.11     5.59     0.98     4.41     4.40
1964      7.08     1.72     5.20     3.08     6.42
1965      5.60     3.22     8.73     3.58     0.32
1966      2.53     2.32     4.90     0.90     1.09
1967      4.36     4.02     4.97     1.58     4.89
1968      4.69     2.42     2.27     4.76     1.37
1969     14.97    14.09    14.03    18.85    13.79
1970     10.74    10.14    13.73    11.27    18.86
1971      3.13     5.52     1.11     1.52     4.09
1972      7.45     8.66     8.14     3.71     8.86
1973     10.48     3.84    14.57     9.51     4.35
1974     10.12     6.47     2.87    14.43     5.04
1975      3.80     3.94     3.17     3.96     3.20
1976     12.28     4.83     9.53     8.69    13.77
1977     12.36    13.78    12.07     8.03     4.61
1978      5.50     2.76     1.70    10.24     3.27
1979      6.73     4.31     7.30     6.04     2.57
1980     12.73    13.35    12.27    10.39     6.08
1981      9.46    16.99     6.17     7.01     4.26
1982      6.82     2.22     4.04    11.73     1.70
1983      4.58     8.38     2.45     8.20     2.25
1984      9.26     3.76    12.84     3.35     3.65
1985      3.31     3.58     2.81     3.27     2.37
1986      8.99     7.13     4.24     7.49    10.83
1987     18.37     8.88    26.40    20.30     7.85
1988      5.83     8.06     1.84     5.97     7.26
1989      4.62     8.47     0.43     1.42    15.89
1990     19.44    24.11    16.28    19.41    49.96
1991     23.89    14.84    51.92    21.80     3.29
1992      1.57     3.91     2.71     1.25     0.42
1993      2.74     8.14     1.30     2.37     7.67
1994      9.39    23.35     4.34     9.98    19.69
1995     19.96     8.05    26.74    25.32    13.71
1996     13.49    15.96    13.85    16.41    16.85
1997     14.37    11.08     7.11    24.04     3.20
1998      9.52    20.60     3.68     7.94    19.03
1999     18.27    22.67    22.47    14.51    36.05
2000     16.17    10.53    23.44    16.53     4.15
Projections under SRES A2 scenario
2000       NaN      NaN      NaN      NaN      NaN
2001       NaN      NaN      NaN      NaN      NaN
2002       NaN      NaN      NaN      NaN      NaN
2003       NaN      NaN      NaN      NaN      NaN
2004       NaN      NaN      NaN      NaN      NaN
2005       NaN      NaN      NaN      NaN      NaN
2006       NaN      NaN      NaN      NaN      NaN
2007       NaN      NaN      NaN      NaN      NaN
2008       NaN      NaN      NaN      NaN      NaN
2009       NaN      NaN      NaN      NaN      NaN
2010       NaN      NaN      NaN      NaN      NaN
2011       NaN      NaN      NaN      NaN      NaN
2012       NaN      NaN      NaN      NaN      NaN
2013       NaN      NaN      NaN      NaN      NaN
2014       NaN      NaN      NaN      NaN      NaN
2015       NaN      NaN      NaN      NaN      NaN
2016       NaN      NaN      NaN      NaN      NaN
