Percentage of total rainfall ocurring in 'heavy' rainfall events - Model Simulations
NaN indicates insufficient data is available
Refer to accompanying documentation
Model Climatology 1970-1999
Year    Annual      NDJ      FMA      MJJ      ASO
         13.32    16.39    14.16    11.02    10.17
Timeseries in anomalies relative to 1970-1999 mean (% of total rainfall)
Year    Annual      NDJ      FMA      MJJ      ASO
20th Century Model Run
1960    -13.22   -16.39      NaN      NaN      NaN
1961      1.93    -1.32    -9.55     1.78     5.44
1962      1.15    17.90    -7.40     7.29    -1.60
1963     -1.22    13.84    -8.79    -7.20     6.37
1964      2.34     2.34     1.64    -2.51     8.12
1965     -2.11    11.25     3.12    -3.09    -1.54
1966     -1.43     9.30     5.48    -2.61    -0.79
1967      3.20    -7.02    -4.56     5.75     3.73
1968      2.07     1.78     7.38     7.39    -1.35
1969     -4.04     6.00    -9.39    -3.44    -3.18
1970     -3.37    -9.15   -10.19    -4.85    -2.37
1971     -2.61    -6.57    -4.61    -0.65    -4.61
1972      0.30    -2.70     1.73     3.40    -1.96
1973     -2.17     2.31     9.24    -7.29     0.23
1974      1.94    -4.45     2.40     2.70     1.82
1975     -0.01    -1.86     7.95     0.92     0.36
1976      2.50    -4.26     5.66    -0.32    -0.17
1977      5.66    11.44    -0.55     7.98     4.60
1978      0.36     6.86    -5.94     0.92    -1.07
1979     -0.80    -8.97    -9.24    -3.00     5.22
1980     -1.74     0.11     2.66    -0.37    -3.79
1981      2.39    -1.95     5.62     0.51     5.17
1982      1.23     6.30     7.36     4.08    -2.15
1983      5.38     7.59     9.03     2.17     6.99
1984     -3.86    -6.47    -5.88    -5.37    -2.37
1985      0.44   -11.13     4.21     3.04    -1.78
1986      0.54     5.90    -0.54    -0.22     3.18
1987     -2.10    -1.02   -10.73    -2.47    -2.54
1988     -0.55    14.06    -2.18     1.30    -7.39
1989      2.76    -9.85    -7.90     7.49     0.39
1990      0.12    -7.25    -3.99    -4.88     8.46
1991     -0.41    20.76     0.56    -1.88    -0.45
1992      0.06    -2.20     5.88     1.75    -0.33
1993      0.67    -6.37    -6.96     3.38     1.38
1994     -3.17    -7.14    -5.83     2.74    -5.26
1995      1.41     8.42     5.76     5.09    -5.33
1996      2.00     7.60    -0.96    -5.26     9.04
1997     -2.65    -2.37   -10.53    -1.52    -0.36
1998     -1.87     6.03     4.25    -3.82    -2.61
1999     -2.44    -3.67    13.69    -5.57    -2.33
