Mean Temperature (Degrees C) - Observed Records - Anomalies relative to 1971-2000 mean
Refer to Accompanying Documentation
NaN indicates insufficient data is available
1970-1999 Climatology
YEAR   Annual     NDJ     FMA     MJJ     ASO
      24.1601      24.2958      25.0513      23.8608      23.4326
Timeseries in Anomalies relative to 1970-1999 mean (degrees C)
 Year  Annual     NDJ     FMA     MJJ     ASO
 1960   -0.27    0.12   -0.42   -0.34   -0.13
 1961   -0.29   -0.02   -0.26   -0.33   -0.32
 1962   -0.24   -0.38   -0.36   -0.25    0.02
 1963    0.03   -0.22   -0.40    0.32    0.41
 1964   -0.24   -0.02   -0.11   -0.36   -0.45
 1965   -0.43   -0.63   -0.62   -0.28   -0.17
 1966   -0.09   -0.12   -0.28    0.07   -0.02
 1967   -0.16   -0.07   -0.05   -0.26   -0.25
 1968   -0.13   -0.11   -0.49   -0.15    0.24
 1969    0.07   -0.04    0.26    0.01    0.04
 1970    0.07    0.01    0.19    0.02    0.05
 1971   -0.26   -0.16   -0.55   -0.08   -0.23
 1972   -0.34   -0.48   -0.54   -0.23   -0.12
 1973    0.14    0.15    0.15    0.14    0.10
 1974   -0.35   -0.34   -0.54   -0.24   -0.26
 1975   -0.41   -0.46   -0.52   -0.24   -0.41
 1976   -0.53   -0.39   -0.64   -0.63   -0.44
 1977   -0.14   -0.42   -0.04   -0.15    0.06
 1978   -0.17    0.01   -0.16   -0.30   -0.22
 1979    0.03   -0.01   -0.11    0.05    0.17
 1980    0.10    0.23    0.07   -0.02    0.12
 1981   -0.07   -0.02   -0.06   -0.11   -0.09
 1982   -0.22   -0.11   -0.13   -0.36   -0.27
 1983    0.05    0.07    0.80   -0.32   -0.33
 1984   -0.05   -0.23   -0.13   -0.02    0.17
 1985   -0.12   -0.07   -0.31   -0.16    0.05
 1986   -0.15   -0.05   -0.28   -0.07   -0.20
 1987    0.30   -0.05    0.22    0.67    0.36
 1988    0.26    0.42    0.28    0.13    0.22
 1989   -0.05   -0.19   -0.12   -0.03    0.15
 1990    0.09    0.25    0.29   -0.21    0.01
 1991    0.00    0.01   -0.07    0.17   -0.09
 1992   -0.16   -0.24    0.16   -0.22   -0.35
 1993    0.07   -0.03   -0.15    0.25    0.22
 1994    0.17    0.20    0.26    0.08    0.16
 1995    0.38    0.45    0.25    0.50    0.32
 1996    0.22    0.50    0.38    0.11   -0.11
 1997    0.00   -0.10   -0.18   -0.16    0.46
 1998    0.81    0.65    1.26    0.93    0.41
 1999    0.30    0.39    0.24    0.49    0.09
 2000    0.09    0.10    0.12    0.15   -0.02
 2001    0.12    0.05    0.17    0.19    0.08
 2002    0.24    0.17    0.19    0.48    0.11
 2003    0.43    0.38    0.14    0.59    0.62
 2004    0.40    0.55    0.70    0.08    0.27
 2005    0.28    0.42    0.39    0.04    0.25
 2006    0.35    0.47    0.26    0.35    0.33
