Mean Monthly Precipitation (mm) - Observed Records - Anomalies relative to 1971-2000 mean
Refer to Accompanying Documentation
NaN indicates insufficient data is available
1970-1999 Climatology
YEAR   Annual     NDJ     FMA     MJJ     ASO
        177.0   134.0   173.1   155.9   246.7
Timeseries in anomalies relative to 1970-1999 mean (mm)
YEAR   Annual     NDJ     FMA     MJJ     ASO
 1960    7.39  -15.61    4.61   18.19   12.52
 1961  -12.77  -47.96  -18.35  -36.42  -19.43
 1962  -58.47  -51.72  -75.75  -36.90  -79.39
 1963  -39.86  -20.86  -37.36  -17.80  -93.32
 1964  -46.55  -78.98  -11.45  -27.34  -78.31
 1965  -23.43  -24.34  -23.77  -42.50  -27.51
 1966  -10.24  -11.14  -19.45  -44.32  -21.33
 1967  -13.80  -37.81  -12.83  -20.50   -8.39
 1968  -15.60  -58.68   45.52   -6.35  -53.15
 1969  -44.29  -75.58   -4.45  -24.08 -103.99
 1970   -9.25  -46.94  -43.55   -4.94   34.70
 1971   11.67   -2.65    1.19    2.05   28.61
 1972   -3.52  -23.28  -29.56  -19.56  -13.16
 1973   -9.13  -14.18  -12.98  -16.57  -69.02
 1974   -6.77  -18.76  -17.81   -4.83  -13.62
 1975  -20.76  -16.76  -34.74  -30.60  -52.50
 1976  -12.74   11.36  -16.24  -54.05  -25.91
 1977  -19.36   -5.81  -29.53  -87.84   -2.62
 1978  -11.14  -46.10   16.14  -26.84  -43.15
 1979  -14.11  -22.37  -10.86    9.45  -62.12
 1980   -1.58    3.58  -32.23  -24.12   -1.90
 1981  -11.73  -21.15   -0.98  -17.35  -21.07
 1982    1.41   11.98  -27.63  -20.27   21.95
 1983  -61.67  -37.92  -74.33  -54.55  -79.86
 1984   14.14   -8.73  -12.37   50.55   22.23
 1985    4.89  -18.96   -2.17   14.69   23.66
 1986    1.99   -5.98   -4.30    1.36    5.31
 1987   -8.97  -31.25   -4.24  -10.21    0.28
 1988   16.29  -25.63   -8.78   82.09   14.05
 1989  -25.46  -21.49  -46.01  -14.53  -19.81
 1990  -15.92  -44.13  -67.21   23.92   10.27
 1991   -3.12   10.23    3.38   -2.83  -67.24
 1992  -25.12  -48.78  -19.05  -36.69  -34.51
 1993   -9.90  -20.36  -26.89  -23.01  -22.95
 1994   14.37   20.08  -12.34  -11.79   34.36
 1995   -4.68  -31.05   13.33  -32.92   22.19
 1996    9.10  -15.52   47.08    7.24  -48.61
 1997  -27.13  -80.02  -13.90  -17.38  -20.63
 1998  -15.67    6.94  -66.16  -22.73   19.27
 1999   -7.25   11.92   37.63  -12.18  -71.41
 2000  -31.75   -4.33  -68.61  -56.38  -48.29
 2001   -5.51   24.09  -44.04   68.23  -70.33
 2002   -4.92  -28.30   38.51   13.71  -43.58
 2003  -29.20   -0.01  -45.25  -19.40  -52.13
 2004   -9.58   30.48  -43.11  -59.08   33.41
 2005  -48.24  -14.29  -65.12  -71.44  -42.12
 2006   -8.61  -41.46   15.49    8.56  -17.04
