Mean Temperature (Degrees C) - Observed Records - Anomalies relative to 1971-2000 mean
Refer to Accompanying Documentation
NaN indicates insufficient data is available
1970-1999 Climatology
YEAR   Annual     NDJ     FMA     MJJ     ASO
      24.0284      24.2477      25.0352      23.6647      23.1658
Timeseries in Anomalies relative to 1970-1999 mean (degrees C)
YEAR   Annual     NDJ     FMA     MJJ     ASO
1960    -0.14    0.49   -0.18   -0.23   -0.22
1961    -0.25   -0.10   -0.09   -0.27   -0.53
1962    -0.39   -0.38   -0.37   -0.33   -0.48
1963    -0.12   -0.32   -0.30    0.18   -0.04
1964    -0.48   -0.18   -0.18   -0.57   -1.00
1965    -0.68   -0.97   -0.84   -0.48   -0.42
1966    -0.37   -0.33   -0.52   -0.14   -0.48
1967    -0.26   -0.21   -0.29   -0.25   -0.30
1968    -0.15   -0.28   -0.54    0.03    0.18
1969     0.21    0.05    0.38    0.32    0.08
1970     0.10    0.08    0.38    0.04   -0.09
1971    -0.09    0.05   -0.19    0.00   -0.22
1972    -0.17   -0.36   -0.29   -0.01   -0.01
1973     0.30    0.20    0.26    0.52    0.22
1974    -0.30   -0.30   -0.43   -0.20   -0.26
1975    -0.35   -0.38   -0.45   -0.12   -0.46
1976    -0.46   -0.30   -0.44   -0.57   -0.51
1977    -0.19   -0.44   -0.07   -0.28    0.01
1978    -0.21    0.09   -0.21   -0.33   -0.40
1979     0.01   -0.11    0.01    0.02    0.13
1980     0.06    0.14    0.08   -0.01    0.03
1981    -0.00   -0.00   -0.06   -0.04    0.09
1982    -0.14   -0.01   -0.17   -0.39   -0.00
1983     0.06    0.09    0.34   -0.19    0.01
1984    -0.11   -0.32   -0.21   -0.04    0.11
1985    -0.09   -0.09   -0.21   -0.17    0.11
1986    -0.14   -0.19   -0.14   -0.16   -0.09
1987     0.29   -0.06    0.20    0.43    0.58
1988     0.26    0.33    0.31    0.24    0.18
1989    -0.07   -0.05   -0.27    0.01    0.02
1990     0.08   -0.06    0.08    0.10    0.22
1991     0.07    0.11    0.09    0.17   -0.08
1992    -0.09    0.02    0.13   -0.27   -0.23
1993    -0.11    0.00   -0.41   -0.01   -0.04
1994    -0.01    0.12   -0.09   -0.05   -0.03
1995     0.21    0.22    0.29    0.24    0.08
1996     0.02    0.07    0.08    0.13   -0.22
1997     0.06   -0.06    0.04   -0.14    0.39
1998     0.72    0.71    1.08    0.73    0.37
1999     0.30    0.49    0.29    0.33    0.10
2000     0.09    0.11    0.09    0.14    0.01
2001     0.07    0.09    0.02    0.01    0.18
2002     0.25    0.27    0.20    0.28    0.23
2003     0.30    0.30    0.29    0.21    0.39
2004     0.24    0.37    0.16    0.08    0.37
2005     0.43    0.47    0.75    0.14    0.35
2006     0.35    0.47    0.26    0.35    0.33
