Mean Monthly Precipitation (mm) - Observed Records - Anomalies relative to 1971-2000 mean
Refer to Accompanying Documentation
NaN indicates insufficient data is available
1970-1999 Climatology
YEAR   Annual     NDJ     FMA     MJJ     ASO
        177.0   134.0   173.1   155.9   246.7
Timeseries in anomalies relative to 1970-1999 mean (mm)
YEAR   Annual     NDJ     FMA     MJJ     ASO
 1960    7.39  -15.61    4.61   18.19   12.52
 1961   -4.63  -23.03    3.41  -25.75   -7.16
 1962   -4.50   -4.19    5.86   10.22  -33.17
 1963   -1.29   24.19    4.01   25.00  -61.65
 1964   -9.47  -16.64   19.94  -16.01  -28.46
 1965    3.33   27.02   10.59  -15.06  -12.53
 1966    8.54    2.58   15.57   23.94  -11.22
 1967    9.76   -0.97   -0.98   25.21   12.50
 1968    1.12   -4.13   48.06   -1.78  -40.97
 1969    3.49    2.05   40.08  -10.61  -20.83
 1970   14.11   -1.89   10.89    4.30   39.84
 1971   18.75   -0.54   14.23   15.36   42.64
 1972   -3.22  -10.43   -4.89   -4.40    3.55
 1973   -5.83    9.46    4.61   -0.96  -39.73
 1974    2.20   -5.40   13.37   -0.55   -1.90
 1975  -15.47   -5.11   -7.82  -18.22  -34.04
 1976    2.10   24.75    8.41  -22.52   -5.54
 1977   15.37   51.32  -12.70  -26.90   46.45
 1978   -3.44  -23.58   33.97  -13.21  -14.25
 1979    0.49   -6.05   24.74   41.61  -44.05
 1980    2.71   19.23  -19.36  -12.82   23.79
 1981  -10.37  -16.77    5.08  -11.13  -18.65
 1982    2.79   17.79  -20.87  -10.78   24.99
 1983  -51.28  -31.30  -59.79  -41.37  -72.67
 1984   19.94   -3.19   -9.94   60.19   32.69
 1985    8.14  -11.66   -0.99   15.12   30.09
 1986    5.12    4.77    1.48    7.77    6.46
 1987   -4.86  -22.27    7.98   -6.81    1.65
 1988   20.92  -15.22   -7.07   85.70   20.25
 1989  -15.00   -7.31  -32.83  -10.45   -9.40
 1990   -8.22  -22.96  -66.70   30.14   26.64
 1991    4.79   28.88   38.37    3.75  -51.83
 1992  -19.09  -28.38    0.23  -23.72  -24.52
 1993   -5.05    0.26   -0.31  -16.83   -3.33
 1994   22.03   49.50   -4.83    3.02   40.44
 1995   -2.87  -21.62   13.56  -28.29   24.85
 1996    9.69   -9.37   55.87   17.75  -25.50
 1997  -18.60  -46.36   -8.83  -10.75   -8.45
 1998   -5.03   12.50  -58.46  -15.40   41.24
 1999    6.93   54.66   40.16    3.12  -70.23
 2000  -22.23    2.80  -30.98  -38.20  -22.55
 2001   -5.51   24.09  -44.04   68.23  -70.33
 2002   -4.92  -28.30   38.51   13.71  -43.58
 2003  -29.20   -0.01  -45.25  -19.40  -52.13
 2004   -9.58   30.48  -43.11  -59.08   33.41
 2005  -48.24  -14.29  -65.12  -71.44  -42.12
 2006   -8.61  -41.46   15.49    8.56  -17.04
