Mean Monthly Precipitation (mm) - Observed Records - Anomalies relative to 1971-2000 mean
Refer to Accompanying Documentation
NaN indicates insufficient data is available
1970-1999 Climatology
       Annual     NDJ     FMA     MJJ     ASO
        180.2   137.8   175.5   153.3   254.3
Timeseries in anomalies relative to 1970-1999 mean (mm)
YEAR   Annual     NDJ     FMA     MJJ     ASO
1960      NaN     NaN     NaN     NaN     NaN
1961     5.69  -47.96   25.88  -36.42   15.24
1962    22.89   27.87   44.53   30.01  -10.84
1963    25.24   68.15   26.02   44.12  -37.34
1964    12.08    9.39   33.49    0.94    4.51
1965    19.09   35.49   29.05    8.90    2.93
1966    19.71  -11.14   34.76   76.56  -21.33
1967    20.83    4.24  -12.83   52.16   39.74
1968    12.14   19.36   49.42    6.98  -27.20
1969    27.05   18.32   65.25   -4.74   29.37
1970    29.32   19.48   40.84    8.93   48.05
1971    11.67   -2.65    8.47   12.24   28.61
1972    -2.97    3.32    9.06  -11.09  -13.16
1973    -9.13  -14.18   -1.76   -8.58  -11.99
1974    -6.77   -4.58  -17.81   -1.06   -3.64
1975   -20.76  -15.47    4.24  -19.30  -52.50
1976    13.00   11.36   22.77   -4.69   22.55
1977    35.81   85.49  -29.53    0.45   86.84
1978   -11.14  -43.36   38.74    3.19  -43.15
1979   -14.11  -22.37   18.59    9.45  -62.12
1980    -1.58    3.58   -6.49   -1.52   -1.90
1981   -11.73  -12.38   -0.98  -17.35  -16.23
1982     1.41   11.98  -14.11  -20.27   28.03
1983   -40.90  -24.69  -45.26  -28.18  -65.48
1984    25.74    2.34  -12.37   69.83   43.15
1985     4.89  -18.96    0.19   14.69   23.66
1986     1.99   -5.98    7.26    1.36    5.31
1987    -0.75  -13.28   20.20  -10.21    0.28
1988    25.54   -4.80   -8.78   89.31   26.45
1989    -4.54    6.86  -19.65   -6.37    1.01
1990    -0.52   -1.79  -67.21   23.92   43.00
1991    12.71   47.53   73.37   -2.83  -67.24
1992   -13.07   -7.97  -19.05  -10.74  -14.53
1993    -9.90   20.88  -26.89  -10.66  -22.95
1994    14.37   20.08    2.68  -11.79   46.51
1995    -4.68  -31.05   13.80  -23.65   22.19
1996     9.10  -15.52   47.08    7.24   -2.39
1997   -10.06  -12.70  -13.90  -17.38    3.74
1998   -15.67    6.94  -66.16  -22.73   19.27
1999    -7.25   11.92   42.68  -12.18  -71.41
2000   -31.75    9.93  -68.61  -20.02  -48.29
2001    -5.51   24.09  -44.04   68.23  -70.33
2002    -4.92  -28.30   38.51   13.71  -43.58
2003   -29.20   -0.01  -45.25  -19.40  -52.13
2004    -9.58   30.48  -43.11  -59.08   33.41
2005   -48.24  -14.29  -65.12  -71.44  -42.12
2006    -8.61  -41.46   15.49    8.56  -17.04
