Mean monthly rainfall (mm) - Model Simulations
Refer to Accompanying Documentation
NaN indicates insufficient data is available
Model Climatology 1970-1999
 Year  Annual     JFM     AMJ     JAS     OND
        139.4    29.7   180.6   265.9    81.5
Timeseries in anomalies relative to 1970-1999 mean (mm per month)
20th Century Model Run
 1960   21.57    0.11   63.71   10.68   11.79
 1961    5.78    0.99   26.10   -8.82    4.87
 1962    4.32    2.87  -43.16   27.74   29.84
 1963   14.15    0.69   -5.66   55.66    5.91
 1964  -30.38   -0.12  -26.39  -71.60  -23.42
 1965   18.07    0.12   20.47   31.23   20.45
 1966   10.35    6.63   -3.60   23.44   14.95
 1967   11.69    7.00   -4.38   60.38  -16.23
 1968    0.80    2.70   49.06  -26.07  -22.46
 1969  -17.79   -1.08  -11.55  -18.99  -39.53
 1970   25.71  -12.44   35.95   51.87   27.45
 1971  -14.23   -8.92  -14.33  -25.65   -8.02
 1972   17.53    0.55   -7.77   59.45   17.91
 1973  -12.20    4.93  -42.51  -21.03    9.80
 1974  -15.93    3.32  -62.55  -19.88   15.38
 1975   -3.86    7.64    6.89   -4.69  -25.27
 1976   33.71    5.76   43.02   69.94   16.13
 1977  -17.20   12.60  -43.09  -11.69  -26.62
 1978  -11.88   11.10   14.84  -46.07  -27.40
 1979  -19.07    9.89  -57.20  -12.86  -16.11
 1980  -18.63    5.19  -33.91  -50.87    5.06
 1981   18.49   -8.86   41.33   31.64    9.84
 1982   -0.01   -3.74   27.02   -5.03  -18.30
 1983   21.30  -14.60   26.60   36.39   36.80
 1984  -20.41   -5.46  -56.63   -2.26  -17.28
 1985  -15.95  -14.07  -29.42   11.78  -32.11
 1986    7.52    3.24   26.90    7.42   -7.49
 1987    2.70   -0.73   35.59   -4.41  -19.67
 1988   17.85   15.08   59.74   -7.00    3.58
 1989   -2.51   -6.60  -41.56   32.47    5.64
 1990   24.85    1.49    4.20   75.73   17.98
 1991   -7.97   11.70   24.54  -90.38   22.27
 1992   -4.80   -4.38   24.86  -29.32  -10.35
 1993    1.16    9.01  -23.35  -11.38   30.37
 1994   -3.75  -10.05   -0.43    8.57  -13.08
 1995    1.33  -10.30   18.49    4.63   -7.49
 1996   22.17   -1.98   10.73   89.97  -10.04
 1997  -19.21    6.15  -62.17  -34.42   13.61
 1998  -17.38   -5.31   23.97  -95.44    7.28
 1999   10.69   -0.19   50.23   -7.46    0.16
 2000   35.40    6.45   38.53   59.37   37.26
Projections under SRES A2 scenario
 2000     NaN     NaN     NaN     NaN     NaN
 2001   41.70    5.77   62.27  102.69   -3.95
 2002   44.56    7.67   71.60   79.88   19.08
 2003   11.45   -5.47   30.03   35.31  -14.07
 2004   18.93   12.57   -5.89   60.58    8.45
 2005    3.78    7.07   -2.14   -0.45   10.62
 2006   10.29  -13.09   25.50   40.44  -11.70
 2007    1.73    1.62   25.24  -13.15   -6.78
 2008    1.37  -10.85   46.70  -24.05   -6.33
 2009   38.38  -10.82   39.04   63.69   61.61
 2010  -10.39   -8.44  -11.91  -19.08   -2.11
 2011  -15.21   -7.35    7.47  -51.17   -9.79
 2012  -32.17  -11.84  -60.45  -35.13  -21.26
 2013   27.88   11.52   42.23   46.55   11.24
 2014    1.03  -11.31   20.27   -7.29    2.46
 2015   -4.74   -8.40  -16.92   16.10   -9.76
 2016    6.87    3.33    1.06   29.26   -6.15
 2017   18.28    4.08   81.02   -2.46   -9.54
 2018   -9.83   -3.94  -54.98   14.36    5.25
 2019   24.77   -3.99   84.33   51.52  -32.79
 2020   -1.44   43.14  -22.07  -32.56    5.75
 2021   -4.04   -7.79   -9.13   16.70  -15.93
 2022  -14.55  -13.58  -39.57   -8.53    3.46
 2023  -25.48    4.16  -23.45  -77.93   -4.68
 2024   18.85    2.32  -10.02  102.71  -19.60
 2025   17.14   -2.50   27.73   35.86    7.47
 2026  -14.00    0.02  -10.77  -52.26    7.00
 2027   -4.69   -0.57   -5.00  -19.06    5.88
 2028   27.78   -5.06   39.83   68.79    7.53
 2029  -17.16    1.35  -14.70  -34.79  -20.50
 2030    6.01    4.58   24.83  -23.17   17.79
 2031   18.59   -5.05   31.28   67.29  -19.15
 2032   35.24   -0.99   82.58   61.46   -2.08
 2033   -6.01   -8.01   12.69  -13.54  -15.18
