Mean monthly rainfall (mm) - Model Simulations
Refer to Accompanying Documentation
NaN indicates insufficient data is available
 2047  -10.90  -10.62  -29.08  -61.66   -8.22
 2048  -22.14   -9.48  -47.68  -80.68  -13.07
 2049  -45.58  -12.27  -47.42 -102.73  -39.90
 2050  -16.81  -10.49  -33.68  -52.11  -23.78
 2051  -17.33  -11.89  -31.83  -45.23  -37.16
 2052  -26.05  -13.94  -46.63  -76.25  -26.75
 2053  -45.23  -26.93  -47.11 -137.25  -10.99
 2054  -20.43   -8.49  -22.62  -94.82  -14.61
 2055  -18.85  -19.68  -51.71  -78.89  -20.80
 2056  -25.54  -12.90  -44.97  -68.43  -25.76
 2057  -27.48   -7.12  -64.57  -24.55  -17.23
 2058  -20.17  -11.15  -25.20  -83.67  -16.63
 2059  -47.00  -11.03  -50.62 -111.76  -23.80
 2060  -18.30  -10.12  -60.78  -43.85  -10.28
 2061   -9.59  -15.78  -38.17  -48.98  -12.82
 2062  -33.51  -10.09  -23.55 -103.01  -19.59
 2063  -15.69  -12.92  -29.33  -22.16   -7.74
 2064  -38.52  -14.66  -45.18  -74.00  -34.37
 2065  -24.92  -16.45  -17.29  -88.68   -8.71
 2066  -22.35  -19.40  -22.08  -50.24  -30.89
 2067  -19.53   -9.16  -78.74  -57.24  -45.23
 2068  -19.55  -17.74  -27.86  -41.24  -13.05
 2069  -20.72   -9.23  -38.70  -46.83  -10.63
 2070  -25.47  -15.05  -44.60  -41.88  -26.70
 2071  -12.18  -15.05  -42.26  -20.90  -18.33
 2072  -25.79  -20.32  -79.30  -77.91  -18.41
 2073  -23.34  -11.69 -105.11  -53.34  -22.16
 2074  -21.10  -10.77  -74.60  -41.05   -1.14
 2075  -42.42  -13.57  -65.24 -110.03  -35.67
 2076  -19.83   -8.22  -66.71  -36.04  -27.12
 2077  -11.24  -15.67  -64.51  -34.24  -17.57
 2078  -32.50  -11.55  -43.94  -93.96  -20.99
 2079  -39.77   -8.68  -88.27  -79.33  -14.72
 2080  -26.79   -7.77  -44.84  -53.94  -26.10
 2081  -24.47   -9.48  -40.82 -103.59  -10.62
 2082  -39.52  -15.40  -48.55 -122.49  -22.99
 2083  -28.34  -12.84  -39.22  -99.78  -31.95
 2084  -26.68  -14.19  -40.67 -102.40  -28.55
 2085  -39.92  -14.62  -46.38  -86.95  -34.81
 2086  -28.98  -10.84  -37.17  -79.92  -23.79
 2087  -40.71  -12.66  -89.74  -98.50   -5.18
 2088  -40.57  -14.61  -39.22 -130.74  -31.31
 2089  -32.10   -9.27  -53.73  -57.42  -19.95
 2090  -28.68  -10.96  -60.14 -133.89  -10.07
 2091  -36.86  -12.64  -75.35 -115.98  -25.96
 2092  -29.07  -12.12  -45.53  -90.90  -13.08
 2093  -21.70  -12.71  -57.51  -63.30  -14.81
 2094  -39.85  -14.01  -89.35 -129.42  -20.89
 2095  -35.14   -9.81  -62.61 -111.73  -19.12
 2096  -27.22  -13.99  -35.43  -66.24  -28.30
 2097  -58.21  -12.49  -66.92 -137.65  -25.37
 2098  -36.81  -26.74  -79.65  -71.21  -33.50
 2099  -25.25  -11.92  -75.67  -63.53  -10.24
 2100  -31.75  -15.53  -29.16 -116.14  -18.13
Projections under SRES A1B scenario
 2000  -15.85   -1.85  -23.08  -47.16  -24.18
 2001  -30.74  -10.96  -43.95  -63.54  -28.42
 2002  -11.84  -11.82  -23.20  -39.64  -20.00
 2003  -12.16   -8.37  -25.31  -51.96   -8.04
 2004  -14.46   -8.47  -61.90  -46.44  -21.58
 2005  -11.86   -9.81  -51.01  -46.12  -11.34
 2006  -26.99  -21.77  -49.38 -114.19  -34.51
 2007  -14.58  -11.58  -50.00  -35.81  -14.73
 2008  -20.73  -11.29  -41.95  -57.36  -17.50
 2009   -6.58  -15.42  -20.16  -15.26  -26.95
 2010  -13.30  -22.05  -34.99  -38.05  -25.67
 2011  -17.75   -4.10  -89.17  -63.89  -20.17
 2012  -37.72   -5.15  -68.33  -93.48  -18.73
 2013   -9.23  -11.13  -37.50  -36.90  -16.15
 2014   -8.21  -13.84  -37.50  -27.26  -26.94
 2015  -17.57  -25.27  -49.48  -29.12  -30.49
 2016  -14.32  -12.82  -39.55  -27.24  -21.48
 2017  -35.69   -9.92  -53.76  -62.02  -24.26
 2018  -22.82  -12.13  -52.37  -42.25  -25.55
 2019   -9.22  -13.16  -19.56  -50.44  -19.92
 2020  -28.54  -14.08  -30.88  -91.55   -9.54
 2021  -14.29  -12.49  -19.13  -50.36  -25.33
 2022   -9.34  -13.58  -33.50  -26.03  -12.11
 2023   -6.13  -12.86  -25.17  -59.69   -4.61
 2024  -31.83  -17.99  -32.18  -66.65  -18.02
 2025  -11.30  -12.60  -47.95  -49.53  -24.23
 2026  -19.03  -13.66  -61.46  -28.01  -15.88
 2027  -28.17  -11.74  -52.68  -65.42  -39.26
 2028  -15.74  -13.38  -46.96  -44.55  -18.28
 2029  -39.73  -19.53  -76.93  -74.62  -31.44
 2030  -25.13  -16.69  -85.17  -47.07  -28.95
 2031  -10.52  -14.20  -50.94  -17.19  -18.64
 2032  -13.56  -15.31  -51.70  -34.71  -11.54
 2033  -55.82  -12.94  -68.00  -82.68  -59.78
 2034  -18.81  -11.40  -22.04  -33.08  -19.45
 2035  -28.68  -11.05  -53.21  -39.75  -33.02
 2036  -10.15  -11.79  -36.39  -26.87  -15.90
 2037  -19.34  -10.95  -44.11  -26.27  -26.35
 2038  -13.22  -16.33  -35.02  -28.60  -18.69
 2039  -23.27  -10.75  -61.08  -85.50  -31.07
 2040  -10.65   -9.54  -75.07  -30.53  -28.08
 2041   -8.65   -9.97  -26.31  -25.48  -21.82
 2042  -15.89  -16.76  -31.02  -46.68  -50.21
 2043  -19.60  -10.75  -50.19  -49.74  -31.30
 2044  -13.56   -9.62  -74.86  -18.85  -30.24
 2045  -15.58  -11.17  -28.65  -66.36  -29.01
 2046  -35.44  -21.32  -30.13  -97.31  -27.83
 2047  -11.61   -7.36  -55.30  -72.08   -5.25
 2048  -33.70  -10.76  -42.80 -133.71  -13.81
 2049  -16.94  -13.11  -67.23  -50.98  -30.60
 2050  -23.16  -13.18  -48.01  -69.38  -31.13
 2051  -30.67  -15.93  -47.25  -51.09  -24.34
 2052   -8.56  -25.20  -31.67  -40.72  -15.85
 2053  -10.36   -8.53  -28.29  -28.02  -21.41
 2054  -27.78  -10.82  -61.77  -75.41  -30.68
 2055  -19.09   -8.21  -37.13  -40.98  -23.43
 2056  -18.29  -11.81  -19.99  -57.08  -14.58
 2057  -29.13  -12.75  -58.64  -47.33  -32.12
 2058  -38.44  -14.68  -74.31  -99.39  -24.38
 2059   -8.26  -20.21  -56.03  -28.63  -11.99
 2060  -27.49  -17.60  -51.50  -66.35  -28.93
 2061  -21.95  -11.97  -52.45  -57.52  -32.74
 2062  -27.36   -8.08  -66.45  -81.26  -47.07
 2063  -27.00  -14.84  -38.06  -76.98  -18.53
 2064  -26.63   -8.18  -55.13  -49.04  -41.56
 2065  -17.57  -11.62  -61.51  -44.83  -28.63
 2066  -16.63  -18.91  -47.64  -44.34  -15.78
 2067  -20.88  -13.40  -51.91  -28.94   -9.94
 2068  -26.70  -10.31  -47.63  -42.02  -43.49
 2069  -27.21  -12.32  -44.91  -75.13  -33.05
 2070  -27.40  -12.23  -50.50  -58.83  -32.04
 2071  -23.44  -12.94  -29.30  -54.07  -28.37
 2072  -18.23  -11.90  -60.77  -58.75  -19.23
 2073  -44.25  -10.45  -44.15 -101.99  -24.82
 2074  -29.53   -9.23  -47.57  -87.80  -22.81
 2075  -34.04   -8.53  -76.12  -45.34  -21.37
 2076  -11.79  -10.96  -32.42  -34.35  -19.96
 2077  -24.90  -14.86  -39.95  -89.56  -26.79
 2078  -21.56  -11.79  -41.59  -36.91   -7.87
 2079  -33.59  -17.21  -71.79  -62.68   -6.57
 2080  -26.19  -12.53  -59.40  -59.86  -20.04
 2081  -23.43  -17.42  -41.59  -60.93  -42.96
 2082  -14.84  -10.32  -26.64  -78.58  -17.82
 2083  -35.65  -13.34  -58.91  -63.93  -35.72
 2084  -31.13  -16.23  -69.29  -96.36  -21.72
 2085  -27.46  -11.05  -63.79  -41.51  -16.09
 2086  -13.01   -7.43  -50.01  -45.72  -41.34
 2087  -29.39  -11.88  -35.11  -74.72  -24.52
 2088  -14.27  -11.46  -43.00  -75.65  -40.65
 2089  -20.84  -10.40  -42.24  -71.42  -31.58
 2090  -31.54  -16.55  -75.77  -97.49  -19.53
 2091  -39.78  -10.49  -82.26  -49.78  -18.89
 2092  -42.36  -12.58  -61.11 -110.45  -15.08
 2093  -39.01  -15.97  -32.14 -132.45  -21.95
 2094  -38.61  -15.25  -77.93 -107.23  -22.95
 2095  -26.10  -18.40  -55.34  -74.93  -24.38
 2096  -26.82  -11.51  -46.74  -98.10  -21.90
 2097  -44.51  -11.06  -62.26  -78.56  -26.17
 2098  -27.10  -14.49  -67.00  -56.85  -19.14
 2099  -47.34  -13.42  -66.99 -155.20  -17.32
 2100  -34.91  -14.46  -91.39  -47.70  -23.42
Projections under SRES B1 scenario
 2000  -15.87  -12.40  -23.08  -47.16   -9.36
 2001  -15.07  -12.70  -67.28  -37.56  -22.46
 2002  -23.28  -12.33  -69.68  -33.91  -26.22
 2003   -6.15  -15.85  -47.01  -11.21  -13.06
 2004  -15.21  -17.73  -51.40  -44.62  -27.72
 2005  -17.72  -13.52  -55.02  -20.96  -21.47
 2006  -18.39   -7.22  -25.61  -33.12  -16.92
 2007  -19.56   -5.09   -6.19  -88.69  -24.51
 2008  -19.39  -10.16  -50.53  -23.34  -30.40
 2009   -7.35   -9.13  -16.88  -37.00  -13.91
 2010  -30.54  -18.88  -34.06  -79.37  -19.32
 2011  -18.41   -9.29  -45.30  -27.78  -17.84
 2012  -23.58  -24.34  -44.49  -44.65  -40.02
 2013  -16.76  -10.18  -67.39  -17.93  -25.09
 2014  -16.45  -14.50  -71.41  -36.16  -20.05
 2015  -28.56  -11.58  -56.05  -50.88  -29.58
 2016   -8.18   -8.11  -37.34  -27.54  -16.04
 2017  -15.79   -4.33  -40.43  -28.69  -18.74
 2018  -22.98  -14.76  -45.52  -54.46  -23.34
 2019  -21.68  -18.80  -41.16  -86.40  -18.00
 2020  -25.11  -10.24  -68.29  -48.22  -30.62
 2021   -9.77  -19.17  -59.29  -25.40  -19.68
 2022  -14.25   -1.93  -35.03  -35.57  -27.51
 2023  -11.53  -16.39  -28.44  -58.05  -25.16
 2024  -19.04  -16.67  -35.88  -35.54  -32.98
 2025  -16.76  -14.02  -25.40  -22.77  -50.24
 2026  -15.97  -16.45  -68.52  -47.31  -17.87
 2027   -9.59  -11.60  -32.27  -25.43  -21.27
 2028  -17.56   -8.45  -89.61  -27.21  -11.45
 2029  -35.68  -13.38  -41.81  -73.18  -16.35
 2030  -22.88  -16.41  -28.18  -73.53   -9.49
 2031  -19.37  -19.31  -34.80  -56.47  -29.75
 2032  -22.85  -11.59  -68.84  -29.57  -39.65
 2033  -17.31  -10.00  -54.86  -43.48  -14.63
 2034  -23.10  -13.85  -44.56  -64.25  -11.34
 2035  -41.33  -25.61  -73.70  -86.92  -23.63
 2036  -22.79  -12.84  -75.53  -54.34  -18.09
 2037  -17.12  -11.46  -38.87  -32.44  -51.23
 2038  -20.74  -14.84  -42.77  -51.22  -20.76
 2039   -9.50  -12.49  -40.19  -22.23  -29.72
 2040  -12.40   -5.11  -21.08  -34.91  -12.75
 2041  -13.66  -14.25  -33.26  -35.12  -25.20
 2042  -14.97  -11.91  -41.37  -40.70  -11.78
 2043  -33.84  -13.47  -24.05  -95.01  -27.87
 2044  -24.73  -15.83  -64.79  -49.61  -17.62
 2045  -23.00  -18.67  -57.35  -41.74  -23.56
 2046  -35.18  -10.25  -36.62  -59.54  -44.24
 2047  -15.75  -13.16  -48.04  -25.23   -8.78
 2048  -26.73   -9.21  -45.81  -41.45  -23.17
 2049  -15.19  -12.00  -54.97  -43.46  -22.29
 2050  -20.66   -7.01  -58.14  -39.27  -20.21
 2051  -17.19  -18.52  -34.32  -60.78  -16.68
 2052  -12.58   -7.63  -18.50  -35.01  -17.04
 2053  -26.97  -14.07  -37.47  -77.83   -8.23
 2054  -28.24  -13.53  -54.21  -27.33  -46.24
 2055  -20.87  -16.20  -34.66  -50.94  -10.83
 2056  -23.95  -11.81  -78.08  -79.14  -31.48
 2057  -14.38  -13.23  -53.85  -32.06  -55.40
 2058  -21.58  -14.32  -61.31  -47.97  -12.39
 2059   -9.39  -10.96  -17.30  -43.23  -21.68
 2060  -24.16  -14.53  -54.92  -79.17  -21.02
 2061  -16.05   -9.56  -29.73  -48.65  -31.47
 2062  -24.45  -17.49  -64.78  -48.06  -12.12
 2063  -24.94  -14.45  -53.60  -60.11  -12.73
 2064  -17.76   -7.16  -29.69 -116.08  -24.26
 2065  -25.27  -13.04  -67.15  -50.00  -13.75
 2066  -19.39   -8.50  -57.09  -15.97  -16.77
 2067   -6.71  -12.47  -20.48  -72.36  -10.45
 2068   -9.66  -11.02  -50.61  -72.74  -33.97
 2069  -18.78   -8.75  -34.25  -43.80  -25.04
 2070  -23.41  -13.89  -88.34  -25.64  -20.11
 2071  -25.18   -8.32  -47.34  -80.02  -32.06
 2072   -7.74  -11.91  -21.08  -41.19  -19.83
 2073  -11.07  -10.74  -18.27  -52.27  -15.82
 2074  -16.24   -9.37  -55.03  -26.04  -21.01
 2075  -17.10  -15.32  -27.33  -61.45  -10.22
 2076  -22.74   -7.38  -28.07  -89.21  -17.84
 2077  -22.56   -9.57  -47.86  -42.47  -19.41
 2078  -10.69  -10.05  -30.31  -27.08  -35.65
 2079  -25.39  -14.70  -61.22  -94.49  -16.92
 2080  -51.50  -16.67  -59.49 -108.31  -24.20
 2081  -29.44   -9.65  -57.68  -57.29  -22.92
 2082  -10.33  -13.25  -43.89  -53.95  -20.75
 2083  -29.96  -12.25  -40.93  -26.99  -45.15
 2084  -23.13  -11.04  -31.29  -46.13  -54.16
 2085  -17.82   -8.85  -76.32  -44.43   -8.57
 2086  -10.76  -14.01  -26.45  -62.40  -17.43
 2087  -31.97  -12.61  -55.84  -78.23  -24.55
 2088  -13.42  -16.53  -25.95  -37.62  -26.04
 2089  -25.64   -9.93  -47.24  -76.97  -11.82
 2090  -22.89  -11.33  -40.65  -72.09  -14.61
 2091  -16.22  -16.06  -25.27  -41.19  -22.15
 2092  -14.39  -19.44  -44.39  -67.62  -36.25
 2093  -16.91  -17.44  -51.80  -40.51  -35.05
 2094  -10.67  -14.41  -28.83  -31.89   -7.13
 2095  -39.04  -11.25  -69.00 -124.44  -31.57
 2096  -21.11   -9.68  -64.43  -53.28  -27.54
 2097  -29.13  -11.20  -79.57  -37.05  -14.07
 2098  -13.00   -7.63  -45.50  -60.68  -13.92
 2099  -32.12   -9.38  -69.83  -60.35  -51.23
 2100   -7.37  -16.78  -23.08  -14.58  -29.22
