Mean monthly rainfall (mm) - Model Simulations
Refer to Accompanying Documentation
NaN indicates insufficient data is available
 2034   -3.83   -1.92   -7.87   36.81  -42.34
 2035   18.59    0.17   68.48   15.02   -9.30
 2036   -2.80   -1.06   -5.60  -14.88   10.36
 2037  -36.55    0.87  -32.74  -90.03  -24.31
 2038    6.95   -0.50   70.88  -14.09  -28.50
 2039    5.36    1.41   -7.43   25.62    1.83
 2040   -7.72   -1.18   -1.77  -36.11    8.19
 2041  -15.67   -0.05  -26.69  -80.30   44.35
 2042   -8.34    1.70   30.35  -88.98   23.59
 2043  -13.13    1.95  -20.47   -2.62  -31.38
 2044  -20.95   -0.74  -49.40  -36.02    2.36
 2045   -3.81   -0.93  -35.50  -25.54   46.72
 2046   -0.72    4.18   52.27  -77.19   17.88
 2047  -18.90    0.52  -47.36  -36.72    7.95
 2048  -39.05   -2.54  -44.51  -78.78  -30.36
 2049   -6.90    0.31    3.12   -9.12  -21.93
 2050   -8.01    0.72    0.89  -19.21  -14.44
 2051    2.10    0.14   38.24   -7.48  -22.51
 2052  -12.18    5.55  -21.07  -14.44  -18.78
 2053   -7.30    0.92    7.89  -32.36   -5.63
 2054  -10.19    0.40   -5.23  -70.16   34.22
 2055   -0.59   -0.74    0.15    6.31   -8.06
 2056   -7.63   -0.73  -32.28   -8.24   10.74
 2057  -23.26   -1.89  -43.83  -39.73   -7.59
 2058    2.28    0.37    9.72   27.51  -28.50
 2059   16.76    1.09   24.92    6.44   34.56
 2060   -4.94    0.21   13.05  -15.38  -17.62
 2061  -16.31    1.84  -20.38  -39.24   -7.44
 2062   -6.98   -0.24  -55.27  -36.77   64.37
 2063  -35.17   -2.87  -39.28  -97.90   -0.61
 2064  -28.53    1.99  -20.58  -92.66   -2.87
 2065   16.37    8.98    4.23   29.53   22.73
 2066  -20.09   -0.62  -15.25  -45.24  -19.26
 2067   -0.25   -1.49   18.70  -26.34    8.15
 2068   -7.44   -0.86  -10.58  -47.64   29.31
 2069   -9.20   -1.07  -11.45  -60.83   36.55
 2070  -18.08   -1.95  -44.01  -49.25   22.90
 2071  -24.12    1.08  -18.93  -82.48    3.84
 2072  -25.66   -1.31  -43.17  -62.31    4.15
 2073   -9.61    0.28  -38.38  -73.11   72.79
 2074    0.25    1.16   35.84  -36.20    0.20
 2075  -37.32   -0.72  -45.71 -100.67   -2.18
 2076    5.55   -1.54    9.73  -43.21   57.22
 2077   -0.98   -1.80   62.56  -62.47   -2.19
 2078    5.37   -0.27   -4.44   13.00   13.20
 2079  -25.11   -1.02  -36.75  -41.49  -21.16
 2080  -18.88    0.74  -24.12  -93.99   41.84
 2081  -17.92   -2.39  -20.80  -58.88   10.39
 2082    6.08   -1.11   16.15  -22.78   32.05
 2083   28.94   -1.66   66.12    0.05   51.26
 2084  -16.63   -1.65   24.65  -69.66  -19.86
 2085  -15.37   -1.90   15.67 -105.01   29.75
 2086  -38.13   -2.58  -64.43  -98.23   12.73
 2087  -27.26   -1.91  -34.40  -73.58    0.85
 2088  -18.21   -0.54  -14.18  -53.73   -4.37
 2089  -38.29   -0.56  -36.61  -80.47  -35.51
 2090    3.76   -0.63  121.35  -84.00  -21.66
 2091  -26.82    0.33   -2.13 -100.42   -5.07
 2092  -21.29   -1.29   19.55 -126.48   23.08
 2093  -20.98   -1.15  -45.79  -74.67   37.69
 2094  -23.33    0.27  -34.87 -107.10   48.39
 2095  -28.60   -2.73  -43.95  -71.03    3.32
 2096  -20.32   -1.36  -35.58  -57.19   12.84
 2097  -28.10   -2.61  -14.77 -111.92   16.89
 2098  -16.99   -1.46    9.70  -52.24  -23.95
 2099  -30.62   -0.58   -2.17 -114.53   -5.19
 2100   -0.06   -2.09   22.91  -43.54   22.46
Projections under SRES A1B scenario
 2000     NaN     NaN     NaN     NaN     NaN
 2001   20.12    4.53   70.93    9.32   -4.30
 2002    5.76   -0.52   56.65  -19.80  -13.27
 2003   35.01    1.13   25.23  103.62   10.05
 2004  -21.05   -0.24  -23.02  -50.14  -10.79
 2005  -11.01   -0.95  -14.13  -26.10   -2.84
 2006  -12.08   -0.98   -1.16  -47.92    1.75
 2007   -0.20   -1.80    2.86  -27.45   25.61
 2008   26.89   -1.12  -26.48   79.23   55.93
 2009    6.17    2.96  -24.06   47.22   -1.45
 2010   22.71    2.81   40.44   10.47   37.10
 2011  -22.86   -0.51  -29.80  -64.67    3.53
 2012   -8.75    0.85  -43.63   25.24  -17.47
 2013    1.97   -0.80  -15.61   29.40   -5.11
 2014   12.61    1.34   25.24   21.08    2.75
 2015   14.05   -1.76   56.75  -30.18   31.37
 2016    0.48    0.06  -35.43   29.69    7.60
 2017  -12.74   -1.32  -10.76  -17.37  -21.50
 2018   -4.95   -1.25   11.20   -3.20  -26.54
 2019   -6.27    0.73   -6.52  -14.30   -4.99
 2020    2.39   -1.40    9.24  -20.65   22.39
 2021   -6.10    0.95  -12.61   -1.84  -10.92
 2022   -1.81   -0.74   18.38  -35.68   10.79
 2023   12.19   -0.85  -71.77   77.25   44.15
 2024   -0.19    0.49  -51.01   51.46   -1.69
 2025  -22.22   -0.44  -38.91  -28.50  -21.03
 2026   34.66   -1.50   48.95   45.19   46.01
 2027    1.51   -0.33  -21.20   18.33    9.23
 2028  -11.25   -0.92   -5.56  -28.65   -9.85
 2029   12.00   -0.75   25.43   -9.00   32.33
 2030   -2.31    2.22  -22.44   31.69  -20.70
 2031   -4.67   -0.50  -27.75    7.99    1.58
 2032   -4.17    2.12  -16.48   -6.67    4.37
 2033  -11.45   -1.02   -4.68   -4.69  -35.40
 2034    6.35    1.00   46.92  -25.32    2.78
 2035   -7.44    0.37   38.88  -46.78  -22.25
 2036  -11.14   -1.64  -35.74   -2.87   -4.30
 2037   19.98   -2.29   34.53   51.54   -3.87
 2038    9.15    1.35   45.29  -20.89   10.84
 2039  -15.88   -0.72  -16.80  -37.95   -8.05
 2040   21.34    6.67    7.06   22.17   49.45
 2041   11.59   -0.59   23.12  -33.46   57.29
 2042   -9.12   -0.89   20.97  -48.16   -8.39
 2043    9.17   -1.96  -17.47   20.33   35.76
 2044    5.42   -0.48  -20.59   -4.13   46.88
 2045   -5.52   -0.32    7.13  -29.00    0.12
 2046   -7.49   -0.25  -30.75  -10.17   11.22
 2047   14.87   -1.03   29.41   15.95   15.14
 2048  -14.11    1.42  -30.91  -78.61   51.66
 2049   -2.83   -1.19  -37.19    8.25   18.81
 2050   -2.27   -0.15   21.76  -46.88   16.20
 2051    3.20   -1.32  -18.45   10.46   22.09
 2052   -9.20    0.41   -4.13  -13.92  -19.16
 2053   -0.55   -0.13    6.41   27.01  -35.49
 2054   16.92    0.46   42.52   13.63   11.08
 2055   -8.01    1.39    2.88  -12.22  -24.08
 2056   -7.45   -1.62    8.45  -56.41   19.77
 2057  -16.74   -0.10  -22.98  -27.29  -16.57
 2058    1.27   -0.53  -10.19   -4.06   19.84
 2059    4.26   -0.54  -31.81    0.05   49.34
 2060  -18.90   -1.05  -41.89  -74.39   41.74
 2061   15.60    0.10  -13.05   57.53   17.82
 2062    1.23    1.47   46.69  -59.93   16.70
 2063    7.26   -0.31  -29.86   45.42   13.78
 2064   32.94   -1.42   13.10   42.94   77.14
 2065   -3.54    1.81  -44.92   -6.09   35.03
 2066  -14.97   -0.02   -9.32  -77.62   27.07
 2067  -14.75    0.13  -10.80  -48.59    0.27
 2068   -5.42   -0.96   58.95  -63.86  -15.82
 2069  -13.25   -1.32    8.52  -32.89  -27.30
 2070   -6.74    1.30    8.93  -41.82    4.62
 2071   16.82   -0.67   41.89   11.77   14.27
 2072  -16.14   -2.11    0.62  -49.72  -13.37
 2073  -11.83   -0.86  -12.91  -74.18   40.64
 2074   -1.45   -0.09    8.77   -2.60  -11.89
 2075   -8.46    2.53  -27.57    0.98   -9.77
 2076   -9.74   -1.59   -0.38  -84.32   47.35
 2077  -24.77   -1.29    9.70 -122.70   15.23
 2078    2.19    1.37  -13.76  -10.13   31.30
 2079  -11.10    0.18  -13.51  -53.15   22.10
 2080    9.33    0.74    7.97    4.26   24.33
 2081   -7.83   -0.27   18.80  -62.25   12.42
 2082   20.38   -1.38   13.44   56.17   13.28
 2083  -33.69   -1.62  -41.88  -89.53   -1.74
 2084  -19.43   -1.35  -19.65 -107.69   50.96
 2085  -16.91   -2.22  -22.56  -50.14    7.29
 2086  -18.03    1.10  -42.95  -41.71   11.41
 2087    0.28    0.40   61.43  -51.75   -8.95
 2088    0.75   -1.40  -12.91  -72.05   89.34
 2089   29.64   -0.25  110.70   -5.80   13.91
 2090   -2.90    0.03   -5.02  -43.76   37.14
 2091   -5.10   -1.52   13.98  -25.89   -6.96
 2092   -2.73   -0.34  -18.78  -66.86   75.07
 2093   -9.02    0.82   45.52  -94.99   12.57
 2094   -9.38    0.41   46.35  -97.20   12.94
 2095  -23.45   -1.78  -33.92  -64.06    5.95
 2096  -13.52   -0.69  -12.28  -24.91  -16.22
 2097   -4.64   -1.34  -32.34   14.43    0.68
 2098    9.09    0.57   36.48   -0.56   -0.12
 2099  -12.15   -2.45  -31.09  -48.18   33.13
 2100  -11.09    1.74  -12.07  -13.68  -20.33
Projections under SRES B1 scenario
 2000     NaN     NaN     NaN     NaN     NaN
 2001   11.35    7.73   -7.11   26.47   18.31
 2002   16.63    1.11  -14.56   66.12   13.85
 2003    4.24    1.70   37.27   -9.43  -12.59
 2004   13.15   -0.42   30.32   50.00  -27.31
 2005   15.90    2.58   21.23  -16.12   55.93
 2006   -6.28   -0.36  -65.02   18.04   22.24
 2007    6.39    0.39   13.38  -15.02   26.80
 2008   14.81    1.60   46.76   24.43  -13.53
 2009  -13.27    2.31  -30.54  -20.15   -4.70
 2010    4.34    6.24   29.59  -20.55    2.09
 2011   17.48    1.80  -15.07   22.14   61.06
 2012   -5.50    1.46  -11.08  -10.79   -1.60
 2013   30.82    2.85   37.30  -19.90  103.02
 2014   15.50   -2.46   48.42  -18.16   34.21
 2015    2.19   -1.54  -29.00   35.89    3.42
 2016   13.26   -0.36   54.60   11.45  -12.66
 2017   24.54   -0.89   23.75   30.39   44.90
 2018    3.35    2.13    2.24   14.30   -5.28
 2019  -17.80   -1.37    9.21  -70.93   -8.11
 2020   10.06   -1.56   22.58   15.99    3.25
 2021    8.34   -1.38   16.50    8.16   10.07
 2022   19.60    1.01    4.57   80.31   -7.49
 2023   16.46    1.97   -6.42   63.92    6.34
 2024    3.94   -0.44  -19.87   56.87  -20.82
 2025  -19.49   -0.62   10.14  -49.26  -38.23
 2026  -23.19    0.45  -32.71  -55.64   -4.85
 2027  -23.08   -1.05  -41.39  -40.03   -9.86
 2028   10.32   -0.93  -46.94   20.36   68.80
 2029  -20.01   -0.52  -36.82  -67.35   24.65
 2030   34.10    0.15   60.81   37.69   37.75
 2031   -0.03   -0.46   14.68   15.57  -29.92
 2032    7.61    3.66   78.05  -19.22  -32.04
 2033   14.87   -1.08   36.34   42.20  -18.01
 2034   36.30   -1.82   25.34   84.37   37.30
 2035   10.36   -1.33    2.32   24.50   15.94
 2036   -4.05   -0.47    8.36   -2.44  -21.64
 2037   -4.18    1.43  -40.15    3.42   18.59
 2038   33.73    1.83   66.81   68.48   -2.22
 2039    0.71    0.29   45.71   -9.26  -33.88
 2040   -1.30   -0.44    2.30  -62.12   55.07
 2041   15.02   -0.43   19.71   38.26    2.56
 2042   17.66    0.68  -28.31   62.29   35.98
 2043  -22.20    1.33  -26.65  -58.88   -4.62
 2044   -6.72    3.36  -35.01    8.90   -4.13
 2045  -10.37    0.12  -31.64  -21.06   11.09
 2046  -12.37   -1.96   -1.42   -7.02  -39.07
 2047   18.38   -2.24   54.27   28.56   -7.07
 2048    1.36    5.12    1.01   -6.66    5.95
 2049   12.21   -1.92  -16.47   20.49   46.76
 2050   -9.18    0.20  -29.72    2.74   -9.94
 2051  -23.25    1.77  -26.05  -60.21   -8.51
 2052   -0.23    2.91   18.14  -12.75   -9.23
 2053   -1.06   -1.05  -60.89   12.54   45.18
 2054  -20.76   -1.22  -22.29  -27.18  -32.36
 2055    8.95    0.36  -19.55   22.30   32.69
 2056   -4.97   -0.25  -34.83    8.98    6.22
 2057  -18.70   -1.12  -63.92   -8.50   -1.26
 2058   -6.66    1.11  -45.07   13.10    4.22
 2059   47.77    1.51   62.15   60.89   66.51
 2060    8.43   -0.93   44.46   -3.73   -6.09
 2061   22.49   -0.92   61.97   22.79    6.12
 2062   35.38    1.08   15.32   70.85   54.25
 2063   -2.19   -0.30  -25.98    3.70   13.83
 2064    4.96   -0.67  -50.15   30.08   40.59
 2065    2.17   -2.01  -13.44   22.63    1.51
 2066   -2.14   -2.41   -4.53   27.34  -28.96
 2067   28.96    0.24   36.02   37.53   42.03
 2068   25.82   -0.14   23.26   42.97   37.20
 2069    2.59   -2.22   17.79  -11.79    6.57
 2070   33.43    6.53   27.37   33.33   66.50
 2071   -3.78    3.91   -9.06  -18.43    8.47
 2072  -11.21   -0.66  -18.89  -36.24   10.97
 2073  -21.21    1.78  -19.10  -35.14  -32.37
 2074   22.12   -0.54  -20.39   62.45   46.96
 2075    1.15   -1.50   40.65  -40.92    6.39
 2076    3.00    6.52  -25.23   29.32    1.40
 2077   37.52    1.31  -25.40  141.27   32.91
 2078    8.21    3.66   62.34  -23.32   -9.85
 2079   16.00    0.17  -31.04   68.77   26.11
 2080    7.73   -0.72   -2.62   45.99  -11.74
 2081   -0.39   -1.41   33.20    4.19  -37.54
 2082   13.65   -0.52   42.68    6.38    6.06
 2083   19.92   -0.81    7.65   76.40   -3.54
 2084  -15.65   -0.79   29.04  -65.49  -25.34
 2085    0.87   -2.12   -1.05  -54.48   61.13
 2086    2.90   -1.33   -2.54  -21.14   36.61
 2087  -12.19   -1.95  -20.30  -10.62  -15.91
 2088   -3.29    0.13  -14.13  -37.16   37.98
 2089   -6.84   -0.97   -9.17  -25.28    8.04
 2090   11.39    0.40   -9.05   -6.86   61.09
 2091    2.32   -0.28   27.07  -32.95   15.45
 2092   21.67   -2.71   62.78  -30.28   56.89
 2093   29.32    0.16   28.36   48.30   40.46
 2094   31.55   -0.26  114.70   28.67  -16.90
 2095   29.07   -0.46  -35.60  109.49   42.84
 2096   12.19   -0.50   55.99    6.09  -12.84
 2097   11.65   -0.84   -7.10   54.85   -0.32
 2098   38.61    0.26   32.72  102.80   18.65
 2099   -0.07   -1.29  -25.06   16.79    9.29
 2100   31.98    0.05   24.10   48.05   55.73
