Mean monthly rainfall (mm) - Model Simulations
Refer to Accompanying Documentation
NaN indicates insufficient data is available
 2047  -18.90   -1.34  -47.36  -80.49   -4.26
 2048  -39.05   -2.54  -44.51  -78.78  -30.36
 2049  -58.20   -3.43  -51.32 -141.65  -40.69
 2050  -11.27   -1.62  -11.48  -29.60  -14.44
 2051  -15.68   -3.31  -12.04  -51.98  -22.51
 2052  -12.18   -1.27  -21.07  -37.93  -18.78
 2053  -12.88   -2.66  -27.70  -35.92  -12.19
 2054  -10.19   -0.95  -12.53  -70.16  -17.26
 2055  -29.09   -1.75  -23.36 -102.37   -8.06
 2056  -12.38   -3.47  -32.28  -37.49  -14.93
 2057  -23.26   -1.89  -43.83  -39.73   -9.53
 2058   -9.22   -1.99   -9.56  -23.82  -28.50
 2059  -15.84   -2.66  -19.88  -23.87  -18.78
 2060  -14.04   -1.97  -29.63  -47.25  -17.62
 2061  -16.31   -2.53  -39.88  -39.24  -12.63
 2062  -40.93   -1.39  -55.27 -119.57  -19.14
 2063  -35.17   -2.87  -39.28  -97.90  -12.05
 2064  -28.53   -4.18  -22.05  -92.66  -25.52
 2065  -15.22   -3.97  -14.20  -45.25   -9.34
 2066  -20.09   -3.71  -42.88  -63.95  -19.26
 2067  -11.31   -1.59  -25.43  -40.27  -15.50
 2068   -8.39   -4.08  -31.85  -47.64  -11.49
 2069  -11.27   -1.97  -37.66  -60.83  -10.62
 2070  -18.08   -1.95  -44.01  -49.25  -36.54
 2071  -24.12   -3.82  -32.08 -119.06  -21.00
 2072  -25.66   -1.56  -43.17  -62.31  -16.37
 2073   -9.61   -0.96  -38.38  -73.11  -14.36
 2074  -26.81   -2.06  -26.24  -63.42  -16.45
 2075  -37.32   -2.51  -45.71 -100.67  -17.17
 2076  -13.93   -1.92  -23.96  -43.21  -21.42
 2077  -16.99   -2.84  -26.71  -62.47  -19.12
 2078  -16.38   -2.68  -23.59  -35.01  -11.98
 2079  -25.11   -1.84  -36.75  -63.50  -21.16
 2080  -25.85   -2.65  -24.12  -93.99  -17.51
 2081  -33.28   -2.89  -23.30 -100.37  -11.98
 2082  -44.84   -4.42  -32.34 -121.88  -33.48
 2083  -33.39   -1.66  -27.62  -72.16  -32.51
 2084  -31.82   -1.68  -28.96  -91.02  -22.22
 2085  -38.61   -1.90  -36.93 -105.01  -34.62
 2086  -38.13   -2.58  -64.43  -98.23  -19.93
 2087  -27.26   -1.96  -34.40  -73.58  -17.93
 2088  -31.62   -1.81  -29.05  -65.41  -31.67
 2089  -38.29   -3.12  -39.84  -80.47  -38.17
 2090  -15.71   -3.48  -19.15  -85.51  -21.66
 2091  -26.82   -3.27  -21.53 -100.42  -28.63
 2092  -27.68   -4.63  -23.22 -126.48  -14.31
 2093  -20.98   -1.78  -45.79  -74.67  -17.16
 2094  -23.33   -2.79  -34.87 -107.10  -28.95
 2095  -28.60   -2.73  -43.95  -83.45  -19.20
 2096  -22.24   -1.62  -35.58  -60.15  -20.57
 2097  -28.42   -2.61  -27.23 -111.92  -17.02
 2098  -27.48   -4.14  -26.06  -75.94  -23.95
 2099  -30.62   -1.00  -19.89 -116.87  -14.13
 2100  -18.80   -3.32  -20.88 -100.78  -10.80
Projections under SRES A1B scenario
 2000   -7.98   -0.42   -6.26  -22.30   -9.08
 2001  -21.47   -2.40  -20.49  -62.88   -4.70
 2002  -21.64   -4.05  -28.72  -64.22  -13.27
 2003  -12.00   -3.31  -41.39  -36.84  -11.56
 2004  -22.91   -1.96  -23.02  -56.36  -15.78
 2005  -14.65   -1.44  -36.07  -35.99  -17.51
 2006  -21.71   -3.27  -27.35  -66.21  -15.89
 2007  -14.98   -1.80  -28.99  -36.58  -35.56
 2008  -16.07   -1.74  -36.33  -33.15  -40.15
 2009  -20.06   -0.87  -27.05  -24.56  -29.67
 2010  -13.82   -2.06   -8.48  -46.19  -15.97
 2011  -22.86   -1.13  -29.80  -64.67  -16.78
 2012  -10.49   -1.00  -43.63  -29.75  -17.47
 2013  -10.79   -2.79  -24.82  -38.28   -9.26
 2014  -24.12   -1.36  -49.52  -51.72  -17.91
 2015  -11.73   -1.94  -24.12  -32.53  -15.92
 2016   -6.48   -3.36  -35.43  -34.51  -27.09
 2017  -12.83   -1.32  -32.61  -30.41  -21.50
 2018   -5.25   -1.25  -21.21  -17.55  -26.54
 2019  -14.14   -0.97  -10.28  -56.17   -4.99
 2020  -14.82   -1.40  -40.40  -27.45  -10.16
 2021  -24.28   -4.23  -29.27  -80.35  -12.68
 2022  -11.56   -2.62  -27.77  -60.54  -15.82
 2023  -13.36   -3.72  -71.77  -45.69   -5.82
 2024  -20.20   -3.22  -51.51  -46.56  -27.40
 2025  -22.22   -1.71  -38.91  -35.79  -21.03
 2026   -7.84   -2.63  -11.62  -53.30  -14.93
 2027  -14.27   -0.86  -21.20  -42.07  -16.53
 2028  -19.42   -3.13  -24.48  -50.39  -10.22
 2029  -23.66   -1.85  -37.51  -30.94  -26.18
 2030  -14.24   -4.40  -28.78  -43.51  -20.70
 2031   -5.73   -1.09  -27.75   -9.70   -8.12
 2032   -7.98   -3.09  -35.31  -26.84   -4.67
 2033  -11.45   -2.34  -14.76  -32.87  -35.40
 2034   -6.85   -3.28  -39.42  -25.32   -7.21
 2035  -11.98   -2.12  -34.18  -46.78  -22.25
 2036  -11.14   -1.64  -35.74  -25.04   -8.22
 2037  -20.13   -2.29  -32.26  -58.30  -11.89
 2038   -9.00   -1.27  -16.90  -20.89  -18.89
 2039  -15.88   -1.45  -18.47  -37.95  -14.99
 2040  -12.87   -2.64  -22.24  -21.63  -31.58
 2041  -10.30   -1.58  -29.57  -38.92  -10.48
 2042  -13.83   -1.61  -26.71  -48.16  -22.92
 2043  -13.08   -1.96  -29.15  -30.51  -16.01
 2044  -22.62   -0.97  -33.90  -45.83  -32.51
 2045  -11.69   -0.84  -15.60  -32.10  -17.07
 2046  -16.18   -3.55  -30.75  -39.98  -14.58
 2047   -9.85   -2.07  -21.27  -28.25   -1.52
 2048  -14.11   -2.94  -30.91  -78.61   -3.25
 2049   -6.52   -3.64  -37.19  -31.03  -13.79
 2050  -10.49   -2.68  -16.51  -53.00  -16.35
 2051  -30.48   -2.41  -42.02  -44.43  -35.33
 2052  -18.50   -2.47  -15.31  -41.10  -20.19
 2053  -14.38   -1.13  -40.31  -29.49  -35.49
 2054   -9.71   -1.17  -21.99  -32.81   -9.73
 2055  -16.21   -3.28  -19.81  -42.33  -24.08
 2056  -22.31   -3.08  -23.13  -70.53   -5.93
 2057  -34.92   -2.06  -49.07  -66.66  -23.31
 2058  -11.56   -1.50  -15.54  -32.22  -15.19
 2059  -17.10   -2.54  -31.81  -49.41  -17.46
 2060  -18.90   -4.12  -41.89  -74.39  -16.31
 2061  -15.83   -1.84  -13.05  -40.30  -13.38
 2062  -29.31   -1.25  -45.65  -63.64  -13.69
 2063   -9.65   -1.65  -44.52  -35.92   -5.35
 2064  -23.45   -3.82  -19.05  -54.27  -35.89
 2065  -11.60   -1.75  -44.92  -34.59  -30.77
 2066  -14.97   -2.41  -15.36  -77.62  -15.84
 2067  -18.80   -2.64  -24.11  -48.59  -14.63
 2068  -29.20   -2.94  -23.49 -118.27  -36.63
 2069  -13.25   -1.52  -27.90  -32.89  -27.30
 2070  -15.70   -2.81  -25.12  -58.50   -9.05
 2071  -12.94   -2.85  -42.48  -28.39  -32.81
 2072  -16.14   -4.33  -17.59  -56.57  -14.39
 2073  -22.84   -2.37  -12.91  -81.79  -14.26
 2074  -21.79   -1.03  -23.97  -64.28  -15.62
 2075  -14.38   -4.80  -27.57  -31.99  -17.49
 2076  -19.35   -1.59  -30.46  -84.32  -11.44
 2077  -24.77   -1.85  -11.02 -122.70  -10.41
 2078   -9.73   -4.20  -23.70  -37.02  -27.18
 2079  -11.10   -1.15  -13.59  -53.15  -12.46
 2080  -29.62   -3.06  -23.97  -80.02  -16.92
 2081  -23.07   -3.07  -17.94  -62.25  -33.08
 2082  -10.62   -2.05  -36.99  -40.11   -9.37
 2083  -33.69   -1.62  -41.88  -89.53  -28.56
 2084  -19.43   -2.66  -19.65 -107.69  -21.68
 2085  -16.91   -3.21  -22.56  -50.80   -7.18
 2086  -18.03   -2.54  -42.95 -102.08  -16.12
 2087  -23.73   -4.31  -17.95  -80.05  -13.14
 2088  -19.12   -3.67  -26.31  -72.05  -20.83
 2089  -20.89   -1.77  -24.22  -61.64  -14.28
 2090  -12.09   -2.17  -22.65  -54.90  -16.03
 2091  -17.10   -4.51  -40.64  -55.42  -15.84
 2092  -23.31   -1.17  -23.54  -66.86  -19.57
 2093  -17.95   -2.30  -27.18  -94.99   -9.61
 2094  -21.19   -3.20  -43.29  -97.20   -4.74
 2095  -28.40   -2.44  -41.94  -69.77  -34.05
 2096  -23.11   -3.89  -20.14  -58.29  -16.22
 2097  -39.09   -1.66  -36.15  -88.09  -31.91
 2098  -13.97   -1.66  -30.45  -29.80   -7.48
 2099  -17.19   -2.63  -31.09  -48.18  -36.74
 2100  -33.81   -2.91  -25.06  -93.05  -20.33
Projections under SRES B1 scenario
 2000   -7.98   -0.91   -4.05  -18.56   -9.07
 2001   -9.06   -0.73  -31.41  -22.89  -18.35
 2002   -8.40   -0.70  -20.48  -30.93  -10.64
 2003   -9.69   -2.42  -17.42  -45.45  -12.59
 2004   -6.90   -0.73  -15.49  -16.53  -27.31
 2005  -17.00   -2.57  -24.84  -50.30  -34.95
 2006  -15.47   -2.33  -65.02  -42.76  -14.84
 2007   -9.93   -2.92  -28.17  -43.59  -11.94
 2008  -19.69   -0.93  -28.24  -45.04  -15.71
 2009  -13.27   -2.06  -43.02  -20.15   -5.27
 2010  -14.62   -4.68  -20.49  -37.99  -14.11
 2011  -16.07   -1.08  -39.54  -24.76  -12.48
 2012  -15.94   -2.47  -32.50  -20.69  -34.36
 2013   -2.27   -2.96  -29.40  -19.90   -7.73
 2014  -12.47   -2.46  -20.20  -37.45   -8.24
 2015   -8.52   -4.60  -29.00  -25.41   -5.25
 2016  -11.73   -0.77  -12.30  -46.19  -12.66
 2017  -37.95   -2.19  -27.65 -116.96  -13.48
 2018  -11.89   -1.39  -14.15  -31.48  -16.03
 2019  -17.80   -1.37  -20.26  -70.93  -14.18
 2020  -13.31   -1.56  -31.41  -30.72   -9.89
 2021   -9.16   -3.10  -11.18  -24.57  -13.26
 2022  -13.85   -0.75  -18.03  -32.79  -10.20
 2023   -6.46   -3.22  -11.34  -26.58  -31.63
 2024   -7.82   -1.33  -19.87  -26.89  -20.82
 2025  -19.49   -1.58  -21.99  -49.26  -38.23
 2026  -23.19   -2.50  -32.71  -55.64   -6.17
 2027  -23.08   -2.75  -41.39  -40.03   -9.86
 2028  -16.08   -1.26  -46.94  -64.64  -10.54
 2029  -26.43   -1.69  -49.64  -70.64  -13.21
 2030  -10.96   -3.58  -46.59  -44.52  -12.16
 2031  -10.14   -1.77  -13.61  -40.35  -29.92
 2032   -9.44   -0.78  -30.14  -32.94  -32.04
 2033  -12.10   -2.21  -19.99  -48.01  -18.01
 2034  -20.66   -1.82  -17.28  -65.42  -14.70
 2035  -10.82   -1.33  -10.95  -27.30   -9.07
 2036  -12.43   -1.89  -31.22  -37.65  -21.64
 2037  -12.50   -3.09  -40.15  -38.90  -15.56
 2038  -13.20   -4.84  -17.96  -37.85  -25.83
 2039   -8.61   -3.62  -14.65  -24.29  -33.88
 2040   -9.74   -1.69  -20.44  -62.12   -5.26
 2041   -8.83   -2.97  -10.80  -33.58  -29.44
 2042  -18.29   -0.75  -28.31  -40.67  -14.66
 2043  -22.20   -3.57  -26.65  -58.88  -21.37
 2044  -11.19   -2.54  -35.01  -29.69  -15.30
 2045  -21.59   -3.45  -31.64  -53.59  -18.87
 2046  -12.37   -1.96  -19.11  -40.26  -39.07
 2047   -8.84   -3.43  -13.34  -40.76  -14.15
 2048  -18.24   -2.88  -42.09  -42.23  -39.85
 2049  -22.13   -2.61  -29.53  -55.99  -15.70
 2050   -9.18   -1.65  -30.30  -21.72  -13.80
 2051  -23.25   -2.64  -30.46  -60.21  -18.72
 2052  -14.53   -1.93  -14.11  -40.87   -9.23
 2053  -26.59   -2.47  -60.89 -105.94  -13.54
 2054  -21.49   -3.02  -26.51  -50.13  -32.36
 2055   -9.85   -1.60  -22.54  -44.35   -9.01
 2056  -10.26   -2.64  -34.83  -39.20   -8.84
 2057  -18.70   -1.36  -63.92  -24.41  -18.04
 2058  -16.65   -3.36  -45.07  -36.36  -11.61
 2059   -9.70   -3.36  -12.18  -35.91  -16.22
 2060  -14.19   -3.38  -32.69  -26.09  -25.36
 2061  -24.41   -1.16  -34.40  -58.63  -18.17
 2062  -12.31   -3.14  -27.41  -31.58   -6.48
 2063   -6.26   -2.74  -25.98  -20.20   -9.29
 2064  -12.25   -1.04  -50.15  -24.94  -17.27
 2065  -15.01   -4.00  -21.45  -63.87  -19.23
 2066   -8.58   -4.59  -37.52  -29.42  -28.96
 2067  -23.25   -2.49  -29.80  -62.22  -19.07
 2068  -13.22   -1.31  -33.92  -25.13  -19.36
 2069  -20.61   -2.22  -20.60  -50.02  -21.89
 2070  -15.67   -2.20  -31.63  -39.67   -9.46
 2071   -9.73   -2.38  -11.45  -23.07  -15.57
 2072  -14.90   -1.30  -18.89  -56.93  -10.93
 2073  -21.21   -3.01  -45.18  -47.87  -32.37
 2074  -12.38   -1.39  -25.17  -33.12  -15.27
 2075  -10.15   -1.70  -14.32  -40.92  -11.33
 2076  -11.71   -4.11  -25.23  -39.55  -19.41
 2077   -9.97   -1.90  -40.74  -31.06  -24.39
 2078  -12.47   -1.39  -17.09  -25.91  -43.90
 2079  -12.10   -1.53  -31.04  -40.93  -20.01
 2080  -16.66   -2.47  -17.91  -57.34  -15.01
 2081  -12.60   -1.41  -11.06  -38.77  -37.54
 2082  -10.93   -2.62  -18.58  -19.18   -6.82
 2083  -21.28   -2.99  -59.34  -48.81  -21.09
 2084  -15.65   -0.81   -9.26  -65.49  -25.34
 2085  -19.04   -2.12  -22.39  -54.48  -15.22
 2086  -18.77   -1.55  -19.78  -78.82   -5.78
 2087  -12.42   -1.95  -20.30  -36.98  -15.91
 2088  -20.61   -1.93  -21.97  -43.60  -19.80
 2089  -18.33   -1.76  -41.75  -64.96  -14.42
 2090  -14.19   -1.48  -18.31  -33.47   -9.56
 2091  -14.15   -1.84  -18.08  -64.53   -6.20
 2092   -6.36   -2.71  -11.90  -30.28  -14.09
 2093  -11.88   -3.50  -18.68  -29.27  -19.06
 2094   -7.20   -3.65  -40.47  -25.76  -16.90
 2095  -22.17   -0.69  -35.60  -54.91  -17.91
 2096  -13.10   -2.61  -19.14  -34.67  -12.84
 2097  -32.26   -2.28  -18.73  -94.13  -16.13
 2098  -11.19   -3.00  -19.39  -37.52  -20.04
 2099  -18.14   -2.34  -25.06  -45.49  -39.76
 2100  -13.46   -2.00  -54.07  -21.09  -12.06
