Mean Temperature (Degrees C) - Observed Records - Absolute Values
Refer to Accompanying Documentation
NaN indicates insufficient data is available
 Year  Annual     NDJ     FMA     MJJ     ASO
 1960   23.83   24.28   24.51   23.54   23.29
 1961   23.87   24.28   24.79   23.53   23.11
 1962   23.92   23.92   24.69   23.61   23.45
 1963   24.19   24.08   24.66   24.18   23.84
 1964   23.92   24.27   24.94   23.50   22.98
 1965   23.73   23.67   24.43   23.58   23.26
 1966   24.07   24.18   24.77   23.93   23.41
 1967   24.00   24.22   25.00   23.60   23.18
 1968   24.03   24.19   24.56   23.71   23.67
 1969   24.23   24.26   25.31   23.87   23.47
 1970   24.23   24.30   25.24   23.88   23.49
 1971   23.90   24.13   24.50   23.78   23.20
 1972   23.82   23.82   24.51   23.63   23.32
 1973   24.30   24.44   25.20   24.00   23.53
 1974   23.81   23.95   24.51   23.62   23.17
 1975   23.75   23.83   24.53   23.62   23.03
 1976   23.63   23.90   24.41   23.23   22.99
 1977   24.02   23.88   25.02   23.71   23.49
 1978   23.99   24.31   24.89   23.56   23.21
 1979   24.19   24.29   24.94   23.91   23.61
 1980   24.26   24.53   25.12   23.84   23.55
 1981   24.09   24.27   24.99   23.75   23.34
 1982   23.94   24.19   24.92   23.50   23.16
 1983   24.21   24.36   25.85   23.54   23.10
 1984   24.11   24.06   24.93   23.84   23.60
 1985   24.04   24.23   24.74   23.70   23.48
 1986   24.01   24.25   24.77   23.80   23.23
 1987   24.46   24.25   25.27   24.53   23.79
 1988   24.42   24.72   25.33   23.99   23.66
 1989   24.11   24.11   24.93   23.83   23.59
 1990   24.25   24.55   25.34   23.65   23.44
 1991   24.17   24.31   24.98   24.03   23.34
 1992   24.00   24.06   25.21   23.64   23.08
 1993   24.23   24.26   24.90   24.11   23.65
 1994   24.33   24.50   25.31   23.94   23.59
 1995   24.54   24.74   25.30   24.36   23.75
 1996   24.38   24.80   25.43   23.97   23.32
 1997   24.16   24.20   24.87   23.70   23.89
 1998   24.97   24.95   26.31   24.79   23.84
 1999   24.46   24.69   25.29   24.35   23.52
 2000   24.16   24.29   25.08   23.95   23.32
 2001   24.20   24.24   25.14   24.00   23.41
 2002   24.10   24.14   24.95   24.09   23.22
 2003   24.30   24.36   24.90   24.19   23.73
 2004   24.26   24.52   25.46   23.69   23.38
 2005   24.14   24.39   25.15   23.65   23.36
 2006   24.05   24.16   24.74   23.90   23.38
