Mean Temperature (Degrees C) - Observed Records - Absolute Values
Refer to Accompanying Documentation
NaN indicates insufficient data is available
YEAR   Annual     NDJ     FMA     MJJ     ASO
1960      NaN     NaN     NaN     NaN     NaN
1961    24.08   24.55   25.05   23.57   23.45
1962    24.15   24.26   24.97   23.73   23.62
1963    24.45   24.58   24.78   24.40   24.03
1964    24.27   24.80   25.21   23.75   23.31
1965    24.16   24.20   24.80   23.98   23.68
1966    24.54   24.71   25.28   24.27   23.89
1967    24.38   24.75   25.50   23.77   23.47
1968    24.46   24.83   25.05   23.94   24.04
1969    24.58   24.79   25.70   23.99   23.83
1970    24.64   24.88   25.77   24.11   23.77
1971    24.28   24.72   24.89   24.07   23.42
1972    24.18   24.28   25.02   23.81   23.60
1973    24.63   25.01   25.59   24.17   23.75
1974    24.16   24.50   24.78   23.79   23.57
1975    24.03   24.09   24.85   23.79   23.39
1976    23.89   24.21   24.57   23.44   23.33
1977    24.29   24.19   25.38   24.02   23.57
1978    24.25   24.54   25.06   23.85   23.57
1979    24.47   24.83   25.22   23.84   23.97
1980    24.44   24.95   25.28   23.76   23.78
1981    24.32   24.45   25.33   23.94   23.54
1982    24.27   24.41   25.18   24.03   23.46
1983    24.47   24.30   26.42   23.90   23.28
1984    24.49   24.53   25.28   24.19   23.95
1985    24.43   24.67   25.03   24.03   24.00
1986    24.31   24.70   24.98   24.02   23.56
1987    24.77   24.57   25.64   24.84   24.04
1988    24.61   24.98   25.58   23.96   23.92
1989    24.37   24.40   25.16   23.94   23.99
1990    24.51   24.82   25.43   23.90   23.88
1991    24.49   24.89   25.14   24.26   23.69
1992    24.23   24.44   25.46   23.76   23.23
1993    24.26   24.24   25.06   23.98   23.77
1994    24.47   24.77   25.36   23.97   23.79
1995    24.71   25.00   25.23   24.57   24.06
1996    24.65   25.30   25.81   23.72   23.79
1997    24.26   24.24   24.89   23.81   24.09
1998    24.89   24.69   26.37   24.54   23.98
1999    24.73   25.05   25.52   24.58   23.76
2000      NaN     NaN     NaN     NaN     NaN
2001      NaN     NaN     NaN     NaN     NaN
2002      NaN     NaN     NaN     NaN     NaN
2003      NaN     NaN     NaN     NaN     NaN
2004      NaN     NaN     NaN     NaN     NaN
2005      NaN     NaN     NaN     NaN     NaN
2006      NaN     NaN     NaN     NaN     NaN
