Maximum 5-day rainfall - Model Simulations
NaN indicates insufficient data is available
Refer to accompanying documentation
Model Climatology 1970-1999
Year    Annual      DJF      MAM      JJA      SON
        101.20    87.24    76.14    12.20    59.60
Timeseries in anomalies relative to 1970-1999 mean (mm)
Year    Annual      DJF      MAM      JJA      SON
20th Century Model Run
1960       NaN      NaN      NaN      NaN      NaN
1961      9.79    -8.22    -7.62    -3.35    44.40
1962     -4.38     5.21     3.12    -0.12   -26.65
1963      7.77    17.25     6.23    -0.16   -37.25
1964      0.04     2.82   -21.37    -6.46   -32.00
1965    -18.09    -4.96    -9.78     6.84   -36.80
1966    -12.75    13.85    -7.81     2.88    11.70
1967     16.08    10.42    -8.54    -0.19    30.62
1968    -14.87    23.46   -25.74    -6.75    24.64
1969     17.09     1.97    -5.46    -1.00    -0.88
1970    -14.49    -9.16     1.25     4.67   -35.03
1971     -0.96    -7.62    -0.04    -2.86    12.91
1972     14.82     0.66   -15.83     6.38    36.44
1973    -13.21   -21.27     0.04    -6.80    24.59
1974    -19.19     7.29    -9.17     0.89   -24.90
1975     10.37    12.27    23.28    -7.64    26.86
1976      0.88     4.56   -26.13     5.61   -27.84
1977     19.97    37.01   -11.75    -3.13    31.58
1978      4.83    -8.32    -4.18    -4.99   -37.38
1979    -21.47     0.32   -25.84    -2.88   -18.00
1980      0.45   -17.78    17.49     3.71   -31.36
1981      5.32     6.04    10.11    -2.71    16.56
1982      8.01     0.99     6.24    -0.81   -26.56
1983     -3.58    -8.60    17.65    -2.26    10.58
1984    -10.51     6.72   -18.97    -2.43   -23.49
1985     -8.58    11.78     1.85    11.70    -1.27
1986      8.74     6.12    -3.06     1.41    32.33
1987    -18.34   -12.78    -5.45    -4.17    14.28
1988     -5.39    23.12   -27.20     1.95   -13.80
1989      5.46     8.42   -19.49     2.14    28.93
1990     -3.23   -18.17    -2.96     3.52   -12.15
1991      5.63    10.09    29.20    -0.26   -27.53
1992     -1.75    -5.16     1.81     1.72     1.45
1993     -4.59   -16.81   -16.62    -2.49    27.04
1994    -13.17    -9.54     1.94    -3.64     2.16
1995      1.91    15.43    15.51    -0.11    -9.03
1996     47.61    -2.91    68.37    10.28   -24.59
