Frequency of Hot Nights - Model Simulations
NaN indicates insufficient data is available
Refer to accompanying documentation
Model Climatology 1970-1999
Year    Annual      DJF      MAM      JJA      SON
          9.95     9.92     9.98    10.01     9.99
Timeseries (% days occurring)
Year    Annual      DJF      MAM      JJA      SON
20th Century Model Run
1960       NaN      NaN      NaN      NaN      NaN
1961     12.47    13.15    15.32     4.33    10.49
1962      6.73     8.68    10.32     8.87     5.01
1963      9.73    10.51     8.99    12.60     8.74
1964      7.34     2.77    14.22     6.40     7.79
1965      3.48     1.48     4.44     3.16     3.92
1966      9.33     8.91    10.45     6.49     9.57
1967      6.40     5.97     7.07    14.05     4.26
1968     12.67    18.43    13.92    12.32    10.13
1969      7.74     9.91    11.30     7.84     3.28
1970      7.11     3.92     6.85     5.36    10.50
1971     10.75     8.80    13.57     3.91    11.01
1972      8.26     7.13     3.23     9.67     9.85
1973      5.29     5.84    10.29     6.30     3.81
1974     10.89    14.71     9.50    12.94     8.90
1975     10.32     9.55    15.90    10.12     6.58
1976     11.92    12.66     9.00    13.22    13.62
1977     10.35     9.24    24.51     9.86     5.18
1978      9.79     8.27    14.89     8.74     8.01
1979      7.77     7.80     9.19     6.14     7.40
1980      9.26    10.88     8.19    11.54     8.52
1981     14.36    18.03    14.26    11.46     9.58
1982      7.55     5.67     4.12     8.55     9.95
1983      9.68    11.57    10.92     5.51     6.18
1984      8.90    10.79     9.98     4.80     9.14
1985      8.18     8.23     6.84     5.13     6.81
1986      8.36     3.67     4.97    11.90    12.50
1987     10.70    10.36    10.33     5.22    11.45
1988     10.82     9.41    10.44    10.69    11.90
1989     13.07    10.62    16.49    16.42    11.71
1990     12.23    14.62     7.83    12.01    15.31
1991      7.67     9.13    11.80     9.81     3.93
1992      5.23     3.17     7.71     9.75     4.32
1993      5.01     5.50     2.64    11.10     5.35
1994     11.78    13.81     9.91    16.43     8.78
1995     11.02    11.95     9.92    14.89    10.65
1996     11.38    10.02    13.43     8.73    16.03
