Mean temperature (Degrees C) - Model Simulations
Refer to Accompanying Documentation
NaN indicates insufficient data is available
Model Climatology 1970-1999
       Annual      JF     MAM    JJAS     OND
        25.87   26.71   27.54   24.42   25.56
Timeseries in Anomalies relative to 1970-1999 mean (Degrees C)
 Year  Annual      JF     MAM    JJAS     OND
20th Century Model Run
 1960    0.08   -0.07    0.16    0.32   -0.20
 1961   -0.66   -0.76   -0.74   -0.82   -0.32
 1962   -0.46   -0.64   -0.39   -0.55   -0.30
 1963   -0.18   -0.38    0.20    0.00   -0.69
 1964   -0.37   -0.76   -0.42   -0.22   -0.25
 1965    0.20   -0.36    0.17    0.49    0.22
 1966   -0.16   -0.61    0.09   -0.18   -0.08
 1967   -0.27    0.04   -0.14   -0.54   -0.24
 1968   -0.27   -0.29   -0.23   -0.27   -0.30
 1969    0.20    0.18    0.46    0.29   -0.15
 1970   -0.29   -0.60   -0.23   -0.23   -0.22
 1971   -0.32    0.16   -0.41   -0.49   -0.32
 1972   -0.13   -0.16   -0.04   -0.23   -0.07
 1973    0.26    0.38    0.73    0.08   -0.07
 1974   -0.39   -0.40   -0.54   -0.40   -0.22
 1975    0.11    0.19   -0.34    0.28    0.26
 1976    0.26    0.38    0.37    0.28    0.03
 1977   -0.30    0.13   -0.28   -0.39   -0.50
 1978   -0.32   -0.19   -0.62   -0.27   -0.16
 1979   -0.07   -0.37   -0.01   -0.17    0.19
 1980   -0.76   -0.49   -1.02   -0.90   -0.48
 1981   -0.15   -0.61   -0.25    0.20   -0.20
 1982    0.00    0.04   -0.30    0.18    0.04
 1983    0.14    0.34    0.34    0.06   -0.07
 1984   -0.04    0.08   -0.17   -0.15    0.17
 1985    0.04   -0.31    0.35   -0.10    0.15
 1986    0.07    0.52    0.12   -0.03   -0.16
 1987    0.52    0.66    1.03    0.48   -0.04
 1988   -0.08   -0.07   -0.12   -0.08   -0.03
 1989    0.39    0.35    0.88    0.28    0.07
 1990   -0.61   -0.62   -0.69   -0.64   -0.48
 1991   -0.22   -0.33   -0.55    0.03   -0.14
 1992   -0.08    0.18   -0.47   -0.11    0.16
