Mean monthly rainfall (mm) - Model Simulations
Refer to Accompanying Documentation
NaN indicates insufficient data is available
 2034  -37.74   -6.89  -46.76  -30.10  -59.45
 2035   12.39    5.04    3.41   68.33  -48.31
 2036   13.63   11.50   -5.89   30.87   11.60
 2037  -23.52   -1.30   19.64  -69.21  -20.57
 2038    5.45    7.90   28.28   15.60  -32.56
 2039  -18.41   -1.17  -31.26  -15.76  -20.59
 2040    0.64   -5.87   -3.20   22.30  -20.07
 2041   10.15   -1.08   -0.38  -27.59   78.46
 2042  -37.53   -5.62  -43.08  -69.57  -10.53
 2043   -3.53   -3.44  -26.35   28.64  -23.64
 2044   22.23    4.33   21.30   36.12   16.59
 2045    2.30    1.42   23.11  -17.29    8.21
 2046   20.61    5.60   26.04   28.55   14.62
 2047   21.57   -7.53   58.18    9.99   19.78
 2048  -12.33  -14.62  -33.92   -5.62    1.84
 2049  -35.89  -18.40  -32.58  -42.27  -42.33
 2050   28.88   -3.40    1.14   88.49   -1.35
 2051    9.74    2.36   -5.84   46.72  -19.04
 2052   -5.07    7.23   -7.01  -22.91   12.48
 2053  -31.46    3.24   31.83 -107.67  -16.25
 2054    2.53    1.40   22.03  -30.96   28.45
 2055  -10.56  -13.14  -48.15   14.76   -5.01
 2056   31.07   12.24  -39.80   29.83  116.16
 2057   16.27    9.20  -25.87   37.67   34.59
 2058  -10.25   -4.90  -21.23   -8.16   -5.61
 2059   27.43    4.96   18.69   50.87   19.89
 2060   18.27  -22.74   58.21   47.24  -32.96
 2061   11.47   13.52  -31.78   28.46   30.69
 2062   23.40   26.34  -28.77   56.64   29.28
 2063   12.76  -21.50   22.74   17.85   18.84
 2064    7.85   -3.60   56.08    0.91  -23.49
 2065   -2.40   15.70    5.61  -24.73    7.30
 2066   -1.75    7.29   20.92  -28.98    5.88
 2067   25.09   -9.75   38.47   41.11   13.59
 2068   17.61  -24.08   49.28  -11.34   52.33
 2069   18.07   -1.77  -30.91   33.69   59.46
 2070    8.45  -27.27  -10.70   50.36   -4.45
 2071    6.74   26.09    0.01    3.88    4.38
 2072    5.60  -11.75   16.80  -22.72   43.74
 2073    8.37   -2.03  -19.39   -0.65   55.11
 2074    8.70    9.95   19.21   -6.15   17.15
 2075   -2.52   -0.16  -67.86    8.37   46.71
 2076   49.35    7.56   26.32   86.06   51.31
 2077   13.00  -11.15   -7.13   46.11    5.06
 2078   13.64   -1.82   -1.33   37.58    7.00
 2079  -16.01    2.79  -38.89   -7.53  -16.99
 2080   35.14    5.26   12.88   50.93   56.26
 2081   -9.77   -7.55   -6.59  -26.60    8.02
 2082   -6.64    1.37  -21.86  -34.82   40.81
 2083  -32.54   -3.56  -34.33  -90.39   27.05
 2084   -9.05  -20.38  -14.65    0.72   -8.91
 2085   20.26  -13.04   -8.05   29.72   58.16
 2086  -16.05  -17.39   -4.03  -28.01  -11.24
 2087  -23.82  -16.96  -20.91  -77.72   40.58
 2088  -25.58    7.96   28.02 -107.61    7.85
 2089   -9.04    7.68  -39.33   32.36  -45.08
 2090    8.81   19.77   38.80   -5.72   -9.11
 2091   -9.85    6.77   54.93  -71.16   -3.97
 2092   14.95    1.46   48.01  -11.07   25.60
 2093   -0.93   -6.24  -44.60    8.26   34.04
 2094   -3.92    7.81    2.56  -75.00   76.54
 2095   -4.15  -21.66   62.77  -50.58    2.50
 2096   18.15    2.22   38.09  -25.00   66.38
 2097  -55.07  -22.59  -47.36  -96.69  -28.94
 2098   16.03    3.31   -6.16   55.11   -5.42
 2099   17.85  -11.11   44.19   -2.14   37.45
 2100  -10.83   -9.49   -5.16  -57.08   44.26
Projections under SRES A1B scenario
 2000     NaN     NaN     NaN     NaN     NaN
 2001   30.40  -16.66   30.29   67.57   12.32
 2002   35.16    5.85   27.86   79.13    3.37
 2003   33.97   -0.54   56.60   60.41   -0.93
 2004   -0.84   -8.00   -1.45  -11.89   19.29
 2005    3.12   17.44  -12.70   13.29   -4.17
 2006  -24.46   -8.32  -24.77  -34.73  -21.21
 2007   12.31    6.88   36.74  -30.17   48.14
 2008  -14.32    5.23  -28.74  -42.90   25.18
 2009    8.43    3.31   17.60   27.76  -23.12
 2010   31.37   -2.72   -6.04   50.85   65.54
 2011  -14.63   -4.09  -29.08  -19.96   -0.11
 2012  -29.76    4.60   12.80  -98.68   -3.32
 2013    8.82   -6.24   43.59   -8.65    7.39
 2014   23.18   16.51   35.13   25.33   12.80
 2015   33.59    5.03   27.45   49.10   38.08
 2016   24.86   -1.14   55.33   42.91  -12.34
 2017  -38.89   -9.68  -72.88  -38.13  -25.39
 2018   19.83    7.83   35.87   40.58  -15.88
 2019   41.11   11.31   51.38   55.30   31.77
 2020  -12.91   -7.26   -3.55  -30.91   -2.05
 2021   21.29   15.68   25.65   28.32   11.31
 2022   15.00   -1.11  -23.62   35.94   36.45
 2023  -18.21   -9.20  -36.66  -21.87   -0.90
 2024   15.42   12.43   35.11    9.86    5.15
 2025   31.09   -1.35   23.89   70.48    7.40
 2026   14.17   14.90   -1.71   32.44    5.19
 2027  -16.70  -20.89    7.82  -68.95   31.26
 2028   13.69   -0.37   -2.58   57.64  -19.25
 2029   62.92  -10.49   64.56  129.99   20.78
 2030   13.08   23.74   -5.69   13.07   24.76
 2031    2.95    0.99   28.05   -7.71   -6.64
 2032   -5.28   15.80   26.92  -49.12    6.93
 2033  -51.56  -21.02  -44.25  -61.51  -65.95
 2034   -0.62    0.01   71.50  -52.90   -3.46
 2035   10.70    9.30   51.51   -2.39  -11.73
 2036   -8.62   -5.39  -27.97   -5.20    4.03
 2037   25.28  -22.92  -10.41   76.96   24.19
 2038   -0.08   -5.79   21.14  -24.43   14.99
 2039   12.68   -5.70   50.77  -20.63   31.25
 2040   19.66    7.25   54.77  -42.97   76.34
 2041   38.97    9.09   42.91   50.89   39.05
 2042   -7.47   14.91   -4.32  -19.68   -9.25
 2043   10.81    5.12   12.27   20.75   -0.12
 2044   25.04   -0.90   23.66   36.22   28.82
 2045   10.55   -6.60   98.34  -36.13   -3.56
 2046   16.68    0.24   53.50    2.00   10.40
 2047   42.78    8.10   21.78   88.01   26.61
 2048   -2.08   22.11  -32.13  -11.90   24.92
 2049   -7.22    1.62  -30.85  -34.11   46.36
 2050   34.13    6.51    0.56   71.46   36.33
 2051   36.94   -6.50   -5.03   99.29   24.76
 2052   14.36   -5.63  -37.49   78.83   -6.42
 2053   14.13  -11.36   51.00    8.77    1.39
 2054   -6.05    5.42  -41.81  -13.69   32.25
 2055   20.87   31.81   69.95   10.04  -21.04
 2056   41.53   -5.54  -11.60  114.66   28.54
 2057   -2.84    0.03   14.57  -13.91   -7.43
 2058  -30.92   -4.89  -13.17  -87.74    9.73
 2059   13.53   17.52  -44.46   51.24   18.59
 2060   -5.48   -0.16   55.74  -73.71   20.72
 2061   37.49   28.87   55.66   15.58   54.29
 2062   22.77    7.99   33.23   39.08    0.42
 2063    8.86   14.14    8.25  -26.34   52.88
 2064   62.39    4.75   79.94   64.38   80.62
 2065   14.00    6.50   10.54   -8.51   52.46
 2066   23.59   -1.54    8.83   43.83   28.12
 2067   -3.31  -15.21   38.93  -50.46   25.23
 2068    8.12    3.55  -14.61   37.53   -5.33
 2069    9.07    3.80   -3.24   54.57  -35.77
 2070   29.91   28.41   36.77   24.62   31.09
 2071  -16.48   -9.40  -19.64  -15.41  -19.45
 2072    5.65   -3.28    5.15   10.87    5.12
 2073   19.24  -10.50   22.98    6.56   52.21
 2074  -35.50   -5.24    9.82  -86.11  -33.51
 2075  -13.78    3.34  -25.99  -16.09   -9.89
 2076   13.52  -15.97   23.79   14.62   21.44
 2077    0.02   -7.02    6.16    1.18   -2.96
 2078   51.14   14.30   50.55   56.19   69.58
 2079    0.85   -2.44   27.50  -32.33   20.63
 2080   -2.73   12.30   28.19  -46.31   14.44
 2081   25.38    2.39  -17.88   63.38   33.29
 2082   13.37   13.09   28.03  -28.54   54.79
 2083   30.68   -3.28   12.51   41.35   57.26
 2084   -8.27   23.11   -8.18  -54.88   32.88
 2085   27.59  -15.38   -4.38   65.46   37.69
 2086   -3.54   -8.78   57.71  -46.49   -4.05
 2087   35.75   -9.90  102.10   39.62   -5.33
 2088   19.38   -1.32   41.15   -6.66   46.11
 2089    5.34    5.58  -23.31    0.46   40.34
 2090   15.10  -15.18   45.38   -6.78   34.17
 2091  -16.70    0.42  -42.38   -6.43  -16.12
 2092    9.13   -4.49  -32.90   19.80   46.01
 2093   -4.45   13.25   30.43  -39.36   -4.57
 2094   -3.78   16.19  -35.32  -15.96   30.71
 2095   24.14   -9.87   63.69   20.07   12.67
 2096   14.37   17.16   57.80   -5.14   -4.89
 2097  -25.60   -5.15   -4.20  -75.91    6.47
 2098   27.09    2.62   29.52   17.30   54.02
 2099  -40.69    6.36  -27.50 -121.46   22.43
 2100  -18.06    2.48  -25.05  -20.71  -21.24
Projections under SRES B1 scenario
 2000     NaN     NaN     NaN     NaN     NaN
 2001   12.37   10.23   40.43   -8.63   13.73
 2002   23.25    6.23    4.47   51.96   15.11
 2003   31.48   -4.13   94.60   18.88    8.89
 2004   25.36   -2.97   -1.16   43.99   45.91
 2005   35.62    7.51   50.35   31.25   45.46
 2006   -6.63    4.36  -38.39  -14.39   28.14
 2007    1.28    1.35   47.23  -48.74   21.99
 2008    9.27    7.81    8.08   39.45  -28.80
 2009   18.48   -6.68   52.57   10.96   11.18
 2010   27.25    3.57   56.68   18.24   25.64
 2011    3.55   11.71   -7.92   11.21   -0.63
 2012   18.73   -1.02   62.41    7.52    3.15
 2013   31.57   12.70   19.33   10.28   84.77
 2014   46.39   -5.62   24.32   62.89   81.13
 2015  -40.25  -17.75   -4.80  -87.57  -27.61
 2016   19.80   30.70    1.06    9.40   45.13
 2017   37.83   -0.33  -19.77   80.72   63.70
 2018    7.96   15.28  -10.71   20.10    5.57
 2019   -8.98  -16.22   67.00  -28.12  -54.61
 2020   29.45    1.10    0.05   91.23   -4.64
 2021   15.27    0.35  -16.68   23.89   45.67
 2022   17.77   -5.54  -14.21   73.20   -8.63
 2023    5.73    8.12   34.53  -16.28    4.69
 2024    0.95    0.16   36.34  -13.50  -14.62
 2025   21.63   15.11   51.36   50.00  -41.58
 2026   14.94    6.63  -18.41   50.46    6.45
 2027   -8.09  -13.45   24.88  -29.26   -9.25
 2028    4.46  -11.59  -17.55  -26.05   77.84
 2029   13.76   -0.56   33.97    1.24   19.79
 2030  -30.97    3.33  -15.03 -113.91   40.82
 2031   36.75  -18.39  130.07   33.77  -15.82
 2032    7.22   23.06   10.19   35.74  -44.36
 2033    1.16   -7.41   -4.32   14.30   -5.17
 2034   -3.09   -4.59    8.38  -30.92   23.53
 2035  -39.18  -10.55  -43.95  -76.44   -3.82
 2036  -37.93  -14.60  -29.58  -62.00  -29.76
 2037   35.93   15.20   -8.55   84.33   29.69
 2038   27.56   -0.23   91.04  -12.53   36.05
 2039   14.99    1.51    9.36   42.53   -7.11
 2040   23.49  -11.45   24.88  -14.91   96.59
 2041   -2.08   -2.70  -32.58   10.85   11.60
 2042   33.76    3.87    7.52   73.75   26.60
 2043  -17.83   -0.36   12.14  -48.15  -19.01
 2044  -19.54    3.34   -2.01  -60.02    1.66
 2045   18.26    3.43   47.47    3.05   19.25
 2046  -13.98  -18.68  -34.83   35.06  -55.40
 2047   20.55  -22.86   40.84   45.64   -4.24
 2048   -1.06   16.99   -4.61    2.74  -14.61
 2049   -6.05    8.15  -30.15    5.09   -6.28
 2050    3.13    3.52    7.29  -18.08   26.99
 2051   28.83   22.37   33.66   39.05   14.67
 2052    5.25    1.22   43.90   -7.27  -14.00
 2053  -19.09   14.47    1.70  -91.32   34.05
 2054    0.88    2.51  -14.01   52.37  -53.96
 2055   16.99    4.54   18.65   19.84   19.83
 2056   14.53   12.59  -40.51   43.15   32.73
 2057    7.77   -7.99  -27.28   28.34   25.89
 2058   24.18   12.27   -3.17   95.60  -35.77
 2059   -5.68    2.85   46.03  -55.91    3.87
 2060   12.09  -13.84   25.46   31.21   -9.48
 2061   42.70   20.45   31.98   60.15   45.00
 2062   32.00   -5.71   34.20   39.68   44.70
 2063  -21.19    0.82   16.05  -59.88  -21.51
 2064  -32.77    7.38   18.09 -137.06   28.66
 2065   21.36  -20.80    8.15   82.67  -19.08
 2066    8.24   18.45  -16.97   16.36   15.80
 2067    5.08   -5.43   32.87  -19.06   16.50
 2068    5.43   -5.45   45.05  -45.01   40.32
 2069   25.14   -7.12   33.97   31.08   29.89
 2070   41.07  -12.41    8.81   99.28   31.37
 2071   31.16    8.42   73.23  -10.02   59.16
 2072    8.13    2.82   52.04  -23.18    9.50
 2073   10.14   26.46  -15.14   32.17   -4.82
 2074   17.07    7.77   15.37   22.16   18.20
 2075  -19.29   -7.95  -29.90  -27.43   -5.39
 2076   -8.75   30.02   48.55  -80.90    4.30
 2077   30.58    3.76   16.97   56.83   27.07
 2078   15.22   21.68   23.96   11.89    6.61
 2079   -1.25    5.17  -28.41  -23.74   51.62
 2080  -48.08    1.30  -31.54 -102.30  -25.25
 2081   13.76   -8.43   17.43   53.01  -27.47
 2082   23.19   12.23   65.03   13.15    2.04
 2083    6.85   16.38  -13.64   32.34  -12.98
 2084   28.84   -3.50   -3.81   76.31   19.74
 2085   19.70    1.40  -26.62    3.02  100.46
 2086   33.89    0.86   59.42   33.04   31.49
 2087   17.83    6.59   -9.75   64.24   -8.97
 2088   15.64    8.40  -18.62    3.50   70.92
 2089   25.97   -0.93   34.52   -3.67   74.86
 2090   10.22   -0.58    4.69    3.18   32.34
 2091    5.75    0.25  -19.75   28.36    4.78
 2092   18.12  -11.34   44.06    9.74   22.99
 2093   22.51    6.71  -21.73   39.72   54.35
 2094   23.08   22.58   25.34   39.26   -0.41
 2095   37.40    1.70   -9.13   57.93   80.34
 2096  -10.19   -4.31   -3.65   -1.52  -32.19
 2097   -3.17   14.12  -16.32   -6.24    2.54
 2098   30.31   10.29  -11.76   92.90    2.26
 2099    4.17    0.75  -38.06   34.39    8.40
 2100   52.20   15.62   80.41   43.96   59.38
