Mean temperature (Degrees C) - Model Simulations
Refer to Accompanying Documentation
NaN indicates insufficient data is available
Model Climatology 1970-1999
       Annual      JF     MAM    JJAS     OND
        26.33   26.57   27.06   25.48   26.58
Timeseries in Anomalies relative to 1970-1999 mean (Degrees C)
 Year  Annual      JF     MAM    JJAS     OND
20th Century Model Run
 1960    0.01    0.50   -0.00    0.00   -0.28
 1961   -0.02   -0.26    0.07    0.06   -0.07
 1962    0.09   -0.20    0.21   -0.15    0.48
 1963   -0.22   -0.12   -0.41   -0.24   -0.07
 1964   -0.48   -0.01   -0.24   -0.50   -0.99
 1965   -0.57   -0.65   -0.61   -0.62   -0.39
 1966   -0.43   -0.44   -0.57   -0.68    0.06
 1967   -0.23    0.07   -0.36   -0.35   -0.14
 1968   -0.20   -0.64   -0.28   -0.10    0.04
 1969   -0.16    0.33   -0.27   -0.36   -0.11
 1970   -0.08   -0.14   -0.42    0.11    0.05
 1971   -0.02   -0.28   -0.38    0.03    0.45
 1972   -0.04    0.45   -0.20   -0.00   -0.25
 1973   -0.19    0.19   -0.13   -0.19   -0.49
 1974   -0.02    0.05   -0.12   -0.25    0.34
 1975   -0.02    0.23    0.16   -0.12   -0.22
 1976   -0.02    0.13   -0.21    0.02    0.04
 1977    0.07    0.37    0.07    0.02   -0.04
 1978    0.11    0.20   -0.01    0.24   -0.01
 1979    0.16    0.20    0.40    0.03    0.09
 1980    0.14   -0.13    0.22    0.24    0.10
 1981   -0.01    0.39    0.12   -0.06   -0.34
 1982    0.03   -0.09    0.17    0.22   -0.30
 1983   -0.34   -0.19   -0.29   -0.59   -0.17
 1984   -0.44   -0.54   -0.28   -0.58   -0.35
 1985   -0.02   -0.37    0.03    0.11   -0.04
 1986    0.13    0.40   -0.04    0.18    0.08
 1987    0.13    0.30    0.30    0.03   -0.02
 1988    0.08   -0.85    0.15    0.32    0.30
 1989    0.21    0.35    0.38   -0.06    0.29
 1990    0.16    0.24    0.12    0.16    0.15
 1991    0.22    0.24    0.29    0.19    0.17
 1992   -0.32    0.09   -0.18   -0.58   -0.41
 1993   -0.21    0.24   -0.43   -0.25   -0.25
 1994    0.11    0.12   -0.16    0.30    0.11
 1995   -0.18   -0.83   -0.12   -0.10    0.09
 1996   -0.14    0.02   -0.11   -0.27   -0.11
 1997   -0.16   -0.60    0.17    0.09   -0.54
 1998    0.00   -0.47    0.12    0.06    0.13
 1999    0.67    0.28    0.38    0.71    1.16
 2000    0.62    0.91    0.64    0.48    0.58
Projections under SRES A2 scenario
 2000     NaN     NaN     NaN     NaN     NaN
 2001     NaN     NaN     NaN     NaN     NaN
 2002     NaN     NaN     NaN     NaN     NaN
 2003     NaN     NaN     NaN     NaN     NaN
 2004    0.55    0.98    0.77    0.50    0.13
 2005    0.14    0.03    0.40    0.03    0.09
 2006    0.26   -0.71    0.31    0.45    0.61
 2007    0.53    0.03    0.58    0.73    0.55
 2008    0.33    0.21    0.22    0.32    0.51
 2009    0.55    0.72    0.50    0.53    0.49
 2010    0.33    0.14    0.55    0.27    0.33
 2011    0.59   -0.04    0.69    1.03    0.34
 2012    0.70    0.76    0.73    0.81    0.49
 2013    0.78    0.96    0.66    0.68    0.90
 2014    0.61    0.52    0.81    0.56    0.53
 2015    0.95    1.05    0.81    1.01    0.94
 2016    0.75    0.49    0.70    0.71    1.02
 2017    0.59    0.91    0.50    0.36    0.78
 2018    0.86    0.83    0.91    0.75    0.99
 2019    0.69    0.83    1.09    0.51    0.45
 2020    0.66    0.59    0.81    0.57    0.68
 2021    0.87    0.42    0.77    1.04    1.03
 2022    0.78    0.52    1.23    0.65    0.70
 2023    1.05    1.12    1.30    0.84    1.02
 2024    0.56    0.72    0.51    0.59    0.47
 2025    0.89    0.95    1.01    1.01    0.59
 2026    0.77    0.38    0.70    0.87    0.99
 2027    0.93    0.56    0.70    1.09    1.18
 2028    1.10    1.15    1.27    0.95    1.11
 2029    0.91    0.89    1.11    0.62    1.13
 2030    0.85    1.39    0.89    0.55    0.87
 2031    0.98    0.37    1.37    1.06    0.86
 2032    1.30    1.54    1.34    1.33    1.05
 2033    0.94    1.46    0.96    0.86    0.69
 2034    1.09    0.95    0.96    1.29    1.06
 2035    1.11    1.16    1.10    1.00    1.22
 2036    1.22    0.96    1.18    1.28    1.35
 2037    1.15    0.82    1.67    1.01    1.05
 2038    1.28    1.39    1.38    0.96    1.53
 2039    1.17    0.09    1.54    1.29    1.37
 2040    1.44    1.83    1.59    1.12    1.45
 2041    1.54    1.24    1.96    1.54    1.32
 2042    1.24    1.09    1.41    1.15    1.29
 2043    1.30    1.34    1.86    0.93    1.22
 2044    1.63    1.81    1.95    1.54    1.33
 2045    1.32    1.07    1.58    1.34    1.19
 2046    1.55    1.56    1.69    1.33    1.69
 2047    1.47    1.45    1.92    1.29    1.27
 2048    1.52    1.67    1.49    1.54    1.41
 2049    1.74    1.74    1.91    1.48    1.92
 2050    1.52    1.30    1.82    1.47    1.43
 2051    1.89    1.29    1.93    2.00    2.11
 2052    1.58    0.98    1.94    1.45    1.78
 2053    1.80    1.89    1.80    1.66    1.94
 2054    1.78    1.21    1.84    1.46    2.54
 2055    2.10    1.82    2.37    2.09    2.05
 2056    1.97    2.16    2.10    1.62    2.16
 2057    1.82    1.58    2.30    1.48    1.94
 2058    1.96    1.74    2.09    1.67    2.36
 2059    1.85    2.12    2.08    1.37    2.07
 2060    2.28    2.19    2.26    1.96    2.81
 2061    2.33    2.61    2.72    2.01    2.17
 2062    1.99    2.42    2.12    1.40    2.37
 2063    2.20    2.48    2.47    1.88    2.17
 2064    2.21    2.29    2.70    1.87    2.10
 2065    2.18    2.49    2.38    1.79    2.30
 2066    2.13    1.66    2.26    2.16    2.28
 2067    2.48    2.53    2.54    2.37    2.52
 2068    2.37    2.67    2.47    2.01    2.55
 2069    2.34    2.23    2.97    1.91    2.35
 2070    2.27    1.74    2.66    2.24    2.26
 2071    2.60    2.93    2.63    2.43    2.57
 2072    2.66    2.75    2.72    2.52    2.73
 2073    2.64    2.73    2.71    2.43    2.79
 2074    2.32    2.15    2.55    2.06    2.58
 2075    2.99    1.91    3.09    3.26    3.24
 2076    2.90    3.08    3.15    2.60    2.92
 2077    2.89    2.19    2.90    3.01    3.20
 2078    3.13    2.98    3.46    3.01    3.06
 2079    3.02    2.51    3.55    2.98    2.89
 2080    2.81    2.76    3.25    2.71    2.54
 2081    2.88    2.53    3.13    2.72    3.10
 2082    3.04    3.02    3.34    2.81    3.05
 2083    3.19    2.84    3.52    3.19    3.09
 2084    3.15    2.44    3.36    3.28    3.26
 2085    3.21    2.58    3.54    3.21    3.31
 2086    3.13    3.27    3.27    3.19    2.80
 2087    3.22    2.91    3.51    2.95    3.51
 2088    3.33    3.01    3.61    3.38    3.20
 2089    3.41    3.15    3.96    3.13    3.43
 2090    3.36    3.27    4.02    3.09    3.13
