Frequency of Cold Nights - Observed Data
NaN indicates insufficient data is available
Refer to Accompanying Documentation
Average Climatology 1970-1999
       Annual     DJF     MAM     JJA     SON
         6.61    6.27    6.40    5.82    6.70
Timeseries (% days occurring)
YEAR   Annual     DJF     MAM     JJA     SON
1960      NaN    6.23    8.00    3.86    2.08
1961     9.04   17.62    8.42    8.21    7.38
1962    12.48    7.10   10.14   11.65    9.18
1963     8.77    5.83   10.40    7.49    3.98
1964    12.37   17.15    7.86   15.84   19.65
1965    11.50    2.07   15.70   10.01    7.24
1966     8.01   10.56    8.74    7.94    9.50
1967    11.55   16.98    8.24   11.70   12.31
1968    11.58    4.37   15.63    9.54    6.48
1969     4.90    3.62    3.90    7.02    4.93
1970     6.25   10.99    5.29    5.06    7.60
1971    14.57   14.20   11.06   15.06   16.54
1972     8.25    2.98    9.84    7.28    8.04
1973     9.91   19.42    8.99   12.47   10.94
1974    21.26   23.41   22.82   18.88   24.39
1975    10.91   11.54   24.66    9.22   19.88
1976     9.52    2.49    7.68    9.20    5.33
1977     4.45    5.82    3.30    5.09    4.53
1978     4.95    2.56    3.03    5.77    6.49
1979     6.25    3.00    7.60    4.75    5.64
1980     4.00    5.35    3.55    4.43    3.11
1981     7.02    5.89    5.78    4.72    7.60
1982     7.93    7.58    4.02    3.89    7.58
1983     6.51   11.84    2.41    0.57    7.50
1984     9.48    6.85    4.40    6.31    9.70
1985     8.76    6.52    5.92    7.26    6.60
1986    10.85    4.68   10.35   10.80    3.82
1987     5.89    2.41    4.96    5.18    7.04
1988     6.43   16.39    8.82    6.76    6.37
1989    13.29    4.96   12.65    8.53    5.59
1990     5.66    1.98    3.85    8.39    6.63
1991     2.53    3.22    0.00    1.65    2.71
1992     2.02    9.14    0.27    5.65    7.81
1993     4.48    0.57    6.95    1.78    2.72
1994     2.99    1.07    5.88    3.54    1.47
1995     1.06    0.94    1.83    0.25    0.68
1996     1.38    0.44    2.57    1.22    2.06
1997     0.90    0.53    2.04    0.00    0.58
1998     0.35    0.27    0.54    0.00    0.96
1999     0.48    1.17    0.81    0.78    1.07
2000     0.29    1.92    0.27    0.56    0.38
2001     1.82    0.65    0.93    1.32    0.37
2002      NaN     NaN    4.26    0.89    0.64
2003      NaN     NaN     NaN     NaN    0.07
