Mean temperature (Degrees C) - Model Simulations
Refer to Accompanying Documentation
NaN indicates insufficient data is available
Model Climatology 1970-1999
       Annual      JF     MAM    JJAS     OND
        20.95   21.30   21.77   20.10   21.03
Timeseries in Anomalies relative to 1970-1999 mean (Degrees C)
 Year  Annual      JF     MAM    JJAS     OND
20th Century Model Run
 1960   -0.17   -0.55   -0.75    0.42   -0.13
 1961   -0.43    0.72    0.03   -0.90   -1.04
 1962   -0.41   -0.48   -0.22   -0.55   -0.38
 1963   -0.48   -0.47   -0.65   -0.28   -0.61
 1964   -0.65   -0.32   -0.52   -0.86   -0.71
 1965   -0.92   -0.88   -1.07   -1.18   -0.43
 1966   -0.66   -1.01   -0.28   -0.93   -0.44
 1967   -0.18   -0.17   -0.36   -0.19   -0.00
 1968   -0.23    0.09    0.06   -0.55   -0.32
 1969   -0.16   -1.01    0.39   -0.02   -0.34
 1970   -0.96   -0.21   -0.95   -1.44   -0.81
 1971   -0.19   -0.90   -0.30    0.25   -0.18
 1972   -0.17   -0.52    0.22   -0.20   -0.28
 1973   -0.44   -0.60   -0.64   -0.42   -0.17
 1974    0.05   -0.09   -0.09    0.01    0.33
 1975   -0.17   -0.23    0.14   -0.13   -0.49
 1976   -0.39   -0.84   -0.40   -0.29   -0.21
 1977    0.07    0.85   -0.29    0.06   -0.05
 1978   -0.11   -0.12   -0.30    0.11   -0.20
 1979   -0.16   -0.39   -0.43   -0.03    0.09
 1980    0.26    0.64    0.79   -0.04   -0.11
 1981   -0.08   -0.78   -0.26    0.18    0.22
 1982    0.35    1.22    0.29    0.10    0.15
 1983   -0.09   -0.12   -0.34   -0.10    0.18
 1984    0.09    0.57   -0.34    0.06    0.25
 1985    0.13    0.40   -0.04    0.29   -0.12
 1986   -0.27   -0.63    0.16   -0.35   -0.34
 1987   -0.01    0.58   -0.03    0.00   -0.41
 1988    0.36   -0.52    0.32    0.75    0.45
 1989    0.40    0.89    1.02    0.08   -0.11
 1990    0.17   -0.44   -0.33    0.53    0.59
 1991    0.40    0.27    0.86    0.34    0.13
 1992   -0.12   -0.46    0.01   -0.02   -0.14
 1993    0.19    0.07    0.06    0.08    0.54
 1994    0.35    0.79    0.56    0.25   -0.03
 1995    0.01   -0.30   -0.48    0.22    0.41
 1996    0.06    0.27    0.46   -0.13   -0.23
 1997    0.18    0.32    0.18    0.01    0.30
 1998    0.14    0.11    0.21    0.05    0.21
 1999   -0.05    0.16   -0.05   -0.21    0.04
 2000    0.48    0.39   -0.13    0.76    0.77
Projections under SRES A2 scenario
 2000     NaN     NaN     NaN     NaN     NaN
 2001    0.32    0.07    0.16    0.55    0.32
 2002    0.17    0.05    0.50   -0.02    0.16
 2003    0.62    0.25    0.18    0.85    1.02
 2004    0.44    0.78    0.47    0.52    0.07
