Mean monthly rainfall (mm) - Model Simulations
Refer to Accompanying Documentation
NaN indicates insufficient data is available
Model Climatology 1970-1999
 Year  Annual      JF     MAM    JJAS     OND
         78.6    47.8    87.4    32.0   152.3
Timeseries in anomalies relative to 1970-1999 mean (mm per month)
20th Century Model Run
 1960    1.45  -16.75  -12.86   -1.91   32.35
 1961  -17.80    5.57  -40.26   -3.07  -30.55
 1962   -9.32   -9.47  -17.92  -18.84   12.08
 1963   15.28   10.65   17.53    3.20   32.23
 1964   23.54   29.92   82.00    4.77  -14.17
 1965    1.08   -8.57  -21.05   -1.80   33.49
 1966  -14.79   12.43  -50.99  -15.26    3.88
 1967    5.20  -33.49    6.80   20.44    9.08
 1968   11.74   31.61   15.13    5.32    3.65
 1969  -21.64   -1.79  -47.25   -6.75  -29.10
 1970    1.30   -8.89   50.39  -13.14  -21.72
 1971  -13.32   14.27  -57.77    2.93   -8.93
 1972   13.81   42.77    8.36  -13.56   36.44
 1973   -9.13   -2.21   20.53  -10.99  -40.94
 1974  -20.08   -4.49  -39.50  -14.25  -18.82
 1975   20.84  -26.45   14.47   31.34   44.74
 1976   -1.55    1.30   -1.94    6.99  -14.43
 1977   10.80  -10.51  -33.72   -1.40   85.79
 1978   -3.06   -2.25   18.78   -3.21  -25.25
 1979   20.26   -2.45   28.11   44.95   -5.35
 1980  -13.16  -11.66   44.02   -8.20  -77.97
 1981  -30.74   -1.51  -63.65  -19.84  -31.86
 1982    7.57   13.21   65.04    2.30  -46.63
 1983   10.85   26.94   61.81   -8.88  -24.52
 1984    2.27  -26.37   11.15   10.55    1.44
 1985    1.08    3.91  -27.48   19.21    3.60
 1986   -1.15   -8.86    7.75  -14.39   12.73
 1987    8.49   19.07  -18.56    6.10   31.66
 1988  -14.56    3.01  -22.60  -11.75  -21.99
 1989   -4.16  -10.82   23.99   -8.21  -22.47
 1990   -3.87  -19.46  -20.23    2.43   14.48
 1991   12.48    6.21   23.05    2.48   19.40
 1992    6.52   13.70  -12.60   27.04   -6.50
 1993  -20.14  -12.52  -11.38   -2.16  -57.97
 1994  -12.54  -27.74  -13.89   -0.87  -16.61
 1995  -12.94  -10.95  -50.22  -25.07   39.17
 1996   12.10  -19.93   65.12   -9.63    9.40
 1997   23.82   37.04   -0.97    0.20   71.27
 1998    7.54   17.24  -37.58   22.68   25.99
 1999    0.71    8.43  -30.46  -13.64   45.89
 2000   17.84   53.76   21.95    1.25   11.91
Projections under SRES A2 scenario
 2000     NaN     NaN     NaN     NaN     NaN
