Mean monthly rainfall - Model Simulations
Refer to Accompanying Documentation
NaN indicates insufficient data is available
Model Climatology 1970-1999 (mm)
 Year  Annual      JF     MAM    JJAS     OND
        134.5    59.5    64.8   218.6   141.9
Timeseries in anomalies relative to 1970-1999 mean (%)
 Year  Annual      JF     MAM    JJAS     OND
20th Century Model Run
 1960    0.52    8.60    0.24    1.24   -3.10
 1961   14.68   10.74   41.14   14.60    3.86
 1962    0.04   33.46   27.95   -0.69  -20.57
 1963   -7.73   19.00  -40.46   -9.45    3.29
 1964   -1.37  -13.94   -2.24    3.21   -6.87
 1965   -5.98   -5.98  -16.76   -2.57   -8.08
 1966    6.35   34.12   18.16    2.47    1.17
 1967    2.09   -0.64  -22.26    2.94   12.25
 1968   -2.31   10.64  -15.17   -4.23    3.87
 1969    1.12  -30.37    0.63    1.96    8.42
 1970    5.53    5.65   -3.05    8.27    3.77
 1971   -9.19  -15.77  -25.02   -6.16   -6.33
 1972   -0.93    0.16    2.16    0.59   -5.75
 1973   10.32    3.73   12.45   12.69    6.33
 1974   12.65   73.74    6.53    9.32    5.17
 1975   -0.30  -13.95    1.65    2.51   -3.14
 1976   -8.48   15.53  -21.93   -6.74  -12.65
 1977   -5.48   -5.03  -12.31   -6.60   -0.19
 1978   13.70   -0.20   50.92   13.08    1.89
 1979   -5.20   -3.63    2.87  -10.16    0.87
 1980  -13.26  -30.32  -28.13   -8.04  -12.44
 1981    1.20  -21.20   -4.73    7.50   -2.78
 1982    2.22   25.64   -4.56    3.95   -4.81
 1983    0.35   -0.87   12.96    3.88  -12.31
 1984   -2.79   -9.40   -8.87    4.66  -13.47
 1985    1.53   23.23  -10.11    0.36    3.17
 1986   -2.34  -12.84   -0.96   -2.34   -0.04
 1987   -2.21   16.11   14.29   -2.43  -14.42
 1988   10.62   -7.40   41.41   10.59    1.66
 1989   -0.26  -15.08   29.57   -9.21    8.66
 1990   12.85   27.43   17.11   10.64   11.36
 1991    2.03  -35.95   -4.48    7.92    3.51
 1992    0.20   11.77  -37.88    2.27   10.10
 1993   -0.76    0.13   18.57  -16.80   23.13
 1994   -3.47    3.60  -12.98   -1.18   -5.81
 1995    3.98   -8.84   -7.34    4.81   11.01
 1996    0.20  -11.38   31.06   -2.66   -4.79
 1997   -5.02  -11.26  -17.60   -6.07    4.63
 1998   -7.63    2.47  -22.70  -10.39    2.11
 1999  -10.06   -6.07  -18.91  -14.29    1.55
 2000     NaN     NaN     NaN     NaN     NaN
Projections under SRES A2 scenario
 2000   -2.40   -3.90   -3.50    1.72   -9.96
 2001  -19.63  -41.25  -20.12  -22.67   -7.11
 2002    6.19  -29.97   -5.36    4.09   25.91
 2003   -6.16   -3.29   -5.53  -12.17    5.12
 2004   -5.81  -44.26   13.63   -5.40   -4.79
 2005   11.35   25.13   51.23    4.41    3.56
 2006  -10.15  -20.48  -20.18  -11.02   -0.89
 2007   -5.08    6.60  -20.21  -11.00   10.72
 2008   -0.23  -16.87   17.36   -3.40    2.91
 2009   -5.50   -1.35  -21.23   -8.20    6.07
 2010   -7.78  -21.44   -0.35  -10.68   -1.40
 2011  -11.65  -44.18  -17.74  -17.21   11.66
 2012    1.68  -20.76   13.57   -0.08    6.16
 2013   -1.08  -15.15    4.41   -0.36   -1.13
 2014   -3.38  -28.19   11.99   -7.85    5.72
 2015   -9.64   -5.26   -0.57  -12.66   -8.81
 2016  -10.38  -57.24   -8.60   -5.97   -7.14
 2017    2.17  -21.11   19.46   -0.05    5.33
 2018   -3.63  -47.20   21.67    1.49  -13.54
 2019   -0.35  -54.31    2.47    2.28    8.07
 2020  -10.59  -15.45   -2.66  -14.35   -5.11
 2021    8.68  -20.20   50.89    8.69   -2.55
 2022  -12.53  -34.51  -23.46  -10.10   -6.36
 2023   -2.37  -27.38  -20.31   -1.14   10.29
 2024    7.49   -7.63    5.95   10.23    6.79
 2025   -1.41   14.65  -33.41    4.49   -3.41
 2026   -2.04    0.59  -16.92    2.97   -6.30
 2027   -4.36   -1.39  -12.19   -3.64   -3.10
 2028    3.35  -30.00   -8.20   10.25    3.77
 2029  -14.13  -21.37  -16.69  -14.54  -10.09
 2030  -14.22  -42.39   -6.61  -13.37  -11.57
 2031  -12.58  -24.02  -46.80   -7.50   -4.19
 2032   -5.48  -46.82  -11.92   -6.24   10.57
 2033   -7.08  -19.68    1.85   -8.38   -4.96
 2034   -1.37  -13.90  -12.27    0.21    3.87
 2035    8.66  -15.89    6.37   14.92    3.73
 2036   -1.69  -49.00   24.77   -1.31   -1.31
 2037   -2.06  -61.11  -10.26    7.50   -1.45
 2038    0.76   -5.17   14.03   -7.14   12.59
 2039   -9.55  -45.69   -0.29   -9.70   -3.38
 2040    2.14   -9.09   17.79    3.87   -5.40
