Mean monthly rainfall (mm) - Model Simulations
Refer to Accompanying Documentation
NaN indicates insufficient data is available
 2034    0.04    3.61  -57.96   62.73   -8.22
 2035  -21.18   -6.98  -18.08  -53.23   -6.42
 2036   17.37    2.42   30.54   44.93   -8.43
 2037  -13.67   -5.62   -2.56  -17.82  -28.66
 2038    4.86    0.84  -21.50   48.41   -8.30
 2039   -2.07    6.75   27.84  -15.59  -27.29
 2040  -15.42   -5.68    4.57  -70.47    9.90
 2041  -24.27   -4.35  -48.89  -12.77  -31.08
 2042   16.08    7.30    9.83   38.92    8.28
 2043  -19.15  -10.10   -5.54  -58.42   -2.55
 2044   -4.49  -10.70   50.08  -33.94  -23.39
 2045    2.45    3.38  -38.54   35.65    9.31
 2046   -0.21  -11.56   14.42  -16.03   12.33
 2047   -1.91   -9.22   59.00  -56.08   -1.32
 2048  -15.17   -9.06  -48.32   -8.76    5.47
 2049  -12.70   -5.79   23.24  -26.31  -41.96
 2050   39.11    4.07   14.54   98.56   39.28
 2051  -14.12    3.57  -14.05  -16.19  -29.79
 2052  -25.68   -7.98   11.45  -79.86  -26.33
 2053   -4.42  -12.58    9.29  -56.95   42.57
 2054   -3.84   -3.21  -12.90  -12.24   12.98
 2055  -17.96   -4.04   46.80  -91.62  -22.96
 2056  -28.65   -3.20  -61.01  -72.51   22.09
 2057  -18.56   12.03  -62.42  -12.01  -11.83
 2058   -9.28    2.82  -26.98  -17.43    4.45
 2059  -49.22   -5.53  -54.09 -110.55  -26.72
 2060  -10.67    3.54   -3.14  -45.12    2.02
 2061   23.07    2.17  -17.25   56.96   50.39
 2062  -29.68    3.62   -4.42  -99.78  -18.14
 2063   27.76   -8.60   80.43   -0.60   39.83
 2064  -39.84   -1.94  -48.04  -72.60  -36.78
 2065  -24.31  -16.86  -17.64  -83.45   20.70
 2066  -14.76  -20.30   -1.73  -18.14  -18.85
 2067   -2.78    2.41   44.55  -82.85   24.79
 2068    2.35   -3.50   55.66  -28.41  -14.36
 2069  -18.23  -10.40   -9.87  -45.07   -7.57
 2070  -25.86    0.08  -32.69  -44.35  -26.49
 2071    5.41   -5.14   55.09  -30.06    1.76
 2072  -24.37   -0.49    1.42  -81.28  -17.15
 2073  -18.20  -10.16  -38.12  -32.51    8.00
 2074  -30.46  -11.33  -71.66  -36.14   -2.71
 2075  -41.39  -13.27  -40.96 -112.63    1.28
 2076  -11.09   11.15   10.70  -33.36  -32.87
 2077  -17.67   -8.77  -63.54   14.19  -12.58
 2078  -27.03   -7.12  -18.85  -98.01   15.87
 2079  -25.11   -6.50   -6.09  -80.70   -7.17
 2080  -30.94   -8.92  -39.98  -46.92  -27.94
 2081  -20.98   -0.97   -4.69 -116.75   38.51
 2082  -40.92   -4.01  -14.37 -123.89  -21.44
 2083  -15.78  -12.99   34.35  -48.54  -35.95
 2084  -33.29  -14.33  -24.89 -116.24   22.31
 2085  -40.60   -2.53  -52.65  -70.40  -36.83
 2086  -29.10   -9.97  -44.56  -52.60   -9.27
 2087  -36.55   -4.19  -42.82 -100.79    1.62
 2088  -34.57   -7.04  -11.46  -82.31  -37.48
 2089  -31.98   -8.63  -32.96  -68.84  -17.51
 2090  -27.40    2.83   -2.96 -138.34   28.88
 2091  -34.86  -13.98    4.47 -116.33  -13.59
 2092  -36.62  -12.32  -12.62 -104.47  -17.07
 2093  -10.77   -4.54   -0.27  -23.00  -15.26
 2094  -34.25   -5.01  -17.01  -92.40  -22.58
 2095  -27.68    4.78   11.97 -109.73  -17.74
 2096  -27.72  -13.72   -5.74  -59.36  -32.03
 2097  -12.23    4.52   -0.97  -44.77   -7.70
 2098  -33.41   -5.48  -59.22  -76.26    7.34
 2099  -12.80   -7.22  -20.96  -46.62   23.61
 2100  -14.18  -14.81   51.60 -106.67   13.16
Projections under SRES A1B scenario
 2000     NaN     NaN     NaN     NaN     NaN
 2001    2.77   -5.51   56.93  -30.60   -9.76
 2002   20.49    4.27  -12.49   62.09   28.11
 2003   11.34   -0.73   17.36   37.55   -8.84
 2004   12.42   -3.70   22.25   29.10    2.02
 2005   14.66   -7.01   37.10   13.79   14.75
 2006  -23.45  -15.43   29.44 -109.84    2.04
 2007    6.80   -2.04  -22.27   50.85    0.66
 2008    8.31   -8.17   10.07   47.82  -16.47
 2009   17.02   -3.52   29.79   57.20  -15.38
 2010  -11.00   -0.35  -41.15  -12.80   10.32
 2011  -14.12   15.41  -62.72   -2.00   -7.17
 2012    7.57    3.30  -63.92   38.35   52.54
 2013   42.40   28.00   75.81   40.26   25.52
 2014    8.59    4.07   18.11   19.54   -7.35
 2015   12.75    1.67   11.36   21.81   16.18
 2016  -10.59  -13.50  -33.03    7.60   -3.43
 2017   -6.67    0.66  -22.06  -30.76   25.48
 2018  -14.60  -10.65  -56.30  -41.53   50.09
 2019   -3.41  -13.36   30.00   -7.57  -22.71
 2020   -4.93   -8.29  -38.96   21.06    6.46
 2021  -13.95    6.33    2.01  -40.46  -23.66
 2022    9.87   -2.15   -4.16   16.48   29.29
 2023    1.57   -9.17   -6.08   15.44    6.10
 2024  -30.77  -12.81  -24.53  -67.04  -18.72
 2025   11.21   -9.48   78.38   -4.09  -19.96
 2026   18.08   -2.06   46.95   27.33    0.08
 2027  -14.24  -12.75  -12.88  -30.93   -0.39
 2028   11.79   10.27    9.70    7.92   19.29
 2029    6.89    4.42   25.40   27.64  -29.91
 2030    0.25    0.37  -47.62   22.75   25.50
 2031   -3.47  -13.49  -52.27   51.93   -0.05
 2032  -11.89   -5.79  -18.08  -33.62    9.94
 2033   -9.52   -3.82    2.35   -8.82  -27.79
 2034   10.19   -2.59   13.51   12.95   16.89
 2035   -2.84   -8.99   28.09    4.28  -34.73
 2036   19.33    3.31   16.61   47.73    9.66
 2037  -13.83   -4.79  -31.35  -22.88    3.71
 2038    3.69    2.11  -12.44    4.35   20.75
 2039  -13.20   -4.61   61.33  -88.63  -20.90
 2040   -3.59  -10.71   49.84  -29.13  -24.35
 2041    2.13   -1.92   35.58  -24.25   -0.88
 2042    1.25   11.99   21.08  -33.54    5.47
 2043  -12.89   14.02  -23.42  -39.23   -2.95
 2044   -1.83   -7.55   18.94   -6.38  -12.35
 2045  -17.45   -4.11  -24.44  -44.50    3.23
 2046  -36.84    0.54  -42.85  -91.82  -13.25
 2047   -4.40   -7.85   50.16  -73.82   13.93
 2048  -12.03   -8.38    5.28  -51.33    6.31
 2049   -3.90  -13.12  -15.95   20.65   -7.17
 2050  -14.56   -1.60  -31.48  -24.59   -0.59
 2051  -29.17   -2.71  -47.54  -40.73  -25.69
 2052   17.43   -4.59   30.81    7.49   36.02
 2053   15.60    8.24   54.52    5.59   -5.95
 2054  -24.66    1.10   11.39  -79.26  -31.88
 2055  -13.75   -6.72  -11.14  -28.37   -8.76
 2056   -2.10    5.51   29.04  -64.24   21.30
 2057  -27.75    1.14  -57.02  -45.76   -9.36
 2058  -28.78   -8.84  -69.57  -32.72   -4.00
 2059  -10.83   10.45  -32.52  -31.18    9.92
 2060   -9.83   -2.69    8.60  -31.43  -13.79
 2061  -23.92   -5.12   -3.78  -53.63  -33.13
 2062    8.67   -2.37   25.84   28.26  -17.06
 2063  -24.06   -7.70  -26.40  -81.79   19.67
 2064  -13.57   -5.66   42.88  -47.21  -44.30
 2065  -11.14  -10.61    4.64  -15.12  -23.47
 2066  -20.54   -2.30  -12.69  -59.60   -7.57
 2067   -5.47   -9.87  -39.91   16.52   11.40
 2068  -18.32   -0.47   -4.97  -48.40  -19.44
 2069  -23.54    2.68    6.98  -69.13  -34.68
 2070  -32.55    3.68  -43.73  -54.05  -36.09
 2071   -8.50    2.86  -24.68   17.26  -29.42
 2072  -14.62   -5.14   13.68  -64.87   -2.13
 2073  -40.31   -9.71  -39.00  -93.37  -19.18
 2074  -27.11   -8.31  -30.18  -81.50   11.55
 2075   16.73  -10.02   66.98   -6.02   15.97
 2076   -0.31    0.40  -24.62   22.02    0.98
 2077  -28.40  -11.98  -19.41  -64.93  -17.26
 2078  -10.59   -3.45  -42.98   -7.28   11.36
 2079  -30.66    1.08  -69.36  -58.10    3.74
 2080  -20.09   -5.88    3.47  -58.97  -18.97
 2081  -21.95    4.73    1.96  -60.26  -34.23
 2082   -8.08   -0.06  -20.34  -32.19   20.27
 2083  -34.51    1.13  -55.43  -61.48  -22.25
 2084  -34.16    6.61  -33.03  -98.87  -11.34
 2085    1.82   -2.40   28.13    1.36  -19.82
 2086    0.83   17.65   26.64  -62.59   21.62
 2087  -24.49   -8.11   -5.78  -71.80  -12.25
 2088  -12.66   -4.02   20.14  -72.14    5.40
 2089  -28.78    0.37  -47.92  -76.06    8.49
 2090  -34.14   -1.55  -43.70 -109.95   18.65
 2091  -26.70   -8.67  -52.50  -34.01  -11.63
 2092  -43.58  -11.21  -61.80  -96.64   -4.67
 2093  -28.09    2.55  -14.03  -94.94   -5.95
 2094   25.57  -13.58   -7.84   49.19   74.50
 2095  -24.12   -9.47   13.37  -74.65  -25.73
 2096  -30.66   -3.59  -48.61  -74.55    4.10
 2097  -46.36  -11.10  -68.38  -73.85  -32.11
 2098  -29.94   14.58  -56.45  -73.60   -4.27
 2099  -36.07   -7.50  -40.14  -73.92  -22.71
 2100   -0.07    0.21   48.76  -26.48  -22.77
Projections under SRES B1 scenario
 2000     NaN     NaN     NaN     NaN     NaN
 2001    6.36   -6.20   18.14   15.58   -2.10
 2002    3.41   -9.96   53.16   -1.00  -28.55
 2003   -8.83   -5.61  -14.71  -20.58    5.58
 2004  -11.88  -18.58  -37.14   21.68  -13.48
 2005   19.97    5.35   58.16   42.68  -26.29
 2006    0.70   -2.56   -5.42   25.79  -15.00
 2007   22.46   -4.73  -12.17   64.55   42.21
 2008  -12.00   -5.27  -41.34   32.15  -33.54
 2009   32.66    9.40   15.76  105.27    0.22
 2010   13.16  -10.79   30.61   27.98    4.85
 2011    2.97   -3.35   50.13  -14.25  -20.66
 2012  -29.74    2.83  -46.75  -31.59  -43.44
 2013  -10.08  -12.09  -66.63   35.72    2.70
 2014    0.58    3.23   -7.35  -18.36   24.80
 2015   19.52    1.04    2.45   83.28   -8.68
 2016   14.62    3.44   26.42   40.05  -11.44
 2017  -16.18   -2.77  -49.78    7.33  -19.53
 2018   -5.45    0.71    4.11  -18.43   -8.19
 2019   27.02   -1.44   67.09    6.22   36.22
 2020   -5.22    2.12   -9.40   -0.80  -12.78
 2021   -1.60   -1.48  -11.52    9.35   -2.72
 2022  -14.35    1.68   -2.88  -29.95  -26.27
 2023   -1.33   -6.12  -27.01   57.51  -29.69
 2024  -18.26   -1.52  -28.89  -12.45  -30.18
 2025   12.58   -9.32    0.99   19.70   38.96
 2026  -11.56    1.65  -35.75  -36.16   24.03
 2027   -2.21   -0.87    1.89   -6.94   -2.93
 2028   10.49    3.83   39.48    5.30   -6.65
 2029   13.80   -5.57   17.60   47.77   -4.59
 2030    3.11    0.65  -11.84   26.74   -3.10
 2031   21.18  -17.92   20.07   70.40   12.15
 2032  -18.93    2.97  -43.58  -29.71   -5.39
 2033    7.91   -0.15  -16.04   50.61   -2.76
 2034   -5.22   14.52  -43.67   -4.25   12.52
 2035   43.45   -6.40   16.14  130.94   33.10
 2036  -10.31   -8.58  -70.53   17.26   20.62
 2037    7.66   14.72   24.04   13.71  -21.82
 2038   23.79  -14.95   50.64   81.57  -22.13
 2039    1.54  -12.35  -12.03   48.76  -18.23
 2040   30.98   -5.19   13.67  113.92    1.53
 2041  -10.58   -2.34    8.70  -23.90  -24.79
 2042   17.51    1.20  -39.24   67.76   40.32
 2043   -3.03    3.47  -11.50  -17.41   13.32
 2044    2.70    2.28   -9.78  -15.84   34.13
 2045    4.81   15.88  -30.21   20.02   13.56
 2046   -6.64   -9.86    1.66  -23.48    5.14
 2047   -6.19   15.89  -45.07   -9.15   13.57
 2048  -26.94    4.13  -54.17  -41.63  -16.10
 2049   23.23   -0.03   15.52   34.17   43.26
 2050  -16.70    3.97  -33.51  -26.48  -10.77
 2051   13.18    0.59   36.47   -6.45   22.12
 2052    7.99    4.39   28.44  -28.83   27.95
 2053   16.39   -3.13   41.20   12.84   14.64
 2054   17.65    6.54   54.83    6.56    2.66
 2055   30.82    2.47   49.37   67.06    4.39
 2056   -5.64   22.64  -44.74  -18.40   17.94
 2057   11.55   -6.06  -15.22   58.23    9.27
 2058   -9.80   -7.03  -16.50  -32.39   16.73
 2059    1.21   -3.29   30.92   -2.06  -20.75
 2060   20.24    8.22  -38.23   93.67   17.30
 2061   -5.92    3.24   -4.82  -38.80   16.70
 2062   -7.54   -2.51  -24.72  -41.20   38.29
 2063  -23.34  -11.03  -23.78  -56.81   -1.75
 2064   -7.37   -5.69  -14.64   -5.64   -3.53
 2065  -28.07   -3.05  -39.60  -61.72   -7.91
 2066  -14.35   -4.50  -54.99   15.07  -13.00
 2067   -7.09   -4.03   26.74  -46.60   -4.46
 2068   -7.34   -3.90  -53.14   21.45    6.21
 2069  -16.11   -6.80    0.51  -37.29  -20.87
 2070    1.99   -9.13    6.77   24.27  -13.95
 2071   -2.51    8.45  -49.39   47.13  -16.20
 2072   26.76   22.82   23.24   70.90   -9.94
 2073   18.22    3.89    5.72   50.25   13.02
 2074  -12.04    5.58  -37.59  -10.77   -5.39
 2075   -4.22   -3.01  -33.75   14.89    4.98
 2076    2.42    9.75   59.56  -86.63   27.01
 2077  -19.10   -3.05  -22.98  -50.39    0.03
 2078    1.04   -6.93   17.03   34.99  -40.92
 2079    0.45    0.89  -30.49   16.59   14.79
 2080  -42.56  -17.76  -59.20  -90.48   -2.80
 2081  -31.58   -4.63  -64.55  -43.67  -13.47
 2082   -7.80   -0.59  -28.35  -30.56   28.31
 2083  -13.06   -2.53  -45.32    3.90   -8.30
 2084   -7.26   -0.80  -27.45  -50.43   49.63
 2085   -5.67   -4.21   30.80  -45.17   -4.09
 2086   -0.26   -9.12   67.67  -76.99   17.42
 2087  -33.71   -6.88  -33.86  -84.18   -9.91
 2088    6.37   16.07  -29.49   44.70   -5.81
 2089    4.83   -1.57    0.90  -40.15   60.14
 2090  -12.13  -10.34  -45.25   10.14   -3.08
 2091  -14.93   -9.77    5.90  -51.68   -4.16
 2092  -12.05   -5.65  -36.92  -12.29    6.65
 2093  -12.83  -17.38  -13.52  -35.21   14.77
 2094   -9.35  -11.39  -30.67  -20.19   24.88
 2095  -26.32   -8.74  -50.42  -12.27  -33.83
 2096   31.62   -5.55  113.26   46.85  -28.08
 2097  -22.67    3.42  -48.17  -28.66  -17.28
 2098  -13.78    5.44  -41.82  -17.09   -1.64
 2099  -27.72  -10.33  -66.03   -0.19  -34.35
 2100    8.44    9.03  -23.30   16.90   31.11
