Mean monthly rainfall (mm) - Model Simulations
Refer to Accompanying Documentation
NaN indicates insufficient data is available
 2014  -35.67  -99.99  -99.53  -34.52  -95.85
 2015  -40.11  -99.75  -68.11  -58.42  -84.87
 2016  -51.25  -95.40  -55.03  -49.82  -73.01
 2017  -32.92 -100.00  -73.52  -48.85  -48.10
 2018  -25.90  -99.99  -53.25  -24.44  -59.18
 2019  -24.56  -97.26  -58.11  -43.20  -62.33
 2020  -34.29  -91.57  -97.76  -36.41  -69.01
 2021  -58.97  -99.63  -73.00  -65.51  -79.92
 2022  -32.93 -100.00  -71.59  -46.67  -65.70
 2023  -68.47  -96.93  -93.75  -70.00  -53.17
 2024  -50.79  -99.46  -91.42  -50.50  -59.66
 2025  -41.29  -98.08  -72.01  -39.29  -65.24
 2026  -33.48  -98.77  -65.66  -35.35  -80.81
 2027  -32.09 -100.00  -60.81  -52.75  -92.21
 2028  -53.91  -99.82  -70.99  -54.43  -50.39
 2029  -35.59  -96.32  -94.95  -39.27  -53.33
 2030  -47.02  -98.83  -72.44  -51.36  -76.18
 2031  -17.63  -94.15  -55.18  -18.61  -74.67
 2032  -28.61  -97.57  -79.70  -29.18  -50.38
 2033  -28.67  -95.29  -59.12  -43.44  -97.60
 2034  -23.97  -96.87  -95.86  -26.26  -76.49
 2035  -38.69  -96.36  -89.53  -36.59  -62.64
 2036  -47.80 -100.00  -81.69  -59.12  -43.98
 2037  -66.00  -96.52  -94.38  -70.11  -69.69
 2038  -31.13  -99.81  -79.80  -44.58  -94.00
 2039  -43.19  -97.34  -83.73  -46.53  -87.62
 2040  -41.66  -95.61  -48.85  -42.08  -86.56
 2041  -50.33  -98.85  -61.15  -59.32  -55.56
 2042  -56.52 -100.00  -78.60  -55.84  -91.94
 2043  -35.68  -96.07  -66.90  -51.17  -88.97
 2044  -28.88  -99.90  -75.97  -36.36  -78.92
 2045  -55.57  -99.87  -71.19  -71.06  -73.63
 2046  -75.84 -100.00  -88.64  -71.15  -92.33
 2047  -26.59  -96.43  -88.07  -39.34  -31.14
 2048  -44.41  -98.14  -61.89  -53.56  -44.99
 2049  -36.29 -100.00  -76.30  -40.95  -71.04
 2050  -43.88  -96.17  -59.54  -50.61  -91.67
 2051  -31.10 -100.00  -98.73  -37.40  -67.81
 2052  -56.86  -99.98  -81.69  -46.63  -91.35
 2053  -28.66  -99.04  -97.83  -32.84  -74.69
 2054  -45.71  -98.72  -59.10  -66.40  -48.04
 2055  -45.96  -98.29  -78.00  -52.26  -68.16
 2056  -50.38  -99.47  -88.00  -52.71  -68.46
 2057  -54.36  -96.32  -99.00  -59.57  -72.46
 2058  -42.41 -100.00  -74.57  -34.35  -82.18
 2059  -60.41  -99.83  -88.46  -56.01  -84.18
 2060  -54.46  -95.35  -72.81  -54.96  -90.13
 2061  -54.08  -99.34  -68.73  -62.05  -71.64
 2062  -42.88  -98.45  -97.59  -46.83  -76.89
 2063  -47.26  -97.03  -98.27  -46.94  -67.04
 2064  -62.48 -100.00  -81.34  -59.76  -94.64
 2065  -39.12  -96.72  -78.36  -53.64  -88.31
 2066  -52.29  -99.26  -81.14  -47.17  -85.97
 2067  -58.84  -99.03  -92.03  -52.10  -90.36
 2068  -32.76  -98.67  -69.17  -46.47  -80.64
 2069  -60.12  -98.68  -73.46  -61.19  -72.12
 2070  -45.46  -98.13  -74.11  -49.47  -75.22
 2071  -47.18  -96.40  -97.36  -43.35  -72.24
 2072  -29.93  -98.07  -79.56  -33.97  -90.11
 2073  -47.20  -98.03  -85.82  -64.35  -74.02
 2074  -49.85  -97.06  -87.65  -57.82  -75.56
 2075  -55.79  -98.06  -79.82  -70.58  -81.18
 2076  -70.95  -99.96  -75.17  -73.09  -66.53
 2077  -55.20  -99.97  -71.64  -53.31  -69.84
 2078  -22.70  -99.67  -88.89  -30.17  -61.99
 2079  -35.33  -96.17  -57.11  -36.79  -82.55
 2080  -70.61  -99.28  -84.54  -75.11  -88.90
 2081  -69.84 -100.00  -71.57  -65.05  -94.10
 2082  -60.13  -97.98  -86.92  -63.17  -59.86
 2083  -64.96  -99.11  -70.38  -59.45  -92.98
 2084  -36.51  -99.62  -77.34  -47.91  -61.86
 2085  -42.29  -97.63  -75.38  -51.74  -58.14
 2086  -56.69  -95.73  -92.12  -62.46  -93.83
 2087  -70.30  -95.98  -76.73  -85.95  -85.37
 2088  -64.14  -98.46  -76.09  -62.97  -90.93
 2089  -54.66  -97.36  -79.77  -59.94  -72.34
 2090  -64.61  -99.52  -93.38  -54.30  -83.21
 2091  -42.62  -98.15  -97.42  -52.62  -84.28
 2092  -70.18  -97.79  -74.24  -64.48  -95.39
 2093  -56.69  -98.37  -77.88  -68.97  -78.77
 2094  -38.35  -98.55  -97.97  -55.77  -56.83
 2095  -32.80  -99.01  -73.80  -39.51  -82.47
 2096  -74.43  -95.19  -83.48  -71.08  -89.03
 2097  -62.71  -94.10  -88.33  -67.04  -84.39
 2098  -61.31  -95.56  -80.34  -66.29  -61.50
 2099  -70.19  -98.76  -78.82  -67.53  -89.51
 2100  -60.59  -98.24  -81.85  -52.47  -86.21
Projections under SRES B1 scenario
 2000  -49.83  -94.41  -46.33  -47.35  -56.47
 2001  -26.94  -96.93  -91.61  -26.94  -81.65
 2002  -43.72  -96.82  -78.72  -55.29  -55.88
 2003  -18.80  -98.61  -58.19  -35.36  -55.27
 2004  -28.87  -97.85  -68.76  -52.30  -65.27
 2005  -37.98  -98.85  -82.45  -55.14  -70.27
 2006  -62.17  -97.94  -94.21  -73.51  -97.80
 2007  -30.54  -99.65  -82.62  -28.56  -62.15
 2008  -34.85  -98.85  -80.49  -51.55  -70.52
 2009  -23.78  -98.04  -79.05  -38.74  -56.14
 2010  -69.97 -100.00  -61.11  -71.81  -79.67
 2011  -37.07  -97.71  -68.27  -30.36  -76.90
 2012  -31.98  -97.48  -91.45  -33.18  -73.82
 2013  -15.47  -94.84  -81.52  -17.15  -50.00
 2014  -37.01  -97.72  -82.15  -45.52  -67.79
 2015  -45.03  -98.10  -65.62  -48.72  -63.63
 2016  -30.70  -99.89  -55.11  -32.34  -61.85
 2017  -55.88  -95.67  -77.00  -57.70  -65.90
 2018  -35.82  -95.99  -75.00  -35.29  -60.67
 2019  -34.38  -99.73  -86.26  -40.75  -68.91
 2020  -42.62  -96.67  -90.55  -40.73  -64.60
 2021  -36.89  -99.97  -56.54  -49.50  -69.68
 2022  -35.18  -98.46  -71.27  -37.49  -73.67
 2023  -32.45 -100.00  -61.55  -33.19  -76.38
 2024  -47.68  -86.49  -74.28  -51.52  -76.67
 2025  -42.44  -99.99  -58.85  -45.12  -75.26
 2026  -50.64  -99.96  -81.13  -48.89  -54.80
 2027  -48.20  -95.12  -81.34  -56.66  -41.19
 2028  -53.67  -98.05  -68.69  -72.34  -44.54
 2029  -46.78  -94.39  -98.72  -54.76  -77.74
 2030  -17.07  -96.94  -98.63  -18.32  -67.45
 2031  -44.37  -98.58  -75.34  -43.95  -60.30
 2032  -51.94  -95.55  -81.78  -66.36  -72.85
 2033  -34.70 -100.00  -70.75  -49.04  -76.97
 2034  -72.04  -99.98  -73.10  -80.96  -86.71
 2035  -26.79 -100.00  -72.69  -35.51  -55.00
 2036  -37.32  -99.07  -75.99  -34.24  -79.73
 2037  -47.34  -95.97  -88.38  -49.78  -61.36
 2038  -29.46 -100.00  -68.32  -35.29  -48.66
 2039  -36.33  -97.42  -76.79  -38.86  -95.90
 2040  -38.84  -96.50  -73.72  -62.41  -42.88
 2041  -50.04  -96.06  -52.58  -56.50  -72.42
 2042  -57.53  -93.06  -79.59  -51.03  -72.55
 2043  -30.42  -97.52  -82.73  -38.53  -90.05
 2044  -47.96  -95.66  -73.51  -57.96  -70.54
 2045  -70.53  -95.30  -72.12  -67.96  -86.78
 2046  -38.54  -99.89  -60.29  -65.40  -68.76
 2047  -38.41  -97.92  -81.63  -48.32  -67.59
 2048  -55.90  -93.64  -88.25  -52.29  -82.66
 2049  -41.13  -96.22  -92.44  -37.11  -81.59
 2050  -52.19  -99.98  -86.98  -36.90  -78.28
 2051  -46.53 -100.00  -72.14  -51.99  -88.62
 2052  -43.72  -97.43  -59.59  -50.95  -57.34
 2053  -53.34  -95.49  -92.41  -52.36  -83.06
 2054  -60.45  -98.58  -87.61  -58.08  -77.81
 2055  -44.08  -99.92  -64.01  -67.28  -60.40
 2056  -34.56  -97.80  -69.91  -41.74  -60.79
 2057  -38.59  -95.99  -95.73  -48.96  -86.06
 2058  -46.43  -98.55  -86.42  -50.28  -62.79
 2059  -50.63  -96.34  -77.24  -39.34  -86.71
 2060  -27.54  -99.92  -87.62  -31.09  -80.60
 2061  -63.55  -94.54  -89.49  -59.28  -78.96
 2062  -52.68  -99.40  -87.91  -56.71  -58.42
 2063  -25.90  -99.58  -85.89  -55.39  -48.05
 2064  -34.06  -99.72  -97.93  -34.05  -94.30
 2065  -38.32 -100.00  -53.67  -50.98  -93.14
 2066  -33.26  -99.53  -96.25  -40.04  -62.06
 2067  -57.99  -99.42  -59.97  -53.92  -76.09
 2068  -53.45  -98.80  -88.40  -46.02  -94.92
 2069  -53.28  -92.72  -86.47  -47.91  -84.77
 2070  -42.28 -100.00  -81.18  -48.51  -97.87
 2071  -23.93  -99.85  -65.93  -26.38  -57.96
 2072  -53.99  -96.79  -74.67  -64.98  -45.91
 2073  -51.10  -98.40  -98.06  -63.88  -62.50
 2074  -36.99  -92.84  -57.80  -42.46  -61.76
 2075  -45.59 -100.00  -62.66  -47.01  -75.97
 2076  -45.56  -96.12  -76.99  -53.75  -77.61
 2077  -34.15  -96.60  -97.14  -34.99  -82.24
 2078  -35.16  -97.33  -82.54  -35.50  -91.06
 2079  -57.48  -95.49  -75.84  -59.02  -80.59
 2080  -30.81  -99.68  -84.79  -35.19  -80.96
 2081  -45.09  -98.32  -55.32  -49.48  -73.67
 2082  -59.02  -98.45  -77.23  -56.69  -66.49
 2083  -61.57  -95.01  -93.16  -56.68  -89.60
 2084  -27.92  -99.10  -48.72  -33.40  -73.37
 2085  -41.39  -98.72  -86.37  -37.81  -65.10
 2086  -42.41  -96.71  -80.38  -55.34  -63.86
 2087  -48.52  -91.51  -71.11  -46.24  -56.74
 2088  -58.89  -96.61  -74.48  -50.84  -86.37
 2089  -47.01  -99.52  -92.00  -42.64  -54.51
 2090  -61.97  -99.44  -78.56  -75.75  -56.44
 2091  -30.51  -95.95  -87.26  -30.57  -42.82
 2092  -30.39  -97.62  -72.55  -35.55  -64.51
 2093  -36.96  -94.59  -66.24  -32.87  -89.63
 2094  -30.41 -100.00  -79.59  -46.81  -93.44
 2095  -79.60 -100.00  -74.35  -78.18  -93.20
 2096  -55.59  -95.12  -82.89  -52.40  -75.16
 2097  -40.42  -96.97  -69.12  -38.09  -60.76
 2098  -41.42  -93.23  -84.83  -49.55  -90.23
 2099  -59.04  -99.96  -80.93  -60.27  -84.43
 2100  -32.69  -98.62  -88.07  -35.13  -63.68
