Mean monthly rainfall (mm) - Model Simulations
Refer to Accompanying Documentation
NaN indicates insufficient data is available
 2047   32.36  223.62   41.10   32.85  104.19
 2048  146.15  225.38   39.38  129.15  266.97
 2049   80.04  327.33  135.69   68.02  111.38
 2050   59.92  294.92  174.90   79.91   83.68
 2051   45.64 1053.53   78.48   53.81   65.47
 2052   57.35  189.68  157.07   74.72  107.03
 2053   41.60  233.47  119.43   82.23  100.71
 2054   42.23  219.12   99.05   58.55   53.10
 2055   34.00  229.53   25.02   55.99   85.26
 2056  103.77   27.89  103.91   58.26  241.76
 2057   43.50  784.21   76.91   83.84   52.13
 2058   55.57   72.70   53.55   83.74   86.79
 2059   21.59  318.92   54.89   28.43   81.20
 2060   29.16  154.90   54.57   42.21  157.12
 2061   30.89   38.25  251.06   22.63   99.39
 2062   14.27   53.43   70.74   16.98   61.15
 2063   35.08   91.25  102.15   39.64  158.52
 2064   43.81   45.33  107.30   92.97  141.20
 2065   25.96  217.47   58.56   28.50   71.31
 2066   19.76  486.63   29.18   20.90  118.23
 2067   47.55  308.50   96.91   68.54    5.89
 2068  140.48  318.98   93.31  144.29  222.06
 2069   51.40  119.68   48.12   99.51  100.28
 2070  191.00  282.16  296.93  166.73  199.72
 2071   40.12  453.11   76.65   66.40   74.08
 2072   61.21  205.27  348.65   61.85  122.86
 2073   57.74  447.98   60.89   80.89   63.79
 2074   29.46  379.20   51.21   47.85   91.40
 2075   14.81  227.09   24.38   19.19  330.88
 2076   13.77   71.42    9.63   21.01  109.57
 2077   20.96   98.26  283.84   35.68   63.11
 2078   77.19  157.04  118.35  100.71   71.48
 2079   25.09  529.31   36.86   40.33   66.57
 2080    9.12   89.32   21.04    2.77   82.71
 2081   60.46  106.60  118.89   47.83   94.34
 2082   58.50   39.10   95.10   63.37  103.65
 2083   67.82  204.69   63.96  154.83   26.02
 2084   34.86  255.62   78.88   49.57  115.43
 2085  119.41  226.44  171.19  108.11  367.33
 2086   43.47  344.64  121.45   92.45  170.59
 2087  158.09  124.35  102.29  202.98  159.56
 2088   41.04 2335.81   80.84   23.72  194.36
 2089  131.56   54.32  225.86  119.08  187.91
 2090   65.19   41.49   82.56   82.64  105.72
 2091   52.04  200.26   21.81  113.21  150.10
 2092   49.58   18.98   44.76   49.29  237.90
 2093   70.02  974.33   72.86  119.30   58.03
 2094   61.70  193.05   62.39  143.49  256.24
 2095   37.91   70.49   71.00   23.44  104.25
 2096   62.28   49.51   67.20   65.29  152.55
 2097   58.87  439.20   86.09  112.71  136.10
 2098  143.33   84.27  117.29  241.14  316.43
 2099   30.80  167.90  102.24   33.90  109.94
 2100   69.12   37.35   65.58   45.33  122.02
Projections under SRES B1 scenario
 2000   30.63  319.42   25.87   45.81   68.66
 2001   41.57  578.20  128.16   40.40  116.11
 2002   58.40   14.84   68.07   52.21  176.50
 2003   71.82  145.58  155.58   73.03  313.89
 2004   62.64  184.26  192.06   53.46  140.99
 2005   20.50  305.27   88.28   18.99  190.45
 2006   47.51   46.09   76.98   41.17   56.63
 2007   60.21   16.22  199.60   86.50  241.15
 2008   35.08  266.60   73.39   35.31  115.30
 2009   26.82   73.51  151.30   41.82   50.39
 2010   86.12  757.30   35.79  100.64  167.67
 2011   58.22  540.14  175.63   60.87  110.92
 2012   53.77   88.75  112.72   63.37  197.75
 2013   41.48  306.79  188.12   59.79  211.15
 2014   62.07  222.30  350.86  120.51   59.27
 2015   76.01   40.04  123.46  125.31   95.01
 2016   45.35  296.40  111.95   48.40  149.61
 2017   55.20  415.00   42.96   49.16  172.52
 2018   74.02   84.52  192.71   97.79   43.64
 2019   37.65  121.12  146.35   53.63   60.00
 2020   85.11  273.86  213.25   93.07  151.20
 2021   53.46   65.86   36.38   54.37  176.06
 2022   86.78  390.95   67.56   70.07  272.24
 2023   86.86  168.65   81.15  106.26   78.16
 2024   31.85   88.74  104.77   35.77   93.75
 2025   59.87   89.47  132.15  110.31  195.54
 2026  101.18   41.06  224.13   83.42  303.82
 2027   41.56  417.95  130.08   41.27  243.22
 2028   21.20  171.32   23.49   39.27  129.46
 2029   63.22  179.45  108.53   85.48   50.96
 2030  109.18  186.20  108.83  129.28  158.53
 2031   39.89   89.46  301.11   60.43  126.09
 2032   36.99  285.56  145.79   33.65  160.78
 2033   37.25   61.11   72.38   42.39  196.87
 2034   38.79   82.44  110.71   33.62   82.39
 2035   83.65  235.56   55.44  148.71  195.48
 2036   24.82  110.33  153.72   53.79   95.24
 2037   65.05  105.56  384.87   53.45  163.71
 2038   91.43  278.76  182.26   73.50  281.03
 2039   59.21  402.87   52.50   84.21   39.12
 2040   59.72  101.83   90.04   59.27  271.27
 2041   42.86  114.33  203.85   44.06   72.50
 2042   50.39   34.08  123.44   52.25   98.72
 2043   36.80  583.22   50.31   82.75   44.58
 2044   35.32  191.77  168.01   38.44   83.63
 2045   48.31  150.02   75.56   73.24   51.41
 2046   90.11  197.36  144.71   84.52  448.70
 2047  119.74 1063.41  127.23  175.43   84.58
 2048   60.06  321.29   95.15   58.80   52.39
 2049   34.47   68.53  156.65   31.66   99.17
 2050   23.61  171.21  116.97   17.58  118.64
 2051   27.14  245.77   36.02   69.57  106.43
 2052   50.75   67.56   76.96   95.11  131.93
 2053   55.32  128.10   53.56   46.01  156.56
 2054   81.60  356.44   25.30  104.43   82.54
 2055   37.94   79.47  131.48   48.45   74.48
 2056  135.27  131.16  139.14   96.67  322.62
 2057   34.15   40.10   41.15   59.25  356.85
 2058   43.95  648.41   73.77   46.77   97.93
 2059   33.88 1554.49  134.07   36.66   98.86
 2060   57.27  156.06   56.23   62.61   56.09
 2061   63.86  285.61  100.31   65.33  152.86
 2062   33.63  482.07   91.04   31.66   70.18
 2063   34.95  205.15   90.01   25.24  144.01
 2064   42.08   83.12  101.33   50.03   73.62
 2065   79.53  524.58   68.03  115.71   67.12
 2066   18.98  293.67   59.50   22.73  125.42
 2067   47.08  112.65   30.32   89.35  112.95
 2068   64.46  340.83  238.22   51.96  103.26
 2069   41.64   91.40   82.26   44.05   44.50
 2070   37.18 1226.62  108.06   37.92  101.61
 2071   32.05  256.83  111.38   60.32   71.15
 2072   52.41  760.57   88.14   82.71  195.78
 2073  101.25  119.25  101.97  199.51  368.36
 2074   60.60   40.01  210.37   57.42  184.23
 2075   49.70  135.07   56.71   47.97  108.53
 2076   82.97  265.42  122.98   60.49  231.31
 2077   31.54  462.21   61.57   41.62   77.44
 2078   44.11  251.38  165.03   52.01   24.61
 2079   70.33  433.56   73.32   81.67  132.83
 2080   51.82  174.08  111.34   56.65  227.77
 2081   53.64  177.75  171.55   41.27  251.68
 2082  110.22   96.13   55.33  160.62   87.18
 2083   61.95   35.15  132.58   64.60  112.46
 2084   57.34  191.44   51.46   57.09  163.49
 2085   48.94   94.78   56.95   47.51  247.79
 2086   33.99  232.79   45.58   30.78  153.18
 2087   50.79   38.35   19.68   82.68   90.25
 2088   38.49  193.11   68.43   46.42   77.00
 2089   23.57   83.96   20.42   32.76   93.62
 2090   44.35  259.01   43.52   42.33  131.30
 2091   34.47  449.12  134.41   37.55   52.70
 2092  143.16   51.64  124.48  176.75  139.66
 2093   22.79  223.57  142.25   26.14   56.90
 2094   26.47  165.85  155.09   45.14   61.45
 2095   97.84   70.16  480.65  119.51  238.82
 2096   83.32   19.30   67.13   86.52  139.19
 2097   44.17  215.94   45.22   60.58  237.37
 2098   43.59   73.50   65.92   53.33   55.65
 2099   27.38  209.48   53.54   48.23   28.88
 2100   74.45   70.63  204.00   62.97  108.39
