Mean monthly rainfall (mm) - Model Simulations
Refer to Accompanying Documentation
NaN indicates insufficient data is available
 2047   52.44  129.15  207.13   67.71  136.00
 2048  103.12  171.46   96.34  166.46  134.80
 2049   95.24  207.12   71.52  160.08  112.92
 2050   58.63   61.88   77.08   73.65  245.51
 2051  101.20   92.32  334.87   63.68  155.04
 2052  169.31   28.85  133.05  237.79  315.81
 2053  115.91  383.47   70.61   59.07  172.30
 2054   65.74  207.21  170.21   69.78  185.46
 2055   33.96  142.52   65.33   92.89  199.93
 2056   59.12  165.18   61.58   69.86  266.08
 2057   39.26   99.24  165.30   47.48  137.60
 2058   77.40   92.55  166.81   71.67  218.28
 2059   59.22   90.19  220.86   49.60  189.24
 2060   73.86   38.86   64.79   57.39  379.66
 2061   94.72  174.52   79.30  114.72  185.46
 2062   61.73   88.09   22.78   56.25  468.62
 2063   94.92  152.20  183.32   50.65  206.05
 2064   32.96   44.13   35.01   99.85  224.85
 2065   77.28  162.26  141.74  105.60  160.80
 2066   48.74  118.48   96.66   49.73  147.31
 2067  118.55  355.60  198.27  176.17  275.39
 2068   60.28  174.59  109.32   72.08  121.55
 2069  131.57  577.08   47.74   66.75  244.71
 2070  131.71  211.57   69.08   58.09  829.73
 2071   47.61  225.06  164.98   33.25   82.38
 2072   31.85  119.38   57.71   33.12  138.41
 2073   70.90  439.17  120.61   58.19  154.18
 2074  104.52  442.35  107.10  122.22  291.83
 2075   61.19   60.63  230.03  127.42  185.31
 2076   45.19   74.04  123.06   65.92  143.78
 2077   79.30  347.62   44.60   93.73  102.34
 2078  104.51   39.05   42.86  103.34  317.69
 2079   55.13  735.48   81.14   33.07  125.24
 2080   40.70   55.69  162.54   45.42  277.36
 2081   92.84   98.29   67.94   72.80  276.36
 2082  112.58   62.54  104.11  147.33  176.90
 2083   96.24  285.86   83.93   89.79   92.53
 2084   59.16  415.69   64.86   62.91  246.81
 2085   62.96   31.02   86.40   69.22  139.15
 2086   46.33  781.73   13.32  130.96  279.57
 2087   40.14  164.00  110.19   65.90  255.98
 2088   21.87  242.61   58.31   48.35  115.99
 2089  116.63  123.24   46.18   33.73  536.65
 2090   46.97   52.78  117.59   15.88  259.68
 2091  143.26  141.75   89.90   38.83  521.26
 2092   38.23  118.34  130.31   55.09  104.69
 2093   61.41  208.41   47.54   69.19  211.16
 2094   84.07   47.26   80.36   79.69  121.56
 2095   53.97  168.62   27.91   96.21  303.88
 2096   65.53  224.37   91.59   98.43  402.63
 2097   38.37  139.72   58.13   60.79  221.83
 2098   53.36   74.23   77.17   56.62  234.71
 2099   99.93  -11.72  141.57   81.42  352.17
 2100  248.55  231.88  143.25   73.31  796.17
Projections under SRES B1 scenario
 2000   40.29  246.84   49.50   39.27  110.60
 2001   37.99  166.17   56.29   71.35  519.09
 2002   36.20  149.40  110.53   32.47  399.33
 2003   42.51   40.03   97.14   36.06  156.54
 2004   92.38   57.78  101.83   78.54  362.34
 2005   75.77  456.36  136.85   87.42  235.31
 2006  104.01   93.89  206.59  166.37  251.17
 2007   90.49  328.67  212.98   83.80  157.88
 2008   29.54   89.12  148.35   45.47  198.24
 2009   44.77  116.47   70.28   45.29  172.82
 2010   94.48  306.73  138.10   94.31  144.04
 2011  112.66  461.25   65.94   66.34  216.75
 2012   80.37   65.89  237.02   13.09  101.60
 2013  127.38  123.88  257.84   76.57  114.88
 2014   29.03  165.98   87.75   57.79   76.94
 2015   67.89  149.55  292.38   45.18  124.07
 2016   77.35   59.76   62.93   93.86  468.12
 2017  109.48  214.41  155.57  146.83  230.93
 2018   29.36   79.62  171.62   56.03  168.90
 2019   41.72  183.38   38.06   71.31  318.70
 2020  103.62  107.08  160.88   59.09  285.93
 2021   74.45  122.57  105.00   56.15  194.22
 2022   43.74  156.61   43.23   77.29  305.96
 2023   52.68  253.48  177.35   53.11  272.46
 2024   49.16  126.83  119.22   26.52  308.90
 2025   72.57   27.76  131.75  128.72  462.29
 2026  108.56  157.16  262.25   76.64  133.40
 2027   40.84   41.59   76.32   59.67  152.04
 2028   37.10   83.47  180.39   30.41  227.85
 2029  112.79  100.06  265.87   54.61  561.16
 2030   35.90   66.55   83.35   36.09   85.50
 2031   80.59  489.65  194.31  100.02  412.72
 2032   26.03  111.72  104.76   82.27  122.49
 2033   69.22  160.36   68.29   59.36  325.19
 2034   73.19  221.98   69.48   50.46  355.40
 2035   20.08   82.03  128.25   69.24  186.74
 2036   38.64   80.46   84.43   64.81   81.26
 2037   47.18  190.26   64.98   53.43  113.90
 2038   40.00  251.25   95.59   23.02   79.52
 2039   42.44  135.99   71.64   64.79  231.07
 2040   15.76   58.04  136.92   48.71   64.58
 2041  114.89  990.07   75.19   86.83   48.02
 2042   36.72  296.02   81.01   55.56  148.96
 2043   74.61  119.08  111.52   87.77  412.62
 2044   52.55  217.20   75.50   48.56  198.14
 2045   60.08  109.06  118.26   54.23   85.71
 2046   49.95  282.37   89.50   41.81  185.29
 2047   35.75  276.52   76.44   45.14  208.47
 2048   52.03   41.85   74.86   25.59  279.03
 2049  143.42  167.52  124.13   44.89  477.74
 2050  104.21  430.68  142.73  104.45  158.19
 2051   57.58  238.88  133.82   48.39  335.98
 2052   39.39   93.34  160.30   49.10  163.24
 2053  109.27  293.92  105.49  112.96  284.88
 2054  141.81  236.76  205.31  113.49  404.06
 2055   46.74  151.56   67.90   71.00  144.20
 2056   83.00   75.51   44.02   95.60  149.44
 2057   45.81  182.60   65.48  124.05   90.13
 2058   97.27  427.92  181.84   23.66  494.60
 2059   61.26  289.61  165.69   80.65  241.65
 2060   91.59  326.59  114.73   85.29  305.75
 2061   40.56  139.80    4.20   94.88   30.76
 2062   75.50  193.62   74.36   34.40  144.43
 2063   40.84   71.44  170.36   33.39   88.65
 2064   40.99   93.17  131.16   34.87  290.19
 2065   57.07  204.92  236.42  132.94  190.34
 2066   58.66  443.74   92.72   46.97  206.30
 2067   86.16  224.32  159.58  141.57   84.09
 2068   55.85   75.44  112.40   39.80  419.47
 2069   86.89  121.29  143.30   72.35  216.28
 2070   28.39  468.58   59.40   60.17  204.19
 2071   38.25  112.27  112.48   49.95  102.85
 2072   74.66  133.28   68.83  126.08  271.40
 2073  102.64   64.39   99.12   84.81  320.35
 2074   32.20  199.32   75.48   60.58   57.77
 2075   20.37  140.30   88.48   52.10  103.28
 2076   72.82  538.80   67.34  132.37  140.27
 2077   80.89  215.85  130.08   51.06  159.72
 2078   71.68  206.75   83.25   92.82  417.21
 2079   76.17  325.45  136.31   68.69  142.76
 2080   33.80   62.23   30.98   44.64  142.67
 2081   48.08   50.49  115.80   65.22  225.19
 2082   35.50   56.58   89.02   35.80  257.12
 2083  131.64  198.71   35.97  159.40  186.73
 2084   44.78  140.40  103.94  106.41   53.90
 2085   71.04  136.54  163.64  103.94   60.39
 2086   72.10  488.08   28.94   45.96   61.59
 2087   95.83  262.67  153.00   51.34  341.61
 2088   46.55  120.72   69.60   39.31  247.05
 2089  105.75  314.00   68.97  163.61  143.72
 2090   81.67  495.27  145.11   49.48  172.72
 2091  144.12  138.63   74.87   49.95  500.81
 2092   53.22   33.35   10.62   75.65  170.95
 2093   86.18  227.99   24.91   68.18  144.75
 2094   44.81  125.86   36.23   49.25  118.82
 2095  130.10   61.54   93.15   72.14  616.93
 2096   34.02   72.73   92.33   13.73   35.73
 2097   60.38   34.60  201.27  156.17   64.06
 2098   67.11  313.00   24.47   89.66  101.47
 2099  188.81   50.39   61.80  188.43  768.38
 2100   92.32  194.59   29.81   22.53  306.35
