Mean Monthly Precipitation - Observed Records - % Anomalies relative to 1971-2000 mean
Refer to Accompanying Documentation
NaN indicates insufficient data is available
1970-1999 Climatology
YEAR   Annual     NDJ     FMA     MJJ     ASO
        180.2   137.8   175.5   153.3   254.3
Timeseries in anomalies relative to 1970-1999 mean (%)
YEAR   Annual     NDJ     FMA     MJJ     ASO
1960      NaN     NaN     NaN     NaN     NaN
1961    -3.78   -2.54    1.54  -21.60   -7.64
1962    12.25    8.19   27.79   24.48   -3.65
1963     5.97   18.35   13.32   31.75  -21.35
1964     3.36   14.26   21.53  -14.10   -4.56
1965     7.94   50.73   15.08   -7.56  -10.82
1966     8.96    8.18   17.88   25.81   -6.95
1967    12.35   22.25    4.70   28.67    2.41
1968     3.78   19.55   28.04   -4.14  -16.73
1969    15.38   46.01   33.86  -15.70    4.77
1970    12.35   15.82   20.16   -3.22   14.46
1971     8.38   -1.12    0.68    1.34   23.10
1972    -1.95  -16.90    3.33  -12.76    9.01
1973    -4.51   25.57   -7.40  -10.80  -15.02
1974     1.03    5.19    5.51    2.76   -5.36
1975   -10.34  -12.16    4.01  -19.95  -13.47
1976     3.35   19.98   10.65   -5.75   -5.22
1977    16.45   53.90   -9.98    4.36   21.68
1978    -5.53  -33.46   26.79  -10.43   -9.75
1979     8.37    1.67   37.87   11.44  -10.22
1980     3.88   25.31  -18.36  -15.73   19.45
1981    -4.99  -15.35    6.35   -3.20   -8.28
1982     2.31   17.13  -15.74   -0.84    8.63
1983   -34.21  -27.52  -42.34  -35.58  -31.40
1984     7.84   -6.33   -4.27   32.96    8.74
1985     6.32   -3.16   -1.24   10.14   14.37
1986     4.58   11.26   -2.45    9.25    2.99
1987    -4.98  -22.68   -2.42   -2.23    1.19
1988     9.04  -18.60   -3.05   53.53    5.53
1989   -14.13  -15.60  -26.21   -9.47   -7.79
1990    -8.83  -32.03  -37.70   23.72    4.04
1991    -1.73    7.42    1.93    6.73  -14.33
1992   -13.93  -35.41   11.12  -23.92  -13.57
1993    -0.11  -14.77   14.97  -15.00    6.41
1994    16.48   57.28   -7.03   11.63   13.51
1995    -0.59   -8.84    7.59  -21.47   10.82
1996     5.70   -2.34   36.83   18.43  -19.12
1997   -15.05  -58.08   -2.14   -2.68   -8.11
1998     3.11   13.11  -28.91   -5.26   24.86
1999    11.71   70.69   21.44   12.01  -27.16
2000    -7.05   -3.14    3.80  -36.77    1.26
2001      NaN     NaN     NaN     NaN     NaN
2002      NaN     NaN     NaN     NaN     NaN
2003      NaN     NaN     NaN     NaN     NaN
2004      NaN     NaN     NaN     NaN     NaN
2005      NaN     NaN     NaN     NaN     NaN
2006      NaN     NaN     NaN     NaN     NaN
