Mean Monthly Precipitation - Observed Records - % Anomalies relative to 1971-2000 mean
Refer to Accompanying Documentation
NaN indicates insufficient data is available
1970-1999 Climatology
YEAR   Annual     NDJ     FMA     MJJ     ASO
        180.2   137.8   175.5   153.3   254.3
Timeseries in anomalies relative to 1970-1999 mean (%)
YEAR   Annual     NDJ     FMA     MJJ     ASO
1960      NaN     NaN     NaN     NaN     NaN
1961     3.35  -38.51   15.07  -25.01    6.41
1962    13.47   22.38   25.94   20.61   -4.56
1963    14.85   54.72   15.16   30.30  -15.70
1964     7.11    7.54   19.51    0.64    1.90
1965    11.24   28.50   16.92    6.11    1.23
1966    11.60   -8.94   20.25   52.58   -8.97
1967    12.26    3.40   -7.47   35.82   16.71
1968     7.15   15.55   28.79    4.79  -11.44
1969    15.92   14.71   38.01   -3.26   12.35
1970    17.26   15.64   23.79    6.13   20.21
1971     6.87   -2.13    4.94    8.41   12.03
1972    -1.75    2.66    5.28   -7.62   -5.53
1973    -5.37  -11.38   -1.02   -5.89   -5.04
1974    -3.99   -3.68  -10.38   -0.73   -1.53
1975   -12.22  -12.43    2.47  -13.26  -22.08
1976     7.65    9.12   13.27   -3.22    9.48
1977    21.08   68.65  -17.21    0.31   36.52
1978    -6.56  -34.82   22.57    2.19  -18.15
1979    -8.31  -17.96   10.83    6.49  -26.12
1980    -0.93    2.87   -3.78   -1.05   -0.80
1981    -6.91   -9.94   -0.57  -11.92   -6.83
1982     0.83    9.62   -8.22  -13.92   11.79
1983   -24.07  -19.82  -26.37  -19.36  -27.54
1984    15.15    1.88   -7.21   47.95   18.15
1985     2.88  -15.23    0.11   10.09    9.95
1986     1.17   -4.80    4.23    0.93    2.23
1987    -0.44  -10.67   11.77   -7.01    0.12
1988    15.03   -3.86   -5.11   61.34   11.12
1989    -2.67    5.51  -11.45   -4.38    0.43
1990    -0.31   -1.44  -39.15   16.43   18.08
1991     7.48   38.17   42.74   -1.94  -28.27
1992    -7.69   -6.40  -11.10   -7.38   -6.11
1993    -5.83   16.76  -15.67   -7.32   -9.65
1994     8.46   16.12    1.56   -8.10   19.56
1995    -2.75  -24.94    8.04  -16.24    9.33
1996     5.36  -12.46   27.43    4.97   -1.01
1997    -5.92  -10.20   -8.10  -11.94    1.57
1998    -9.22    5.57  -38.55  -15.61    8.11
1999    -4.27    9.57   24.86   -8.37  -30.03
2000   -18.69    7.97  -39.97  -13.75  -20.31
2001    -3.24   19.35  -25.66   46.86  -29.57
2002    -2.89  -22.72   22.43    9.41  -18.33
2003   -17.19   -0.01  -26.36  -13.32  -21.92
2004    -5.64   24.48  -25.12  -40.57   14.05
2005   -28.40  -11.48  -37.94  -49.06  -17.71
2006    -5.07  -33.29    9.02    5.88   -7.17
