Mean monthly rainfall (mm) - Model Simulations
Refer to Accompanying Documentation
NaN indicates insufficient data is available
Timeseries in anomalies relative to 1970-1999 mean (mm per month)
 YEARAnnualJFMAMJJASOND
20th Century Model Run
 1960  -24.60  -10.52  -27.33  -80.60  -14.66
 1961   -9.49   -7.93  -27.33  -31.02  -17.18
 1962   -9.15   -5.97  -28.37   -9.64   -8.27
 1963   -6.76   -5.02  -14.41  -29.50   -7.36
 1964   -9.37  -11.73  -21.78  -62.00  -16.15
 1965   -5.59   -5.71  -30.14  -15.35  -17.71
 1966   -3.23   -5.90   -7.86  -24.24  -16.16
 1967   -6.65   -7.28  -12.84  -48.95  -10.29
 1968   -9.23   -7.44  -25.23  -20.52  -27.31
 1969   -9.81   -6.54  -36.88  -30.87  -17.03
 1970  -16.71   -8.72  -12.84  -88.75  -13.15
 1971   -7.15  -10.53  -26.67  -21.01   -7.84
 1972  -16.45   -6.44  -19.27  -56.71  -16.41
 1973   -9.09  -10.88  -25.38  -24.31  -10.29
 1974   -9.90  -14.17  -26.90  -24.52  -11.06
 1975  -10.73   -1.82  -14.72  -31.87  -24.95
 1976   -5.39   -3.66   -8.99  -11.97   -8.95
 1977   -8.72   -5.81   -7.19  -42.46  -10.12
 1978  -11.60   -5.24  -15.55  -13.54  -64.91
 1979  -11.66   -5.47  -18.92  -22.92  -12.54
 1980   -9.66   -3.88  -20.74  -21.83  -29.85
 1981  -12.86   -5.19  -30.19  -31.86  -20.47
 1982  -14.60   -7.29  -17.79  -20.97  -17.00
 1983  -29.41   -4.17  -21.41  -72.40  -45.47
 1984   -5.77   -7.32  -17.28  -55.16   -9.78
 1985   -4.57   -4.33  -10.91  -24.83   -8.24
 1986  -11.15   -3.95  -12.87  -38.47  -15.81
 1987  -12.96   -4.53  -14.92  -49.53  -12.50
 1988  -21.75   -8.21  -26.84  -16.15  -46.56
 1989  -22.03   -4.98  -15.77  -54.34  -14.32
 1990   -7.05   -3.87  -10.61  -41.21  -44.62
 1991   -7.67   -9.69  -21.54  -19.45  -11.69
 1992   -8.66   -3.88  -28.11  -20.39  -15.11
 1993   -6.49   -8.78  -14.42  -20.02  -21.20
 1994  -16.32   -3.76  -49.80  -33.84  -11.41
 1995   -9.29  -13.89  -24.59  -23.65  -14.74
 1996  -13.16  -10.84  -24.25  -66.99  -12.37
 1997  -20.86  -11.74   -9.48  -61.50  -54.23
 1998  -10.75  -12.57  -16.16  -23.49  -15.46
 1999   -9.30   -4.60  -11.59  -20.35  -28.91
 2000   -7.94   -3.26  -19.84  -11.80  -63.01
Projections under SRES A2 scenario
 2000   -4.80   -4.17   -2.03  -32.27   -6.87
 2001  -30.71   -4.57  -16.29 -111.00  -43.26
 2002   -7.59   -4.69  -29.71  -13.55  -54.30
 2003   -8.92   -9.30  -16.01  -25.89   -9.62
 2004   -6.19   -3.82  -17.19  -19.34  -13.58
 2005  -14.68   -6.86  -33.25  -43.73  -17.67
 2006  -25.10  -12.04  -17.70 -104.71  -18.25
 2007  -14.33  -12.27  -22.49  -28.74  -68.29
 2008   -9.07  -11.72  -15.66  -28.74  -31.09
 2009   -8.74   -4.55  -17.70  -14.74  -17.52
 2010   -6.04   -4.21  -22.44  -31.57  -11.91
 2011   -7.82   -5.86  -13.88  -37.83  -11.12
 2012   -5.13   -5.63  -17.63  -10.12   -6.20
 2013  -15.82   -3.81  -38.68  -55.15  -11.19
 2014   -7.21   -5.35  -11.64  -23.79  -12.67
 2015  -11.41  -15.06  -15.98  -39.31  -18.30
 2016  -26.26  -10.20   -9.80  -94.37  -17.25
 2017  -10.81  -14.42  -25.82  -16.71   -7.62
 2018  -12.51   -4.01  -14.93  -78.59  -10.70
 2019  -14.80   -9.75  -13.99  -88.75  -29.08
 2020   -6.14   -5.92   -8.39  -70.73  -18.16
 2021   -9.12  -14.01  -20.92  -34.55   -9.89
 2022  -20.35   -5.88  -17.07  -60.72  -14.26
 2023  -14.34   -8.94  -11.93  -37.77  -11.05
 2024  -17.99   -9.38  -17.76  -82.39  -37.16
 2025   -5.63  -10.68  -10.21  -27.24   -5.31
 2026  -11.53  -11.88  -29.95  -38.43   -5.64
 2027  -19.38  -10.87  -45.38  -61.35   -9.47
 2028   -8.75   -3.42  -34.46  -24.27  -10.45
 2029   -8.60   -6.65  -18.56  -17.31  -14.20
 2030   -3.46   -5.28  -16.56  -27.26  -21.41
 2031  -11.84   -4.20  -15.95  -53.16  -11.56
 2032   -7.17   -6.18  -12.73  -82.88  -32.45
 2033  -17.12   -5.60  -42.61  -61.23   -9.58
 2034  -15.93   -9.53  -17.32  -51.87  -37.68
 2035  -12.64   -5.77  -40.79  -56.76  -14.02
 2036  -13.72   -4.99  -14.48  -74.39  -47.90
 2037  -19.80   -4.13  -20.26  -62.33  -22.48
 2038   -9.14   -7.38  -18.01  -29.29   -5.27
 2039  -16.50   -6.11  -13.35  -33.67  -12.88
 2040  -16.39   -4.02  -16.85  -40.32  -14.48
 2041  -11.99  -15.64  -22.92  -37.55  -32.83
 2042   -6.68   -6.04  -25.79   -7.54  -44.43
 2043  -15.39   -8.66  -10.47  -72.83  -27.72
 2044   -7.39  -14.94  -11.95  -39.18  -10.88
 2045  -16.53  -12.04  -13.81  -59.78  -12.10
 2046  -10.03   -7.73  -19.87  -17.14  -14.42
