Mean Temperature (Degrees C) - Observed Records - Absolute Values
Refer to Accompanying Documentation
NaN indicates insufficient data is available
 Year  Annual      JF     MAM    JJAS     OND
 1960   23.66   23.82   24.03   23.22   23.76
 1961   24.94   25.64   26.29   23.45   25.13
 1962   24.96   25.53   25.97   23.58   25.40
 1963   25.26   25.44   26.01   24.45   25.45
 1964   25.03   26.37   26.17   23.51   25.00
 1965   25.03   25.68   26.04   23.70   25.33
 1966   25.37   26.08   26.37   24.17   25.50
 1967   25.01   25.92   26.18   23.47   25.29
 1968   25.10   25.85   25.95   23.77   25.51
 1969   25.32   26.07   26.65   23.85   25.45
 1970   25.24   26.12   26.47   23.81   25.32
 1971   24.90   25.71   25.89   23.79   24.85
 1972   24.75   25.78   25.71   23.33   25.01
 1973   24.89   26.12   25.74   23.78   24.71
 1974   24.59   25.05   25.34   23.72   24.70
 1975   24.46   25.35   25.27   23.44   24.43
 1976   24.24   25.00   25.28   23.06   24.28
 1977   24.67   25.43   25.77   23.42   24.73
 1978   24.60   25.66   25.30   23.32   24.90
 1979   24.65   25.30   25.54   23.43   24.94
 1980   24.59   25.97   25.51   23.10   24.87
 1981   24.72   25.69   25.68   23.55   24.68
 1982   24.57   25.64   25.48   23.27   24.70
 1983   24.83   26.22   26.42   23.20   24.47
 1984   24.94   25.59   25.83   24.20   24.60
 1985   24.77   25.47   25.65   23.76   24.78
 1986   24.61   25.43   25.60   23.53   24.51
 1987   25.24   25.89   26.28   24.14   25.24
 1988   24.98   25.91   26.00   23.95   24.70
 1989   24.86   25.13   25.57   23.93   25.21
 1990   24.94   25.68   25.89   23.58   25.31
 1991   24.93   25.70   25.97   23.70   25.04
 1992   24.60   25.70   25.86   23.10   24.62
 1993   24.80   25.54   25.71   23.58   25.01
 1994   24.94   25.73   25.89   23.71   25.08
 1995   25.23   26.04   26.19   24.09   25.25
 1996   24.96   26.52   25.76   23.83   24.66
 1997   24.94   25.82   25.80   23.76   25.08
 1998   25.33   26.24   26.61   24.00   25.22
 1999   25.08   25.66   26.01   24.10   25.05
 2000   24.24   24.74   25.17   23.31   24.23
 2001   24.29   24.78   25.46   23.23   24.54
 2002   24.52   25.16   25.55   23.53   24.38
 2003   24.66   25.14   25.25   23.82   24.87
 2004   24.62   25.60   25.57   23.25   24.83
 2005   24.47   25.40   25.65   23.40   24.77
 2006   23.59   23.73   23.84   23.34   23.58
