Mean Monthly Precipitation (mm) - Observed Records - Absolute Values
Refer to Accompanying Documentation
NaN indicates insufficient data is available
YEAR   Annual      JF     MAM    JJAS     OND
1960      NaN     NaN     NaN     NaN     NaN
1961   134.09   35.43  116.75  154.85  189.52
1962   111.65   31.66  154.27  127.61  101.09
1963   109.67   82.66  162.58   71.33  125.89
1964    98.20   49.37  117.45  119.39   83.25
1965    86.63   18.24  115.12   67.20  129.65
1966   102.09   66.57  130.49  110.59   86.01
1967   103.64   16.39  127.31  113.23  125.33
1968   102.16   58.15  140.12   92.63  106.24
1969    93.56   88.06  107.78   84.49   95.10
1970   102.37   54.38  157.59  109.31   69.87
1971    92.90   24.94  122.27  115.25   79.04
1972   101.88   52.55  115.51   94.35  131.16
1973    94.16   46.46  105.76  113.39   88.72
1974    98.81   34.89  135.53  129.80   63.40
1975   107.79   35.22  137.44  148.15   72.72
1976   100.36   45.21  125.06  125.63   78.72
1977   109.01   51.01  145.13  102.07  120.82
1978   107.32   59.34  132.35  107.03  114.68
1979    90.21   92.15  110.30   90.83   68.01
1980    86.28   25.17  128.99   81.05   91.28
1981    95.84   23.11  138.13  116.63   74.32
1982   105.90   35.98  141.65   90.72  137.00
1983    93.20   25.30  103.46  119.01   93.82
1984    77.36   23.76   94.82   84.01   86.78
1985    99.79   44.07  168.69   87.86   83.93
1986    85.27   43.34  127.01   74.81   85.42
1987    86.85   39.61  130.93   79.40   84.21
1988   123.13   50.22  133.47  184.56   79.48
1989   105.79   25.90  133.15  111.58  123.98
1990    93.52   67.78  116.39   76.93  109.94
1991    95.48   43.77  139.16   91.89   91.07
1992    95.05   23.16  100.71  110.09  117.26
1993    89.49   49.74  122.74   89.13   83.23
1994   107.94   53.76  121.84  119.47  114.78
1995    88.99   50.87  103.57  110.86   70.66
1996    96.15   54.85  134.99  106.94   70.44
1997    88.63   28.21  130.76   65.05  118.22
1998    78.80   56.56   88.87   90.16   68.40
1999    90.71   12.21  103.90   94.79  124.40
2000    61.28   20.06   51.02   78.17   76.52
2001      NaN     NaN     NaN     NaN     NaN
2002      NaN     NaN     NaN     NaN     NaN
2003      NaN     NaN     NaN     NaN     NaN
2004      NaN     NaN     NaN     NaN     NaN
2005      NaN     NaN     NaN     NaN     NaN
2006      NaN     NaN     NaN     NaN     NaN
