Frequency of Hot Days - Model Simulations
NaN indicates insufficient data is available
Refer to accompanying documentation
Model Climatology 1970-1999
Year    Annual      DJF      MAM      JJA      SON
         10.01     9.97     9.99     9.97    10.00
Timeseries (% days occurring)
Year    Annual      DJF      MAM      JJA      SON
20th Century Model Run
1960       NaN      NaN      NaN      NaN      NaN
1961      3.02     3.19     2.26     3.02     2.45
1962      6.55     3.18     3.87     8.91     7.82
1963      6.66     6.10     9.79     4.78     3.94
1964      7.45     3.46     3.34     2.89     5.46
1965      1.73     2.78     3.81     0.40     1.25
1966      2.00     2.15     0.76     5.12     0.87
1967     10.26     6.40     9.77    12.80     9.15
1968      3.88     4.49     6.31     7.09     2.19
1969      2.08     1.25     2.24     2.33     0.37
1970      4.91     2.17     4.05     2.39     2.36
1971      5.71     5.07     3.91     5.81     4.36
1972      9.72     7.87    15.97     9.72     8.77
1973      4.38     3.77     3.08     6.78     3.06
1974      7.50     4.30     3.19     5.20     4.90
1975      5.95     4.30     2.86    11.82     5.12
1976      8.34     7.08     4.36     8.19     6.96
1977     10.62    14.66    14.26     8.77     8.47
1978     10.95    10.21     6.84    10.64     8.76
1979      5.24     7.78     9.82    10.45     3.65
1980      5.46     3.69     3.22     5.35     3.61
1981      7.45     6.37    11.27    11.42     4.57
1982      4.58     4.89     3.72     4.95     2.62
1983      7.23     3.15     7.22    11.86     6.16
1984      7.66     3.80     7.53    11.63     6.28
1985      8.91    10.74     8.92     4.02     4.21
1986      9.44     6.77     7.23     8.22     7.59
1987     14.99     9.53     4.71    17.53    21.12
1988     19.82    25.21    31.10    22.97    29.08
1989     12.55    13.91     9.93     7.01    11.99
1990     12.96    11.51    11.34    13.25    15.15
1991     20.40    21.58    41.71    13.11    24.64
1992      6.87     6.19     4.42     4.48     6.93
1993     12.15     8.60     5.88    13.12    13.66
1994     11.98    14.37    15.34    12.05    10.03
1995     11.66    12.18    11.45    16.46    10.71
1996     11.28    23.03     5.79     5.43     8.77
1997     16.86    21.76    12.37    16.67    24.94
1998     15.94    14.41    20.65    14.16    19.60
1999      8.64    10.14     7.72     5.71    11.91
2000      9.56    12.07    10.73    11.51     9.17
Projections under SRES A2 scenario
2000       NaN      NaN      NaN      NaN      NaN
2001       NaN      NaN      NaN      NaN      NaN
2002       NaN      NaN      NaN      NaN      NaN
2003       NaN      NaN      NaN      NaN      NaN
2004       NaN      NaN      NaN      NaN      NaN
2005       NaN      NaN      NaN      NaN      NaN
2006       NaN      NaN      NaN      NaN      NaN
2007       NaN      NaN      NaN      NaN      NaN
2008       NaN      NaN      NaN      NaN      NaN
2009       NaN      NaN      NaN      NaN      NaN
