Mean Monthly Precipitation - Observed Records - % Anomalies relative to 1971-2000 mean
Refer to Accompanying Documentation
NaN indicates insufficient data is available
1970-1999 Climatology
YEAR   Annual      JF     MAM    JJAS     OND
         96.3    42.5   125.0   104.0    93.2
Timeseries in anomalies relative to 1970-1999 mean (%)
YEAR   Annual      JF     MAM    JJAS     OND
1960      NaN     NaN     NaN     NaN     NaN
1961    39.24  -16.54   -6.61   48.86  103.37
1962    15.94  -25.42   23.41   22.67    8.47
1963    13.88   94.73   30.06  -31.43   35.08
1964     1.97   16.30   -6.05   14.77  -10.67
1965   -10.04  -57.03   -7.91  -35.40   39.12
1966     6.01   56.81    4.39    6.31   -7.70
1967     7.62  -61.39    1.84    8.85   34.49
1968     6.08   36.97   12.09  -10.95   14.00
1969    -2.85  107.43  -13.78  -18.78    2.05
1970     6.30   28.10   26.07    5.08  -25.03
1971    -3.53  -41.25   -2.19   10.79  -15.18
1972     5.79   23.79   -7.59   -9.30   40.74
1973    -2.22    9.45  -15.40    9.00   -4.80
1974     2.61  -17.82    8.42   24.77  -31.97
1975    11.93  -17.04    9.95   42.42  -21.97
1976     4.21    6.49    0.04   20.77  -15.53
1977    13.20   20.16   16.10   -1.88   29.65
1978    11.45   39.78    5.87    2.89   23.06
1979    -6.32  117.07  -11.76  -12.69  -27.02
1980   -10.41  -40.70    3.18  -22.08   -2.06
1981    -0.47  -45.55   10.50   12.12  -20.25
1982     9.97  -15.25   13.31  -12.79   47.01
1983    -3.21  -40.41  -17.24   14.40    0.67
1984   -19.66  -44.02  -24.15  -19.24   -6.88
1985     3.62    3.81   34.95  -15.54   -9.94
1986   -11.46    2.10    1.60  -28.09   -8.34
1987    -9.81   -6.70    4.74  -23.67   -9.64
1988    27.86   18.30    6.77   77.42  -14.71
1989     9.86  -38.98    6.52    7.26   33.03
1990    -2.88   59.67   -6.89  -26.04   17.97
1991    -0.85    3.11   11.32  -11.67   -2.28
1992    -1.30  -45.44  -19.43    5.83   25.83
1993    -7.07   17.18   -1.82  -14.32  -10.69
1994    12.09   26.64   -2.53   14.84   23.17
1995    -7.59   19.84  -17.15    6.57  -24.18
1996    -0.16   29.21    7.99    2.80  -24.41
1997    -7.96  -33.54    4.60  -37.47   26.86
1998   -18.18   33.23  -28.91  -13.33  -26.60
1999    -5.81  -71.24  -16.88   -8.88   33.49
2000   -36.36  -52.76  -59.19  -24.85  -17.89
2001      NaN     NaN     NaN     NaN     NaN
2002      NaN     NaN     NaN     NaN     NaN
2003      NaN     NaN     NaN     NaN     NaN
2004      NaN     NaN     NaN     NaN     NaN
2005      NaN     NaN     NaN     NaN     NaN
2006      NaN     NaN     NaN     NaN     NaN
