Mean monthly rainfall (mm) - Model Simulations
Refer to Accompanying Documentation
NaN indicates insufficient data is available
Timeseries in anomalies relative to 1970-1999 mean (mm per month)
 YEAR  Annual     DJF     MAM     JJA     SON
20th Century Model Run
 1960    8.74    0.71   -0.04   -7.18   -3.47
 1961    1.51   -0.43   -3.91   -2.98   -0.05
 1962   -3.27    0.11   -0.72   -2.62   -0.01
 1963    4.23   -0.09    5.70    1.53   -4.62
 1964   -0.94   -3.30    3.64   -5.13   -6.79
 1965   -0.34   -2.00   -0.08   -3.43    1.47
 1966   -0.80   -1.85    0.16   -2.91    2.17
 1967    2.01    2.92   -3.19    3.63   -8.57
 1968    0.12   -0.78    3.00   -2.42   -4.46
 1969   -6.30   -4.67   -8.61   -2.63   -9.35
 1970    0.68    1.66   -2.82   -4.22    0.40
 1971   -2.73    2.36    5.18   -3.10   -3.72
 1972    3.19   -0.98    2.27    3.65    4.52
 1973   -1.41   -2.53   -2.03   -0.10   -7.09
 1974    3.52    0.91    4.38    3.14    0.63
 1975   -1.88   -0.26    1.57    0.30   -5.53
 1976    1.78   -2.44    9.69    0.46    1.65
 1977    2.72    2.50   -0.58   -1.98    6.69
 1978   -1.44    2.58    2.53   -4.66   -6.94
 1979    3.78    3.42   -2.49    4.71    0.63
 1980   -1.51   -1.16   -0.67   -1.00   -5.32
 1981    0.67    3.71   -3.82   -8.52   10.32
 1982   -1.28   -3.59   -0.67   -4.91    3.66
 1983    0.10   -3.25    0.24    3.21    2.87
 1984   -2.27   -4.26   -2.47    0.05   -3.59
 1985   -1.84   -5.74   -4.59    3.46    0.64
 1986    2.89    0.94    8.57    3.41   -0.47
 1987   -1.22    0.44   -4.62    0.22    5.95
 1988   -0.93   -0.21   -2.76   -2.49    2.68
 1989    3.29    8.56    1.04    3.23   -2.34
 1990    0.16    3.03   -2.49    4.86   -1.89
 1991   -2.49    3.45   -5.81   -6.81   -1.60
 1992   -3.37   -2.16   -2.99   -2.01   -1.82
 1993   -0.50   -0.87   -1.74    3.01   -5.74
 1994    0.94   -0.64    3.55   -1.65    4.16
 1995   -1.51   -5.46    3.13   -0.23   -7.66
 1996    1.85    6.02   -6.37    9.11    5.85
 1997    2.81    3.60    0.19   -2.16    2.03
 1998   -2.12   -1.88   -3.45   -1.84    1.20
 1999   -1.76    0.72   -3.97   -1.60    0.95
 2000    0.71   -3.55   -1.83    4.30   -3.32
Projections under SRES A2 scenario
 2000    8.77  -11.73   12.62    1.78    9.72
 2001    3.48    2.36    6.86    3.04    0.77
 2002    2.41   -0.51    8.31   -0.65    3.64
 2003    2.32    0.74   -4.00   10.72    2.17
 2004    1.55    0.34    3.60   -0.78    3.95
 2005    6.13    3.91    7.92    4.63    7.64
 2006    0.92   -4.33   -0.78   -4.92   11.95
 2007    2.97   -3.11    0.88   -2.67   -3.01
 2008    3.25   -4.15   -0.64    1.35    1.17
 2009    5.41   -0.46    2.37    5.85    3.94
 2010    0.46   -0.54    8.57   -5.08    2.85
 2011    3.03   -0.14   -4.49   -2.24   13.32
 2012    1.08   -1.60   -4.90    2.35    6.13
 2013    1.67    0.44    5.32   -3.40   -1.22
 2014    0.32   -6.56    6.54    1.61    3.34
 2015   -0.54   -1.65    5.36   -5.16    2.55
 2016    2.29    3.99    2.20    2.75    6.38
 2017    3.95    2.56    1.42    1.64    1.98
 2018    0.29    0.39   -1.99    4.93    2.61
 2019    3.11    0.67    3.90    1.18    1.87
 2020    3.56    2.97   -1.75    4.84    9.17
 2021    1.98   -2.86   -5.40    4.18    3.85
 2022    1.37    0.13   -1.36    3.59   -1.85
 2023    6.44    4.96    1.64    2.10    2.70
 2024    3.36   -0.04    5.58    3.66    5.95
 2025    4.36   -4.06   -2.60   -0.99    6.78
 2026    3.52   -3.37    6.74    4.23    2.65
 2027    2.45    0.31    1.10    5.43    8.33
 2028   -0.37   -6.16    4.40    4.38   -1.96
 2029   -0.14   -1.25    0.36   -2.43    2.98
 2030   -0.54   -1.93   -9.33    1.50    0.96
 2031    1.60   -3.91    0.18   -1.11    1.48
 2032   -0.73   -2.45   -2.30  -10.57    4.84
 2033    2.66   -4.63   -6.24   11.32    6.67
 2034   -2.06   -0.54   -0.04   -6.32    1.22
 2035    1.15    1.86    2.59    8.39    7.48
 2036    2.08    3.85    5.47   -2.70    8.84
 2037    0.34    5.02   -5.71   -2.16   -2.75
 2038    1.55   -1.48   -0.62    4.84    5.42
 2039    0.89   -0.08   -1.26   -7.49    5.04
 2040    2.31   -2.01   -5.96    3.24    7.94
 2041    1.41    0.24    0.58   -1.31    1.22
