Mean temperature (Degrees C) - Model Simulations
Refer to Accompanying Documentation
NaN indicates insufficient data is available
Model Climatology 1970-1999
       Annual     DJF     MAM     JJA     SON
        28.24   28.04   29.88   27.40   27.64
Timeseries in Anomalies relative to 1970-1999 mean (Degrees C)
 Year  Annual     DJF     MAM     JJA     SON
20th Century Model Run
 1960    0.01    0.36   -0.21    0.08   -0.16
 1961   -0.56   -0.69   -0.33   -0.71   -0.52
 1962   -1.14   -1.05   -0.81   -1.64   -1.07
 1963   -0.52   -0.69   -0.83   -0.47   -0.09
 1964    0.36    0.37   -0.19    0.58    0.68
 1965    0.31    0.88    0.70    0.20   -0.55
 1966   -1.00   -1.16   -0.92   -1.19   -0.75
 1967   -0.70   -0.82   -0.49   -1.12   -0.38
 1968   -0.03   -0.80   -0.01    0.42    0.26
 1969    0.10   -0.51    0.35    0.09    0.46
 1970   -0.18   -0.29   -0.04   -0.21   -0.18
 1971    0.21    0.17   -0.04    0.52    0.19
 1972    0.08   -0.03    0.05    0.06    0.26
 1973   -0.63   -0.79   -0.42   -0.86   -0.46
 1974   -0.82   -0.38   -0.76   -1.43   -0.70
 1975    0.19   -0.20    0.15    0.46    0.37
 1976    0.05    0.06    0.46   -0.33    0.02
 1977    0.19    0.26    0.31    0.04    0.16
 1978   -0.25    0.02   -0.55   -0.19   -0.28
 1979   -0.35   -0.44   -0.69   -0.28    0.01
 1980    0.04   -0.33    0.05    0.40    0.04
 1981   -0.24    0.13   -0.33   -0.46   -0.31
 1982   -0.52   -0.61   -0.58   -0.41   -0.48
 1983   -0.25   -0.24   -0.19   -0.25   -0.34
 1984   -0.08   -0.45   -0.13    0.12    0.14
 1985    0.02    0.07   -0.01    0.41   -0.39
 1986   -0.39    0.06   -0.17   -0.78   -0.66
 1987   -0.47   -0.29   -0.58   -0.69   -0.32
 1988   -0.27   -0.27   -0.63   -0.27    0.09
 1989    0.41    0.48    0.24    0.39    0.52
 1990    0.54    0.62    0.65    0.37    0.49
 1991    0.17   -0.25   -0.03    0.17    0.78
 1992    0.07    0.08    0.31   -0.03   -0.09
 1993    0.27    0.86    0.02   -0.02    0.21
 1994    0.78    0.84    1.02    1.19    0.07
 1995   -0.19   -0.38   -0.01   -0.33   -0.04
 1996   -0.00   -0.15    0.25   -0.11   -0.01
 1997    0.38    0.75    0.20    0.45    0.14
 1998    0.80    0.41    0.78    1.39    0.62
 1999    0.44    0.29    0.66    0.66    0.13
 2000   -0.00    0.48   -0.48   -0.38    0.38
Projections under SRES A2 scenario
 2000     NaN     NaN     NaN     NaN     NaN
 2001     NaN     NaN    0.16    0.39    0.64
