Mean temperature (Degrees C) - Model Simulations
Refer to Accompanying Documentation
NaN indicates insufficient data is available
Model Climatology 1970-1999
       Annual     DJF     MAM     JJA     SON
        24.44   23.17   25.98   23.90   24.72
Timeseries in Anomalies relative to 1970-1999 mean (Degrees C)
 Year  Annual     DJF     MAM     JJA     SON
20th Century Model Run
 1960    0.29    0.02   -0.31    0.64    0.30
 1961   -0.04    0.86    0.19   -0.55   -0.67
 1962   -0.55   -0.86   -0.57   -0.47   -0.30
 1963   -0.35   -0.38   -0.38   -0.32   -0.30
 1964   -0.69   -0.65   -0.55   -0.71   -0.87
 1965   -0.93   -0.89   -0.74   -1.23   -0.88
 1966   -0.63   -0.82   -0.10   -0.82   -0.80
 1967   -0.17   -0.25   -0.40   -0.09    0.04
 1968   -0.46   -0.52   -0.36   -0.53   -0.41
 1969   -0.10   -0.43    0.22    0.01   -0.18
 1970   -0.87   -0.44   -0.72   -1.26   -1.07
 1971   -0.12   -0.50   -0.50    0.40    0.14
 1972   -0.10   -0.36    0.21   -0.04   -0.20
 1973   -0.40   -0.51   -0.71   -0.45    0.06
 1974    0.08    0.31    0.32   -0.13   -0.18
 1975   -0.10    0.13   -0.06   -0.38   -0.09
 1976   -0.26   -0.31   -0.02   -0.33   -0.39
 1977   -0.01   -0.17   -0.23    0.17    0.17
 1978   -0.07    0.20   -0.14   -0.23   -0.12
 1979   -0.17    0.16   -0.41   -0.24   -0.19
 1980    0.34    0.73    0.80   -0.15   -0.01
 1981    0.33    0.25    0.22    0.52    0.32
 1982    0.16    0.04    0.37    0.14    0.09
 1983   -0.47   -0.95   -0.51   -0.21   -0.20
 1984   -0.08   -0.06   -0.14   -0.10   -0.02
 1985    0.07    0.39    0.04   -0.03   -0.14
 1986   -0.20   -0.14    0.05   -0.43   -0.28
 1987   -0.17   -0.20   -0.21   -0.33    0.05
 1988    0.29   -0.29   -0.09    0.77    0.78
 1989    0.17    0.11    0.57    0.18   -0.20
 1990    0.17   -0.38    0.10    0.40    0.54
 1991    0.61    0.51    1.15    0.60    0.18
 1992   -0.03    0.11   -0.24    0.20   -0.21
 1993    0.42    0.48    0.14    0.56    0.50
 1994    0.26    0.17    0.39    0.30    0.18
 1995   -0.03    0.32   -0.51    0.08   -0.00
 1996   -0.06   -0.44    0.32    0.03   -0.15
 1997    0.07    0.19   -0.07   -0.03    0.20
 1998    0.29    0.69    0.02    0.13    0.32
 1999   -0.10   -0.04   -0.14   -0.15   -0.06
 2000    0.49    0.39    0.15    0.81    0.59
Projections under SRES A2 scenario
 2000     NaN     NaN     NaN     NaN     NaN
 2001     NaN     NaN   -0.17    0.56    0.81
 2002    0.16   -0.00    0.50    0.03    0.12
 2003    0.42   -0.10    0.05    1.04    0.68
 2004    0.56    1.07    0.69    0.23    0.24
 2005   -0.26    0.21   -0.34   -0.77   -0.13
 2006   -0.30   -0.09   -0.42   -0.48   -0.19
 2007    0.33    0.52   -0.01    0.58    0.23
 2008    0.97    1.15    0.90    1.24    0.59
 2009    0.42    0.55    0.73    0.26    0.15
 2010    0.66    0.42    0.42    0.94    0.85
 2011    0.43    0.22    0.60    0.39    0.50
 2012    0.46    0.15    0.10    0.52    1.07
 2013    0.37    1.13    0.65   -0.00   -0.28
 2014    0.06   -0.34    0.12    0.21    0.25
 2015    0.29    0.22    0.38    0.44    0.12
 2016    0.36    0.15    0.03    0.41    0.85
 2017    0.87    1.17    0.79    0.98    0.56
 2018    0.28   -0.02    0.62    0.20    0.32
 2019    0.37    0.09    0.04    0.59    0.76
 2020    1.11    1.91    1.32    0.70    0.52
 2021    0.22    0.19    0.06    0.12    0.50
 2022    0.22    0.17    0.17    0.15    0.38
 2023    0.85    0.79    1.02    0.75    0.83
 2024    0.22    0.27    0.17    0.03    0.39
 2025    1.21    0.99    1.30    1.32    1.22
 2026    0.41    0.35    0.72    0.21    0.35
 2027    0.47    0.72    0.23    0.42    0.50
 2028    1.03    1.69    0.73    0.99    0.71
 2029    0.53    0.73    0.33    0.55    0.50
 2030    0.99    0.59    0.76    1.42    1.20
 2031    0.71    0.73    0.78    0.74    0.60
 2032    0.99    0.84    0.81    0.97    1.32
 2033    0.48    0.34    0.48    0.62    0.49
 2034    0.73    0.19    0.61    1.10    1.02
 2035    1.11    1.18    1.27    0.97    1.02
 2036    0.64    0.63    0.24    0.71    0.98
 2037    1.83    2.66    1.80    1.68    1.16
 2038    0.60    0.06    0.44    0.84    1.07
 2039    1.11    1.40    1.62    0.91    0.52
 2040    1.18    1.17    1.00    1.28    1.27
 2041    1.54    2.27    1.64    1.43    0.82
 2042    0.86    0.60    0.59    1.09    1.15
 2043    1.12    1.13    0.99    1.49    0.86
 2044    0.69    0.82    0.69    0.52    0.72
 2045    1.12    0.42    1.32    1.54    1.22
 2046    1.29    1.22    1.62    1.34    0.97
 2047    1.16    0.72    0.88    1.57    1.49
 2048    1.47    1.30    1.87    1.52    1.21
 2049    0.69    0.73    0.73    0.29    1.00
 2050    1.90    2.51    1.43    1.98    1.67
 2051    1.04    0.84    1.09    1.01    1.22
 2052    1.29    1.01    0.91    1.50    1.76
