Maximum 1-day rainfall - Model Simulations
NaN indicates insufficient data is available
Refer to accompanying documentation
Model Climatology 1970-1999
Year    Annual       JF      MAM     JJAS      OND
         64.74    16.72    55.35    34.47    36.73
Timeseries in anomalies relative to 1970-1999 mean (mm)
Year    Annual       JF      MAM     JJAS      OND
20th Century Model Run
1960       NaN      NaN      NaN      NaN      NaN
1961     -5.56     2.21    -8.41     8.59   -10.09
1962     -3.60    -7.56   -16.67     4.30     7.77
1963    -11.01    15.90    -9.71    -8.57    -4.58
1964     -9.50    -0.95    -1.12   -14.19   -12.75
1965     -9.75    -5.34    -3.35   -10.84    -3.58
1966     -5.38    -1.61   -16.51    19.29    -9.11
1967      2.76    -5.32   -14.65     7.60     4.52
1968     -5.20     2.25     0.03   -13.66    -3.91
1969     -0.24    -7.91     7.52   -12.07    -6.24
1970    -39.21    -4.33   -32.91   -19.71   -15.60
1971     -5.11   -10.78    -4.57    -8.67     5.26
1972     -4.76    -2.46     2.61    -1.89   -10.14
1973     15.74    -4.01     8.55    31.28     1.55
1974      2.20     0.46     6.62    -3.04   -13.23
1975      4.97     0.09    11.00    14.72   -10.78
1976     -9.58    10.10    -3.94    -0.26     2.12
1977      4.06     2.17     2.14     2.73     6.99
1978    -10.50    -4.87    -7.85    -7.27     2.77
1979      6.71    -3.46    13.14     2.18     6.98
1980      7.88    18.56    10.25    -2.31    -0.76
1981     13.13    -4.36    21.84   -23.51   -10.54
1982     -3.27    -5.21    -7.25     5.67   -10.66
1983     -0.17    -6.42    -6.26     8.48    -1.58
1984     -3.86     5.73    -2.79    -5.09    -8.06
1985     17.89    -0.23    25.44     7.51    -6.74
1986     -7.21    -2.40     1.97   -12.22   -19.69
1987     -7.32    -2.83   -12.14    -0.82    -3.10
1988      5.49     7.56   -10.20    13.82    13.84
1989     -2.37    -2.69    -1.72   -10.40    -7.26
1990     -2.61    -6.69     6.58     1.12   -11.17
1991     -0.86    -0.43     6.15   -12.31     1.33
1992      0.87     2.53    -5.14    -2.72    13.77
1993      1.97    11.43    10.77   -10.26     1.79
1994      9.77    -7.29    -3.30    33.43    -2.71
1995     11.17    -2.06     8.65     6.76    25.85
1996    -10.36    13.21    -8.58   -14.03    -0.20
