Frequency of Hot Days - Model Simulations
NaN indicates insufficient data is available
Refer to accompanying documentation
Model Climatology 1970-1999
Year    Annual       JF      MAM     JJAS      OND
          9.97     9.95     9.95     9.99    10.04
Timeseries (% days occurring)
Year    Annual       JF      MAM     JJAS      OND
20th Century Model Run
1960       NaN      NaN      NaN      NaN      NaN
1961      1.72     0.47     0.81     1.04     0.65
1962      4.76     2.66     6.56     0.93     1.91
1963      6.80     3.50     2.94     6.16     6.14
1964      7.57     4.40     3.89     1.46    12.22
1965     12.14    16.59    12.33    11.25     2.64
1966      8.43     8.31     5.90     2.88     3.75
1967      6.30     0.50     7.57     4.04     2.64
1968      5.74     1.15     3.48     8.88     9.30
1969     15.64     2.44    18.48    25.99     4.27
1970      7.71     6.63     9.66     1.08     4.70
1971      6.13     4.44     3.17     3.06     1.64
1972      4.39     2.06     0.88     5.69     5.65
1973     13.45     8.83    19.40    14.68     7.72
1974      7.62     4.80     5.13     1.55    13.95
1975     13.68    23.62    10.17    11.94    14.95
1976     12.70    12.97    14.50    10.16     2.24
1977      5.53     3.66     3.59     0.44     6.41
1978      6.28     7.27     6.62     1.33    18.88
1979      8.91     6.17     8.72     6.62     5.54
1980      2.77     1.96     0.55     2.52     0.86
1981      3.12     0.43     1.84    17.03    14.74
1982      8.09    16.35     6.57     3.46     6.45
1983     11.68    20.86     9.77     7.34    14.45
1984      9.02    18.71     3.84     1.84     7.76
1985      9.90     6.88    12.41     7.77     9.41
1986      8.51     3.27     9.89     8.20    12.76
1987     23.37    35.92    26.80    30.09     7.67
1988      6.68     2.76     3.87    10.31    11.21
1989     19.77    17.25    32.90    11.32     5.70
1990      7.46    14.00     6.46     1.83     3.05
1991      3.37     0.47     2.55     2.74     2.77
1992      5.02     3.51     2.48     2.76    10.29
1993     15.46     8.32    17.44    29.94    17.60
1994     18.64    21.16    18.81    28.46    29.35
1995     12.77    13.89    10.27     7.80     9.83
1996      5.55     1.67     2.90     7.40     8.60
1997     13.66    10.59    15.59    11.34     4.84
1998      4.39     0.26     2.24     6.46    29.72
1999     23.49    19.79    29.50    44.54    12.41
2000     20.18    24.90    26.78    20.52    16.17
Projections under SRES A2 scenario
2000       NaN      NaN      NaN      NaN      NaN
2001       NaN      NaN      NaN      NaN      NaN
2002       NaN      NaN      NaN      NaN      NaN
