Maximum 5-day rainfall - Model Simulations
NaN indicates insufficient data is available
Refer to accompanying documentation
Model Climatology 1970-1999
Year    Annual       JF      MAM     JJAS      OND
         67.14    40.44    57.57    40.87    59.18
Timeseries in anomalies relative to 1970-1999 mean (mm)
Year    Annual       JF      MAM     JJAS      OND
20th Century Model Run
1960       NaN      NaN      NaN      NaN      NaN
1961     -2.06    -6.93     3.61    -3.18    -6.52
1962     -0.80     0.08     0.68     7.40     0.74
1963    -10.13    -4.09    -5.01    -1.58    -6.19
1964     -4.65    -1.59     0.99     9.34    -8.30
1965     -0.91     3.61   -10.50     5.83     0.51
1966    -11.34     7.10   -11.16     2.45    -9.89
1967     -0.20    -1.21    -5.63     5.84     3.42
1968      0.42     5.09    -8.74    -6.03     6.20
1969     -1.84    -2.46     5.20     2.71    -3.86
1970      2.07    -4.73     1.16   -11.85     5.89
1971     -2.58    -1.08    -2.92     1.89    -6.22
1972      5.11    -2.46     7.20    -8.80     7.70
1973     -3.23     7.39    -7.70    -5.14     3.65
1974      2.98    -0.70     5.87    -3.51     0.82
1975     -6.33    -0.49    -4.10     3.12    -1.66
1976     11.19     2.14     6.34    -9.05    13.79
1977     -5.05    13.89   -13.59    -2.88    -2.73
1978      1.88     3.01     6.13    12.19     4.87
1979     -0.19    -1.25     1.82     6.27    -1.79
1980     -3.40    -1.02    -7.24     3.58    -2.55
1981     -4.52    -1.86     1.95    -2.80    -8.00
1982     -8.15    -6.78    -1.53     4.58    -7.62
1983      6.76     0.68    12.78    19.67     2.54
1984     -1.23    -1.33    -9.26     4.34     1.10
1985     12.51     5.84     0.41    -4.94    16.98
1986     -6.40    -4.04    -0.87    -9.63    -1.38
1987    -11.74    -4.59    -8.66     1.64   -10.53
1988      7.32    -1.15    12.44     7.39    -7.43
1989      3.15     4.07     2.40    -1.64     0.01
1990     -3.68     4.59    -2.74   -10.36     0.76
1991      3.52    -5.15     7.38    -5.69     1.50
1992     -6.21    -2.23    -9.20     1.27    -2.23
1993      3.57     0.05    -3.08    -1.00     8.37
1994      1.38    -3.67     0.59    -5.19     0.09
1995     -7.46    -5.25   -10.59    -5.93    -6.66
1996      9.44     0.61    14.10    -5.05    -1.54
1997     -2.89     7.88     0.54    10.27    -9.12
1998     -3.66    -0.36    -6.10    13.79    -0.84
1999      5.85    -2.01     6.46     3.48     2.25
2000      8.78    -0.16    17.53    -5.89    -5.80
Projections under SRES A2 scenario
2000       NaN      NaN      NaN      NaN      NaN
2001       NaN      NaN      NaN      NaN      NaN
2002       NaN      NaN      NaN      NaN      NaN
2003       NaN      NaN      NaN      NaN      NaN
2004       NaN      NaN      NaN      NaN      NaN
2005       NaN      NaN      NaN      NaN      NaN
2006       NaN      NaN      NaN      NaN      NaN
2007       NaN      NaN      NaN      NaN      NaN
2008       NaN      NaN      NaN      NaN      NaN
2009       NaN      NaN      NaN      NaN      NaN
2010       NaN      NaN      NaN      NaN      NaN
2011       NaN      NaN      NaN      NaN      NaN
2012       NaN      NaN      NaN      NaN      NaN
2013       NaN      NaN      NaN      NaN      NaN
2014       NaN      NaN      NaN      NaN      NaN
2015       NaN      NaN      NaN      NaN      NaN
2016       NaN      NaN      NaN      NaN      NaN
2017       NaN      NaN      NaN      NaN      NaN
2018       NaN      NaN      NaN      NaN      NaN
2019       NaN      NaN      NaN      NaN      NaN
2020       NaN      NaN      NaN      NaN      NaN
2021       NaN      NaN      NaN      NaN      NaN
2022       NaN      NaN      NaN      NaN      NaN
2023       NaN      NaN      NaN      NaN      NaN
