Maximum 5-day rainfall - Model Simulations
NaN indicates insufficient data is available
Refer to accompanying documentation
Model Climatology 1970-1999
Year    Annual       JF      MAM     JJAS      OND
         92.82    69.56    69.68    23.63    74.44
Timeseries in anomalies relative to 1970-1999 mean (mm)
Year    Annual       JF      MAM     JJAS      OND
20th Century Model Run
1960       NaN      NaN      NaN      NaN      NaN
1961      8.97    18.60    10.45    -0.58     1.63
1962     12.82    -0.08    27.09    -2.53    -8.27
1963      8.22     2.32    -3.04     6.63    11.84
1964      2.79     1.96   -13.98    -7.04    10.61
1965      0.97    10.31    -8.56     7.29    -0.22
1966     -4.46    -4.25     5.73    -7.09   -10.19
1967     -8.53    -0.18   -23.22     0.70    -1.85
1968     -0.10    11.34    -8.94   -10.04    11.05
1969      1.58     3.58     4.95     9.49    -0.25
1970      1.73     7.63    -3.55     1.95     5.47
1971      0.83     3.22    14.96    -5.29   -16.97
1972      0.32    -0.45     3.31     3.07    -0.31
1973     -1.83     3.75     2.04    -8.87     0.95
1974     -0.67     2.58     9.06    -4.41   -16.04
1975     -5.51    -2.45     2.87    -9.16     2.86
1976     -9.18     2.07    -8.11    15.03    -6.26
1977     12.69    -5.57     0.88     3.63    21.65
1978      4.80    15.05     7.64    -8.88    -6.83
1979    -12.71    -6.64    -5.33    -8.28    -7.97
1980    -12.47   -21.13    -3.27    -1.17    -9.48
1981      1.87    -7.50     6.66   -13.05    13.20
1982      0.78    -7.46     7.93    10.33     6.38
1983      4.53   -11.00     6.24    -5.41    17.55
1984      2.07     5.15   -15.97    10.05    -1.11
1985      6.71     4.96     3.80    -1.61    12.27
1986      1.59    -1.13   -13.29    27.43   -12.66
1987      6.46   -25.44    -5.25   -10.58    23.38
1988     -7.40     1.99   -12.28    -9.18    -4.81
1989     16.25     3.65     4.25    -2.19    21.40
1990      4.46    15.43     6.19     2.62   -12.49
1991     -0.95    -6.14     4.22     2.74    -1.02
1992      0.92    14.80    -6.20     8.99     4.77
1993     -6.28    -1.83   -10.50    -2.70     0.30
1994     -4.77    10.92    -2.60    -2.44   -17.00
1995     -6.71    -8.78    -9.69    -6.26   -11.56
1996     21.77    20.57    21.54    15.06     4.01
1997     -9.06    -4.83    -6.35     4.80    -2.12
1998     -1.55    -2.65     4.55    -5.67     0.29
1999     -8.66     1.23    -3.78    -0.54    -7.86
2000       NaN      NaN      NaN      NaN      NaN
Projections under SRES A2 scenario
2000       NaN      NaN      NaN      NaN      NaN
2001       NaN      NaN      NaN      NaN      NaN
2002       NaN      NaN      NaN      NaN      NaN
2003       NaN      NaN      NaN      NaN      NaN
2004       NaN      NaN      NaN      NaN      NaN
2005       NaN      NaN      NaN      NaN      NaN
2006       NaN      NaN      NaN      NaN      NaN
2007       NaN      NaN      NaN      NaN      NaN
2008       NaN      NaN      NaN      NaN      NaN
2009       NaN      NaN      NaN      NaN      NaN
2010       NaN      NaN      NaN      NaN      NaN
2011       NaN      NaN      NaN      NaN      NaN
2012       NaN      NaN      NaN      NaN      NaN
2013       NaN      NaN      NaN      NaN      NaN
2014       NaN      NaN      NaN      NaN      NaN
